time,elapsed_seconds,message
15:03:02,9.4e-05,PEST++ performance logger started
15:03:02,0.0003732,starting to process control file
15:03:02,0.0065174,finished processing control file
15:03:02,0.010845,initializing MOEA process
15:03:02,0.0001752,using 'nsga2_ppd' env selector
15:03:02,2.35e-05,using binary tournament mating pool selector
15:03:02,2.56e-05,saving generation specific populations and archives every nth generation 1
15:03:02,2.61e-05,'opt_dec_var_groups' passed, using 2 adjustable parameters as decision variables
15:03:02,3.17e-05,number of decision variables:  2
15:03:02,2.18e-05,max run fail:  3
15:03:02,2.1e-05,'opt_chance_points' = SINGLE, evaluating chance at representative point
15:03:02,3.34e-05,initializing constraints
15:03:02,0.0002391,using particle swarm generator
15:03:02,0.0008822,processing dv population file initial.dv_pop.csv
15:03:02,2.71e-05,loading dv population from csv file initial.dv_pop.csv
15:03:02,0.006629,dv population with 21 members read from 'initial.dv_pop.csv'

15:03:02,3.46e-05,previous generation numbers detected in dv population, fast forwarding generation counter to 20
15:03:02,8.7e-06,processing obs population file initial.obs_pop.csv
15:03:02,1.6e-05,loading obs population from csv file initial.obs_pop.csv
15:03:02,0.0049727,obs population with 21 members read from 'initial.obs_pop.csv'

15:03:02,0.001887, saved observation population to  kur.0.obs_pop.csv
15:03:02,2.54e-05,initial population decision variable summary:
15:03:02,5.4e-05,initial population objective function summary:
15:03:02,2.56e-05,seeking optimal trade-off point for single 'optimal' chance point runs
15:03:02,2.33e-05,using member GEN=0_TRAINING=15 as single, 'optimal' point
   with distance of 3.50847 from optimal trade - off
15:03:02,0.0012809, saved initial dv population to  kur.0.dv_pop.csv
15:03:02,2.11e-05,performing initial pareto dominance sort
15:03:02,0.0035886,ParetoObjectives::get_nsga2_pareto_dominance() for 21 population members
15:03:02,2.19e-05,ParetoObjectives::update() for  21 population members
15:03:02,8.9e-06,preparing fast-lookup containers
15:03:02,0.0001807,checking for duplicate solutions
15:03:02,7.35e-05,calculating fitness
15:03:02,9.7e-06,get_spea_fitness
15:03:02,6.08e-05,fill domination containers
15:03:02,0.0001996,pareto front sorting
15:03:02,9.9e-06,starting 'fast non-dom sort
15:03:02,7.2e-06,fill domination containers
15:03:02,0.0001607,finding first front
15:03:02,1.75e-05,sorting remaining fronts
15:03:02,0.0009338,kur.0.dv_pop.csvinitialized archives with 7 nondominated members
15:03:02,1.1e-05,ParetoObjectives::get_nsga2_pareto_dominance() for 7 population members
15:03:02,8e-06,ParetoObjectives::update() for  7 population members
15:03:02,7.5e-06,preparing fast-lookup containers
15:03:02,3.98e-05,checking for duplicate solutions
15:03:02,2.08e-05,calculating fitness
15:03:02,7.4e-06,get_spea_fitness
15:03:02,1.73e-05,fill domination containers
15:03:02,3.62e-05,pareto front sorting
15:03:02,8.6e-06,starting 'fast non-dom sort
15:03:02,8.2e-06,fill domination containers
15:03:02,2.59e-05,finding first front
15:03:02,6.81e-05,sorting remaining fronts
15:03:02,0.0006744,ParetoObjectives::get_nsga2_pareto_dominance() for 7 population members
15:03:02,1.29e-05,ParetoObjectives::update() for  7 population members
15:03:02,8.4e-06,preparing fast-lookup containers
15:03:02,3.95e-05,checking for duplicate solutions
15:03:02,1.97e-05,calculating fitness
15:03:02,7.3e-06,get_spea_fitness
15:03:02,1.74e-05,fill domination containers
15:03:02,2.98e-05,pareto front sorting
15:03:02,7.1e-06,starting 'fast non-dom sort
15:03:02,6.9e-06,fill domination containers
15:03:02,2.37e-05,finding first front
15:03:02,8.4e-06,sorting remaining fronts
15:03:02,0.0004023,using the initial population for hypervolume partitioning
15:03:02,1.23e-05,ParetoObjectives::get_hypervolume() for 21 archive members
15:03:02,3.86e-05,ParetoObjectives::set_hypervolume_partitions() for outer pareto archive members
15:03:02,0.0014905,saved decision variable population of size 7 X 2 to 'kur.archive.dv_pop.csv'
15:03:02,0.0015655,saved generation-specific decision variable population of size 7 X 2 to 'kur.0.archive.dv_pop.csv'
15:03:02,0.0011014,saved observation population of size 7 X 4 to 'kur.archive.obs_pop.csv'
15:03:02,0.0011883,saved generation-specific observation population of size 7 X 4 to 'kur.0.archive.obs_pop.csv'
15:03:02,9.76e-05,number of initial feasible solutions: 7
15:03:02,1.75e-05,initialization complete
15:03:02,0.0001817,starting generation  1
15:03:02,1.35e-05,ParetoObjectives::get_nsga2_pareto_dominance() for 21 population members
15:03:02,9.5e-06,ParetoObjectives::update() for  21 population members
15:03:02,8.1e-06,preparing fast-lookup containers
15:03:02,0.0001704,checking for duplicate solutions
15:03:02,6.91e-05,calculating fitness
15:03:02,7.4e-06,get_spea_fitness
15:03:02,6.44e-05,fill domination containers
15:03:02,0.000397,pareto front sorting
15:03:02,7.3e-06,starting 'fast non-dom sort
15:03:02,7.7e-06,fill domination containers
15:03:02,0.0002686,finding first front
15:03:02,9.5e-06,sorting remaining fronts
15:03:02,0.0004435,augmenting PSO population DE population of size 9
15:03:02,2.14e-05,generating diffevol population of size 9
15:03:02,0.0004094,generating PSO population of size 30
15:03:02,1.5e-05,ParetoObjectives::get_nsga2_pareto_dominance() for 7 population members
15:03:02,8.3e-06,ParetoObjectives::update() for  7 population members
15:03:02,7.7e-06,preparing fast-lookup containers
15:03:02,4.06e-05,checking for duplicate solutions
15:03:02,2.11e-05,calculating fitness
15:03:02,7.2e-06,get_spea_fitness
15:03:02,1.71e-05,fill domination containers
15:03:02,4.34e-05,pareto front sorting
15:03:02,6.9e-06,starting 'fast non-dom sort
