real_name,obj1,obj2,obj1_sd,obj2_sd
gen=22_member=58_pso,-5.91806,-15.8088,0.142303,7.2066
gen=22_member=56_pso,-7.43795,-3.76593,0.0525779,3.85431
gen=22_member=48_pso,-10.0465,1.50088,0.0841931,2.96006
gen=22_member=40_pso,-9.13069,-0.452377,0.0318797,3.12005
gen=21_member=12_pso,-6.84837,-6.02085,0.067507,4.00603
gen=19_member=556_pso,-7.93697,-3.654,0,0
gen=0_training=15,-6.30661,-6.98287,0,0
gen=22_member=47_pso,-9.05764,-0.176484,0.131834,4.03413
gen=22_member=41_pso,-6.61093,-7.14115,0.0678615,4.59169
gen=21_member=33_pso,-9.93711,1.00443,0.0689534,3.12068
gen=18_member=531_pso,-8.66975,-0.898147,0,0
gen=12_member=357_pso,-8.34959,-2.42207,0,0
gen=5_member=147_pso,-9.81508,0.188966,0,0
gen=22_member=62_pso,-9.74486,3.51818,0.191643,3.18846
gen=21_member=34_pso,-8.82168,-1.6991,0.0495935,3.12674
gen=21_member=31_pso,-9.7319,-0.494915,0.0755882,2.55017
gen=15_member=446_pso,-8.56961,-1.37278,0,0
gen=21_member=24_pso,-8.96021,1.26223,0.0461819,3.04447
gen=21_member=19_pso,-8.74788,0.290189,0.105138,3.21693
gen=11_member=328_pso,-8.90203,-0.27136,0,0
gen=21_member=36_pso,-8.67001,-0.866512,0.0330352,2.87838
gen=21_member=32_pso,-8.61395,-0.224225,0.0319527,3.07621
