real_name,obj1,obj2,obj1_sd,obj2_sd
gen=33_member=390_pso,-9.64521,0.659801,0.0619678,2.64175
gen=31_member=313_pso,-7.83746,-6.82399,0.173534,5.08035
gen=33_member=380_pso,-5.9977,-17.1071,0.164196,7.79026
gen=21_member=12_pso,-6.84837,-6.02085,0.067507,4.00603
gen=19_member=556_pso,-7.93697,-3.654,0,0
gen=27_member=190_pso,-8.28053,-6.11175,0.102888,5.06017
gen=22_member=56_pso,-7.43795,-3.76593,0.0525779,3.85431
gen=29_member=259_pso,-5.57344,-25.222,0.281404,11.0414
gen=22_member=48_pso,-10.0465,1.50088,0.0841931,2.96006
gen=33_member=388_pso,-9.74866,2.784,0.146081,3.03936
gen=32_member=357_pso,-6.49317,-7.4382,0.0724345,4.60378
gen=32_member=342_pso,-8.61433,1.0859,0.142375,3.33097
gen=31_member=330_pso,-10.0107,2.03796,0.112079,3.02595
gen=30_member=300_pso,-8.90581,-0.426067,0.0340843,3.08432
gen=30_member=290_pso,-8.59349,-2.0762,0.0690026,3.68163
gen=29_member=266_pso,-7.34979,-4.55492,0.139956,5.5866
gen=27_member=193_pso,-5.43016,-10.6485,0.216962,8.57291
gen=28_member=234_pso,-5.94077,-16.1266,0.146239,7.33253
gen=26_member=160_pso,-6.17084,-8.60867,0.0676445,4.88591
gen=25_member=154_pso,-9.54649,0.570336,0.0949088,2.72431
gen=24_member=111_pso,-9.2234,-0.221266,0.0327166,3.27319
gen=27_member=215_pso,-6.78276,-5.87099,0.0953267,5.04349
gen=27_member=206_pso,-9.94424,0.658177,0.0602396,2.92772
gen=21_member=34_pso,-8.82168,-1.6991,0.0495935,3.12674
gen=27_member=197_pso,-9.29195,0.237878,0.0694563,2.8511
gen=28_member=240_pso,-8.41645,-2.75229,0.076838,3.88353
gen=32_member=367_pso,-6.36734,-9.1367,0.0807688,5.15793
gen=31_member=325_pso,-7.8797,-3.33743,0.059964,3.92606
gen=31_member=324_pso,-6.5767,-8.77212,0.153953,5.25856
gen=30_member=294_pso,-9.91211,0.273193,0.0739262,2.96423
