real_name,obj1,obj2,obj1_sd,obj2_sd
gen=34_member=399_pso,-4.93086,1.30298,0.164295,4.185
gen=34_member=400_pso,-7.53103,-3.9335,0.0922491,4.93888
gen=34_member=401_pso,-7.12795,-3.95343,0.085491,4.95236
gen=34_member=402_pso,-6.2627,-2.68855,0.0776426,4.7922
gen=34_member=403_pso,-6.97761,1.56953,0.0342988,3.15588
gen=34_member=404_pso,-4.61551,1.13347,0.160091,4.35686
gen=34_member=405_pso,-5.24336,1.28879,0.240222,4.40808
gen=34_member=406_pso,-8.44083,-2.01653,0.17009,3.68307
gen=34_member=407_pso,-6.69783,1.07184,0.0333085,3.08624
gen=34_member=408_pso,-8.05252,-2.36182,0.0497839,3.65013
gen=34_member=409_pso,-5.39336,8.43079,0.363209,2.66049
gen=34_member=410_pso,-8.15795,-1.91445,0.0363442,3.27594
gen=34_member=411_pso,-9.42668,2.13867,0.123493,3.11969
gen=34_member=412_pso,-8.63917,-0.644305,0.0386576,3.26922
gen=34_member=413_pso,-9.7733,3.41783,0.188272,3.18236
gen=34_member=414_pso,-9.94479,2.60589,0.140923,3.07361
gen=34_member=415_pso,-5.17684,0.841669,0.157178,4.37186
gen=34_member=416_pso,-9.93732,1.1979,0.0843821,2.96618
gen=34_member=417_pso,-4.62646,8.50846,1.06801,2.34757
gen=34_member=418_pso,-6.3333,0.134053,0.555755,4.70453
gen=34_member=419_pso,-6.13397,-3.86771,0.185917,5.97345
gen=34_member=420_pso,-7.01526,0.0647474,0.03617,3.16684
gen=34_member=421_pso,-10.0276,1.14269,0.0712915,2.8353
gen=34_member=422_pso,-6.00503,-7.2246,0.0667322,4.74762
gen=34_member=423_pso,-8.46733,-0.239367,0.0961867,3.3249
gen=34_member=424_pso,-5.39194,1.86378,0.405146,2.69437
gen=34_member=425_pso,-6.81232,1.06543,0.127398,3.58768
gen=34_member=426_pso,-8.64108,1.30243,0.0432723,3.1346
gen=34_member=427_pso,-5.33544,0.915474,0.0577059,3.89773
gen=34_member=428_pso,-4.86115,0.907392,0.182367,4.24324
