generation,member,obj1,obj2,obj1_sd,obj2_sd,obj1_sd_syn,obj2_sd_syn,nsga2_front,nsga2_crowding_distance,nn_count,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
0,gen=0_training=15,-6.30661,-6.98287,0,0,0.50121,1.02455,1,1,0,37.1429,37.1429,1,-999
0,gen=10_member=301_pso,-5.88251,3.47034,0,0,0.25475,0.93501,4,1,0,0.257782,0.257782,1,-999
0,gen=11_member=328_pso,-8.90203,-0.27136,0,0,0.50121,1.02455,1,1,0,106.331,106.331,1,-999
0,gen=12_member=357_pso,-8.34959,-2.42207,0,0,0.50121,1.02455,1,1,0,107.281,107.281,1,-999
0,gen=12_member=369_pso,-9.18414,0.243903,0,0,0.64478,0.664296,2,0.25,1,106.307,106.307,1,-999
0,gen=15_member=446_pso,-8.56961,-1.37278,0,0,0.50121,1.02455,1,0.444444,1,106.317,106.317,1,-999
0,gen=15_member=454_pso,-6.05903,-3.00962,0,0,0.64478,0.664296,2,1,1,35.2203,35.2203,1,-999
0,gen=17_member=491_pso,-7.18248,6.39111,0,0,0.140217,0.790532,3,1,0,19.1952,19.1952,1,-999
0,gen=18_member=531_pso,-8.66975,-0.898147,0,0,0.50121,1.02455,1,0.111111,2,106.307,106.307,1,-999
0,gen=18_member=537_pso,-6.87336,3.28266,0,0,0.140217,0.790532,3,1,0,49.2689,49.2689,1,-999
0,gen=19_member=551_pso,-6.42707,2.65682,0,0,0.140217,0.790532,3,0.25,1,49.3319,49.3319,1,-999
0,gen=19_member=556_pso,-7.93697,-3.654,0,0,0.50121,1.02455,1,1,0,109.251,109.251,1,-999
0,gen=19_member=576_pso,-6.94034,5.32518,0,0,0.140217,0.790532,3,1,0,33.2473,33.2473,1,-999
0,gen=20_member=583_pso,-6.67176,-2.68178,0,0,0.64478,0.664296,2,1,0,79.26,79.26,1,-999
0,gen=20_member=586_pso,-8.25382,-1.73094,0,0,0.64478,0.664296,2,1,0,106.278,106.278,1,-999
0,gen=20_member=591_pso,-6.52821,3.08751,0,0,0.140217,0.790532,3,1,0,49.2897,49.2897,1,-999
0,gen=20_member=595_pso,-9.28293,0.311862,0,0,0.64478,0.664296,2,1,0,106.298,106.298,1,-999
0,gen=20_member=597_pso,-6.34118,1.64792,0,0,0.140217,0.790532,3,1,0,35.2578,35.2578,1,-999
0,gen=20_member=602_pso,-5.91587,6.76626,0,0,0,0,5,-999,0,0.188819,0.188819,1,-999
0,gen=5_member=147_pso,-9.81508,0.188966,0,0,0.50121,1.02455,1,1,0,108.279,108.279,1,-999
0,gen=7_member=206_pso,-6.39201,5.34036,0,0,0.25475,0.93501,4,1,0,19.2539,19.2539,1,-999
1,gen=21_member=9_pso,-3.80533,2.29502,0.3321,5.63572,0.643314,5.63572,3,0.444444,1,0.157417,0.157417,1,-999
1,gen=21_member=10_pso,-3.66852,4.87782,0.0969483,4.72228,0.462519,4.72228,4,0.444444,1,0.192771,0.192771,1,-999
1,gen=21_member=11_pso,-3.40671,6.7738,0.0791517,4.18388,0.418193,4.18388,6,0.444444,1,0.209924,0.209924,1,-999
1,gen=21_member=12_pso,-6.84837,-6.02085,0.067507,4.00603,0.242034,4.00603,1,1,0,497.141,497.141,1,-999
1,gen=21_member=13_pso,-4.31324,-3.03187,0.0571665,5.0044,0.496969,5.0044,2,1,0,116.142,116.142,1,-999
1,gen=21_member=14_pso,-5.74428,7.20285,0.464108,4.16478,0.583218,4.16478,5,0.111111,2,0.200835,0.200835,1,-999
1,gen=21_member=15_pso,-7.36867,5.77171,0.378901,3.82906,0.462519,3.82906,4,1,0,37.1696,37.1696,1,-999
