generation,member,obj1,obj2,obj1_sd,obj2_sd,obj1_sd_syn,obj2_sd_syn,nsga2_front,nsga2_crowding_distance,nn_count,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
0,gen=0_training=15,-6.30661,-6.98287,0,0,0.50121,1.02455,1,1,0,96.1087,96.1087,1,-999
0,gen=11_member=328_pso,-8.90203,-0.27136,0,0,0.50121,1.02455,1,1,0,240.321,240.321,1,-999
0,gen=12_member=357_pso,-8.34959,-2.42207,0,0,0.50121,1.02455,1,1,0,231.2,231.2,1,-999
0,gen=15_member=446_pso,-8.56961,-1.37278,0,0,0.50121,1.02455,1,0.444444,1,240.25,240.25,1,-999
0,gen=18_member=531_pso,-8.66975,-0.898147,0,0,0.50121,1.02455,1,0.111111,2,240.279,240.279,1,-999
0,gen=19_member=556_pso,-7.93697,-3.654,0,0,0.50121,1.02455,1,1,0,195.175,195.175,1,-999
0,gen=22_member=48_pso,-9.16881,1.04079,0,0,0,0,4,-999,0,245.344,245.344,1,-999
0,gen=27_member=190_pso,-8.05792,3.27308,0,0,0.42155,0.52464,8,1,0,160.262,160.262,1,-999
0,gen=30_member=290_pso,-8.38071,1.48848,0,0,0,0,6,-999,0,221.314,221.314,1,-999
0,gen=31_member=313_pso,-7.88383,6.12616,0,0,0,0,11,-999,0,116.206,116.206,1,-999
0,gen=33_member=380_pso,-6.06153,6.85551,0,0,0.074875,2.99349,13,1,0,50.1639,50.1639,1,-999
0,gen=34_member=401_pso,-7.28,1.53446,0,0,0.34062,0.417557,7,1,0,130.277,130.277,1,-999
0,gen=34_member=421_pso,-9.32004,0.76439,0,0,0.0092,0.174967,3,1,0,249.362,249.362,1,-999
0,gen=35_member=434_pso,-6.97092,1.07659,0,0,0.98446,0.017665,5,1,0,96.2519,96.2519,1,-999
0,gen=37_member=494_pso,-5.76857,12.8287,0,0,0,0,14,-999,0,26.1108,26.1108,1,-999
0,gen=37_member=500_pso,-7.21482,2.2238,0,0,0.42155,0.52464,8,1,0,116.299,116.299,1,-999
0,gen=38_member=533_pso,-8.03521,3.47504,0,0,0,0,9,-999,0,147.249,147.249,1,-999
0,gen=38_member=540_pso,-6.21128,12.8425,0,0,0.074875,2.99349,13,1,0,26.1121,26.1121,1,-999
0,gen=39_member=550_pso,-9.70677,0.323689,0,0,0,0,2,-999,0,253.333,253.333,1,-999
0,gen=39_member=551_pso,-7.87521,2.17069,0,0,0.34062,0.417557,7,1,0,130.321,130.321,1,-999
0,gen=39_member=561_pso,-9.30164,0.414455,0,0,0.0092,0.174967,3,1,0,249.359,249.359,1,-999
