real_name,obj1,obj2,obj1_sd,obj2_sd
gen=44_member=93_pso,-6.42029,1.46804,0.129695,4.23618
gen=44_member=94_pso,-7.97175,0.226614,0.0725677,4.45028
gen=44_member=95_pso,-5.90414,0.144881,0.20031,3.76185
gen=44_member=96_pso,-3.38941,0.00042662,0.406781,3.40242
gen=44_member=97_pso,-5.70656,0.0492213,0.666979,5.29889
gen=44_member=98_pso,-2.86061,-5.43208,0.940352,11.0435
gen=44_member=99_pso,-4.76357,10.927,0.0854224,5.24334
gen=44_member=100_pso,-4.1587,-0.273265,0.0695293,6.14504
gen=44_member=101_pso,-3.62626,-0.725056,0.360207,13.6257
gen=44_member=102_pso,-6.1227,1.86837,0.0396069,4.17066
gen=44_member=103_pso,-7.09127,6.91758,0.0775268,4.4692
gen=44_member=104_pso,-4.95588,1.86198,0.408983,6.15332
gen=44_member=105_pso,-3.52417,-3.74493,0.154033,9.11066
gen=44_member=106_pso,-8.22586,3.49984,0.0314651,0.0763747
gen=44_member=107_pso,-6.65875,3.67478,0.0341785,4.27116
gen=44_member=108_pso,-3.50475,-3.74806,0.174221,9.47433
gen=44_member=109_pso,-4.90594,9.61964,0.106362,6.0973
gen=44_member=110_pso,-3.39509,0.608137,0.417818,14.7923
gen=44_member=111_pso,-6.38557,1.74124,0.0270448,3.97336
gen=44_member=112_pso,-4.77977,6.75002,0.329083,7.14149
gen=44_member=113_pso,-3.57325,-2.05239,0.151831,9.01559
gen=44_member=114_pso,-8.58982,5.12661,0.327107,2.45644
gen=44_member=115_pso,-3.41123,0.247051,0.392495,14.1427
gen=44_member=116_pso,-6.14207,3.57613,0.0411903,4.79623
gen=44_member=117_pso,-7.21033,-1.34565,0.0543366,3.0395
gen=44_member=118_pso,-8.54233,-0.750747,0.0355596,0.256214
gen=44_member=119_pso,-4.87471,0.0555824,0.541202,4.86542
gen=44_member=120_pso,-7.39335,6.41384,0.0643344,1.72742
gen=44_member=121_pso,-9.98567,1.87984,0.264167,2.54185
gen=44_member=122_pso,-9.34735,0.551162,0.0700678,0.065788
