real_name,obj1,obj2,obj1_sd,obj2_sd
gen=53_member=379_pso,-4.05567,-15.3157,0.842672,11.9088
gen=54_member=411_pso,-4.19685,-15.0664,0.727288,10.2837
gen=5_member=147_pso,-9.81508,0.188966,0,0
gen=43_member=79_pso,-7.03107,-2.77964,0.0545288,2.92555
gen=19_member=556_pso,-7.93697,-3.654,0,0
gen=0_training=15,-6.30661,-6.98287,0,0
gen=49_member=247_pso,-8.81623,-1.63843,0.0646566,1.8863
gen=44_member=121_pso,-9.98567,1.87984,0.264167,2.54185
gen=60_member=576_pso,-4.19518,-15.0747,0.728942,10.3077
gen=55_member=448_pso,-9.71484,0.119272,0.0876872,1.04547
gen=54_member=417_pso,-9.24844,0.029664,0.11244,0.390281
gen=51_member=318_pso,-9.04625,0.146058,0.0592391,1.59811
gen=41_member=16_pso,-3.68968,-5.00014,0.132255,8.04108
gen=49_member=259_pso,-7.63498,2.37671,0.93504,5.10851
gen=59_member=546_pso,-8.73865,-1.11092,0.0723343,2.3759
gen=58_member=516_pso,-6.71839,1.18443,1.8602,4.0055
gen=55_member=426_pso,-8.68715,-0.95404,0.0552536,0.0901023
gen=54_member=394_pso,-9.68988,4.51667,0.843587,3.10054
gen=47_member=200_pso,-9.71237,5.23186,0.910954,2.83197
gen=46_member=174_pso,-3.55493,-6.97125,0.205266,9.00467
gen=43_member=74_pso,-4.19142,-15.0926,0.732598,10.3607
gen=41_member=10_pso,-7.913,-3.66559,0.0560043,2.793
gen=15_member=446_pso,-8.56961,-1.37278,0,0
gen=12_member=357_pso,-8.34959,-2.42207,0,0
gen=60_member=582_pso,-7.77479,-3.28981,0.0394935,1.07868
gen=59_member=571_pso,-9.52686,0.182675,0.068823,0.202207
gen=59_member=567_pso,-7.63852,-3.06834,0.043799,1.95578
gen=59_member=560_pso,-2.37575,-8.98685,0.939961,9.50781
gen=58_member=541_pso,-3.50021,-3.72776,0.177252,9.52283
gen=58_member=514_pso,-4.18876,-15.1046,0.735154,10.3977
