real_name,obj1,obj2,obj1_sd,obj2_sd
gen=5_member=147_pso,-9.81508,0.188966,0,0
gen=44_member=121_pso,-9.98567,1.87984,0.264167,2.54185
gen=43_member=79_pso,-7.03107,-2.77964,0.0545288,2.92555
gen=43_member=74_pso,-4.19142,-15.0926,0.732598,10.3607
gen=49_member=247_pso,-8.81623,-1.63843,0.0646566,1.8863
gen=19_member=556_pso,-7.93697,-3.654,0,0
gen=12_member=357_pso,-8.34959,-2.42207,0,0
gen=48_member=215_pso,-4.11915,-15.2852,0.794857,11.2505
gen=0_training=15,-6.30661,-6.98287,0,0
gen=51_member=318_pso,-9.04625,0.146058,0.0592391,1.59811
gen=49_member=272_pso,-4.1879,-15.1084,0.735979,10.4096
gen=41_member=30_pso,-9.43662,0.0296354,0.0757405,1.98501
gen=41_member=10_pso,-7.913,-3.66559,0.0560043,2.793
gen=15_member=446_pso,-8.56961,-1.37278,0,0
gen=49_member=268_pso,-7.61319,-3.17728,0.0425415,2.24111
gen=49_member=259_pso,-7.63498,2.37671,0.93504,5.10851
gen=49_member=252_pso,-4.18643,-15.1148,0.737377,10.4299
gen=45_member=150_pso,-9.52878,0.262912,0.13853,0.976746
gen=41_member=16_pso,-3.68968,-5.00014,0.132255,8.04108
gen=18_member=531_pso,-8.66975,-0.898147,0,0
gen=47_member=200_pso,-9.71237,5.23186,0.910954,2.83197
gen=50_member=300_pso,-3.42356,-0.0473291,0.371853,13.6201
gen=45_member=132_pso,-4.17069,-15.1739,0.751832,10.6385
gen=46_member=174_pso,-3.55493,-6.97125,0.205266,9.00467
gen=11_member=328_pso,-8.90203,-0.27136,0,0
gen=51_member=319_pso,-6.87649,0.53799,1.40032,5.22728
gen=51_member=312_pso,-3.40378,0.416888,0.404408,14.4472
gen=50_member=285_pso,-8.89188,-0.16874,0.0545094,0.0573964
gen=48_member=235_pso,-3.55152,-6.97233,0.207057,9.02466
gen=45_member=137_pso,-4.13667,-15.2588,0.780805,11.0524
