real_name,obj1,obj2,obj1_sd,obj2_sd
gen=51_member=303_pso,-5.12054,-0.831351,0.0879794,6.44642
gen=51_member=304_pso,-6.67933,2.20703,0.0354942,3.14002
gen=51_member=305_pso,-8.99633,1.11632,0.058993,0.0503964
gen=51_member=306_pso,-7.53757,0.226641,0.0386173,2.95923
gen=51_member=307_pso,-7.38161,5.46241,0.222436,2.58852
gen=51_member=308_pso,-7.15471,3.05049,0.430336,1.05004
gen=51_member=309_pso,-3.58916,-7.87067,1.07025,9.47907
gen=51_member=310_pso,-3.70257,0.128447,0.24673,3.36526
gen=51_member=311_pso,-4.01551,-4.0876,0.510262,5.61831
gen=51_member=312_pso,-3.40378,0.416888,0.404408,14.4472
gen=51_member=313_pso,-8.82979,0.771078,1.77693,4.06893
gen=51_member=314_pso,-7.2488,1.2459,0.0413839,2.91633
gen=51_member=315_pso,-5.61801,0.65503,0.316546,5.87758
gen=51_member=316_pso,-5.73929,0.426754,0.0539545,4.3382
gen=51_member=317_pso,-5.93858,0.495587,0.494311,5.30211
gen=51_member=318_pso,-9.04625,0.146058,0.0592391,1.59811
gen=51_member=319_pso,-6.87649,0.53799,1.40032,5.22728
gen=51_member=320_pso,-9.20596,2.92555,0.277537,1.74558
gen=51_member=321_pso,-4.31952,7.97204,0.0787888,5.32126
gen=51_member=322_pso,-3.76625,-7.45682,0.971499,7.8726
gen=51_member=323_pso,-3.88512,-6.76744,0.887909,7.487
gen=51_member=324_pso,-5.48133,10.4283,0.100272,5.06251
gen=51_member=325_pso,-7.53521,4.0257,0.526435,2.94219
gen=51_member=326_pso,-8.19227,0.455324,0.0373979,2.54123
gen=51_member=327_pso,-5.76121,0.225219,0.530281,5.29739
gen=51_member=328_pso,-3.32849,1.89369,0.507291,17.1436
gen=51_member=329_pso,-3.81235,-7.20876,0.938905,7.7325
gen=51_member=330_pso,-5.49904,7.55438,0.18092,3.56356
gen=51_member=331_pso,-4.66681,5.69862,0.0673566,4.91655
gen=51_member=332_pso,-5.74929,0.691306,0.0522689,4.80625
