generation,member,obj1,obj2,obj1_sd,obj2_sd,obj1_sd_syn,obj2_sd_syn,nsga2_front,nsga2_crowding_distance,nn_count,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
0,gen=5_member=147_pso,-9.81508,0.188966,0,0,0.50121,1.02455,1,1,0,0.279399,0.279399,1,-999
0,gen=19_member=556_pso,-7.93697,-3.654,0,0,0.50121,1.02455,1,1,0,0.228973,0.228973,1,-999
0,gen=12_member=357_pso,-8.34959,-2.42207,0,0,0.50121,1.02455,1,1,0,0.303104,0.303104,1,-999
0,gen=11_member=328_pso,-8.90203,-0.27136,0,0,0.50121,1.02455,1,1,0,0.330849,0.330849,1,-999
0,gen=0_training=15,-6.30661,-6.98287,0,0,0.50121,1.02455,1,1,0,0.142909,0.142909,1,-999
0,gen=15_member=446_pso,-8.56961,-1.37278,0,0,0.50121,1.02455,1,0.444444,1,0.325509,0.325509,1,-999
0,gen=18_member=531_pso,-8.66975,-0.898147,0,0,0.50121,1.02455,1,0.111111,2,0.37475,0.37475,1,-999
1,gen=5_member=147_pso,-9.81508,0.188966,0,0,0.51045,0.597653,1,1,0,0.250153,0.250153,1,-999
1,gen=19_member=556_pso,-7.93697,-3.654,0,0,0.51045,0.597653,1,1,0,0.208608,0.208608,1,-999
1,gen=12_member=357_pso,-8.34959,-2.42207,0,0,0.51045,0.597653,1,1,0,0.281121,0.281121,1,-999
1,gen=11_member=328_pso,-8.90203,-0.27136,0,0,0.51045,0.597653,1,0.183673,4,0.317411,0.317411,1,-999
1,gen=0_training=15,-6.30661,-6.98287,0,0,0.51045,0.597653,1,1,0,0.142909,0.142909,1,-999
1,gen=15_member=446_pso,-8.56961,-1.37278,0,0,0.51045,0.597653,1,0.734694,1,0.317411,0.317411,1,-999
1,gen=18_member=531_pso,-8.66975,-0.898147,0,0,0.51045,0.597653,1,0.510204,2,0.281121,0.281121,1,-999
1,gen=41_member=16_pso,-3.68968,-5.00014,0.132255,8.04108,0.51045,8.04108,1,1,0,0.0987957,0.0987957,1,-999
1,gen=41_member=30_pso,-9.43662,0.0296354,0.0757405,1.98501,0.51045,1.98501,1,0.734694,1,0.239762,0.239762,1,-999
1,gen=41_member=13_pso,-5.79531,0.0741108,2.64622,4.63549,2.64622,4.63549,1,0.734694,1,0.136139,0.136139,1,-999
1,gen=41_member=10_pso,-7.913,-3.66559,0.0560043,2.793,0.51045,2.793,1,0.734694,1,0.176269,0.176269,1,-999
1,gen=41_member=8_pso,-7.93543,0.0630964,0.814015,3.368,0.814015,3.368,1,0.0204082,6,0.178165,0.178165,1,-999
2,gen=5_member=147_pso,-9.81508,0.188966,0,0,0.405629,0.560031,1,1,0,0.250153,0.250153,1,-999
2,gen=41_member=16_pso,-3.68968,-5.00014,0.132255,8.04108,0.405629,8.04108,1,0.734694,1,0.220524,0.220524,1,-999
2,gen=19_member=556_pso,-7.93697,-3.654,0,0,0.405629,0.560031,1,1,0,0.208608,0.208608,1,-999
2,gen=12_member=357_pso,-8.34959,-2.42207,0,0,0.405629,0.560031,1,1,0,0.281121,0.281121,1,-999
2,gen=0_training=15,-6.30661,-6.98287,0,0,0.405629,0.560031,1,1,0,0.142909,0.142909,1,-999
2,gen=41_member=30_pso,-9.43662,0.0296354,0.0757405,1.98501,0.405629,1.98501,1,0.734694,1,0.239762,0.239762,1,-999
2,gen=41_member=13_pso,-5.79531,0.0741108,2.64622,4.63549,2.64622,4.63549,1,0.734694,1,0.136139,0.136139,1,-999
2,gen=41_member=10_pso,-7.913,-3.66559,0.0560043,2.793,0.405629,2.793,1,0.510204,2,0.176269,0.176269,1,-999
2,gen=15_member=446_pso,-8.56961,-1.37278,0,0,0.405629,0.560031,1,1,0,0.317411,0.317411,1,-999
2,gen=18_member=531_pso,-8.66975,-0.898147,0,0,0.405629,0.560031,1,0.734694,1,0.281121,0.281121,1,-999
2,gen=11_member=328_pso,-8.90203,-0.27136,0,0,0.405629,0.560031,1,0.510204,2,0.317411,0.317411,1,-999
2,gen=41_member=8_pso,-7.93543,0.0630964,0.814015,3.368,0.814015,3.368,1,0.0204082,6,0.178165,0.178165,1,-999
2,gen=42_member=37_pso,-4.29761,-7.00651,0.350223,9.44886,0.405629,9.44886,1,1,1,0.18312,0.18312,1,-999
2,gen=42_member=33_pso,-4.60556,-4.30072,0.483218,8.52947,0.483218,8.52947,1,1,0,0.20503,0.20503,1,-999
2,gen=42_member=55_pso,-3.48401,-3.6553,0.188454,9.69202,0.405629,9.69202,1,0.510204,2,0.18312,0.18312,1,-999
2,gen=42_member=62_pso,-3.32501,1.95399,0.511446,17.2545,0.511446,17.2545,1,0.326531,3,0.0737721,0.0737721,1,-999
3,gen=5_member=147_pso,-9.81508,0.188966,0,0,0.295003,0.774845,1,1,0,0.248234,0.248234,1,-999
3,gen=42_member=37_pso,-4.29761,-7.00651,0.350223,9.44886,0.350223,9.44886,1,0.510204,2,0.185615,0.185615,1,-999
3,gen=42_member=33_pso,-4.60556,-4.30072,0.483218,8.52947,0.483218,8.52947,1,0.734694,1,0.20503,0.20503,1,-999
3,gen=19_member=556_pso,-7.93697,-3.654,0,0,0.295003,0.774845,1,1,0,0.206117,0.206117,1,-999
3,gen=15_member=446_pso,-8.56961,-1.37278,0,0,0.295003,0.774845,1,1,0,0.250153,0.250153,1,-999
3,gen=12_member=357_pso,-8.34959,-2.42207,0,0,0.295003,0.774845,1,1,0,0.236937,0.236937,1,-999
3,gen=0_training=15,-6.30661,-6.98287,0,0,0.295003,0.774845,1,1,0,0.139423,0.139423,1,-999
3,gen=41_member=30_pso,-9.43662,0.0296354,0.0757405,1.98501,0.295003,1.98501,1,0.734694,1,0.239762,0.239762,1,-999
3,gen=41_member=16_pso,-3.68968,-5.00014,0.132255,8.04108,0.295003,8.04108,1,0.734694,1,0.220524,0.220524,1,-999
3,gen=41_member=13_pso,-5.79531,0.0741108,2.64622,4.63549,2.64622,4.63549,1,0.183673,4,0.139161,0.139161,1,-999
3,gen=18_member=531_pso,-8.66975,-0.898147,0,0,0.295003,0.774845,1,0.734694,1,0.279399,0.279399,1,-999
3,gen=42_member=55_pso,-3.48401,-3.6553,0.188454,9.69202,0.295003,9.69202,1,0.326531,3,0.18312,0.18312,1,-999
3,gen=41_member=10_pso,-7.913,-3.66559,0.0560043,2.793,0.295003,2.793,1,0.510204,2,0.196508,0.196508,1,-999
3,gen=11_member=328_pso,-8.90203,-0.27136,0,0,0.295003,0.774845,1,1,0,0.245156,0.245156,1,-999
3,gen=42_member=62_pso,-3.32501,1.95399,0.511446,17.2545,0.511446,17.2545,1,0.0816327,5,0.0780549,0.0780549,1,-999
3,gen=41_member=8_pso,-7.93543,0.0630964,0.814015,3.368,0.814015,3.368,1,0.0204082,6,0.195698,0.195698,1,-999
3,gen=43_member=79_pso,-7.03107,-2.77964,0.0545288,2.92555,0.295003,2.92555,1,1,0,0.192848,0.192848,1,-999
3,gen=43_member=74_pso,-4.19142,-15.0926,0.732598,10.3607,0.732598,10.3607,1,1,0,0.0807422,0.0807422,1,-999
3,gen=43_member=91_pso,-3.54995,-6.09178,0.162544,8.91711,0.295003,8.91711,1,0.510204,2,0.219408,0.219408,1,-999
3,gen=43_member=88_pso,-8.58968,-0.863635,0.0549862,2.13904,0.295003,2.13904,1,0.326531,3,0.238119,0.238119,1,-999
3,gen=43_member=69_pso,-3.99107,-6.96475,0.384813,12.822,0.384813,12.822,1,0.326531,3,0.141039,0.141039,1,-999
3,gen=43_member=77_pso,-3.34644,1.57294,0.485117,16.5542,0.485117,16.5542,1,0.183673,4,0.0831668,0.0831668,1,-999
4,gen=5_member=147_pso,-9.81508,0.188966,0,0,0.245692,0.587813,1,1,0,0.213627,0.213627,1,-999
4,gen=43_member=79_pso,-7.03107,-2.77964,0.0545288,2.92555,0.245692,2.92555,1,1,0,0.191231,0.191231,1,-999
4,gen=43_member=74_pso,-4.19142,-15.0926,0.732598,10.3607,0.732598,10.3607,1,1,0,0.0807422,0.0807422,1,-999
4,gen=19_member=556_pso,-7.93697,-3.654,0,0,0.245692,0.587813,1,1,0,0.192848,0.192848,1,-999
4,gen=15_member=446_pso,-8.56961,-1.37278,0,0,0.245692,0.587813,1,1,0,0.238119,0.238119,1,-999
