real_name,obj1,obj2,obj1_sd,obj2_sd
gen=35_member=442_pso,0.986163,0.00800453,0,0
gen=31_member=322_pso,0.0365185,0.987814,0,0
gen=52_member=395_pso,0.360033,0.834154,0,0
gen=39_member=563_pso,0.274113,0.879321,0,0
gen=34_member=395_pso,0.180016,0.921471,0,0
gen=29_member=261_pso,0.790866,0.431986,0,0
gen=17_member=511_pso,0.846996,0.338678,0,0
gen=52_member=373_pso,0.13103,0.933284,0,0
gen=20_member=601_pso,0.0672193,0.975269,0,0
gen=11_member=331_pso,0.443821,0.781957,0,0
gen=10_member=290_pso,0.895356,0.262034,0,0
gen=38_member=539_pso,0.313446,0.857333,0,0
gen=58_member=142_pso,0.776762,0.453228,0,0
gen=27_member=190_pso,0.967308,0.0265127,0,0
gen=14_member=411_pso,0.476968,0.761126,0,0
gen=47_member=249_pso,0.743409,0.501099,0,0
gen=22_member=50_pso,0.939091,0.101808,0,0
gen=5_member=149_pso,0.957058,0.0872045,0,0
gen=38_member=521_pso,0.854134,0.31435,0,0
gen=16_member=479_pso,0.935249,0.170977,0,0
gen=34_member=397_pso,0.561205,0.697262,0,0
gen=27_member=188_pso,0.732535,0.516073,0,0
gen=37_member=491_pso,0.515085,0.734107,0,0
gen=20_member=584_pso,0.897035,0.2183,0,0
gen=16_member=483_pso,0.682845,0.58696,0,0
gen=50_member=332_pso,0.613032,0.65091,0,0
gen=38_member=535_pso,0.912998,0.203793,0,0
gen=53_member=422_pso,0.913471,0.172866,0,0
gen=39_member=559_pso,0.581842,0.679263,0,0
gen=52_member=387_pso,0.451516,0.777215,0,0
gen=50_member=327_pso,0.69854,0.559627,0,0
gen=51_member=345_pso,0.709838,0.545336,0,0
gen=34_member=396_pso,0.656521,0.609247,0,0
gen=15_member=436_pso,0.53914,0.715475,0,0
gen=7_member=209_pso,0.591928,0.670637,0,0
gen=38_member=530_pso,0.689541,0.580189,0,0
gen=13_member=386_pso,0.648354,0.62683,0,0
gen=32_member=350_pso,0.623703,0.640494,0,0
gen=39_member=555_pso,0.851287,0.318767,0,0
gen=35_member=424_pso,0.635252,0.629524,0,0
gen=37_member=484_pso,0.521036,0.72875,0,0
gen=19_member=565_pso,0.530383,0.722301,0,0
gen=37_member=509_pso,0.709249,0.546171,0,0
gen=40_member=571_pso,0.653401,0.612689,0,0
gen=19_member=549_pso,0.633186,0.638985,0,0
gen=39_member=561_pso,0.590572,0.672058,0,0
gen=53_member=424_pso,0.536256,0.717053,0,0
gen=51_member=367_pso,0.65441,0.609303,0,0
