time,elapsed_seconds,message
14:58:29,0.0001174,PEST++ performance logger started
14:58:29,0.0003861,starting to process control file
14:58:29,0.0065316,finished processing control file
14:58:29,0.0093683,initializing MOEA process
14:58:29,6.35e-05,using 'nsga2' env selector
14:58:29,2.31e-05,using binary tournament mating pool selector
14:58:29,2.66e-05,saving generation specific populations and archives every nth generation 1
14:58:29,2.79e-05,'opt_dec_var_groups' passed, using 2 adjustable parameters as decision variables
14:58:29,3.2e-05,number of decision variables:  2
14:58:29,2.13e-05,max run fail:  3
14:58:29,2.07e-05,'opt_chance_points' = SINGLE, evaluating chance at representative point
14:58:29,3.39e-05,initializing constraints
14:58:29,0.0004272,using particle swarm generator
14:58:29,0.0014375,processing dv population file infill.dv_pop.csv
14:58:29,3.21e-05,loading dv population from csv file infill.dv_pop.csv
14:58:29,0.0075727,dv population with 20 members read from 'infill.dv_pop.csv'

14:58:29,4.63e-05,checking for denormal values in dv population
14:58:29,0.0020037, saved initial dv population to  kur.0.dv_pop.csv
14:58:29,1.13e-05,running initial population
14:58:29,1.72e-05,running initial population of size 20
14:58:29,0.0035466,running population of size  20
14:58:29,2.51e-05,queuing 20 runs
14:58:29,0.0016261,making runs
14:58:40,10.2468,processing runs
14:58:40,0.0057133, saved observation population to  kur.0.obs_pop.csv
14:58:40,2.56e-05,initial population decision variable summary:
14:58:40,5.2e-05,initial population objective function summary:
14:58:40,2.93e-05,using member GEN=0_TRAINING=3 as nearest-to-mean single point
    with distance of 1.2147 from mean of decision variable population
14:58:40,0.0015735, saved initial dv population to  kur.0.dv_pop.csv
14:58:40,1.91e-05,performing initial pareto dominance sort
14:58:40,0.0021942,ParetoObjectives::get_nsga2_pareto_dominance() for 20 population members
14:58:40,1.92e-05,ParetoObjectives::update() for  20 population members
14:58:40,7.3e-06,preparing fast-lookup containers
14:58:40,0.0001048,checking for duplicate solutions
14:58:40,4.92e-05,calculating fitness
14:58:40,8.8e-06,get_spea_fitness
14:58:40,5.07e-05,fill domination containers
14:58:40,0.0001407,pareto front sorting
14:58:40,9.2e-06,starting 'fast non-dom sort
14:58:40,6.5e-06,fill domination containers
14:58:40,9.68e-05,finding first front
14:58:40,7.3e-06,sorting remaining fronts
14:58:40,0.0005776,kur.0.dv_pop.csvinitialized archives with 2 nondominated members
14:58:40,9e-06,ParetoObjectives::get_nsga2_pareto_dominance() for 2 population members
14:58:40,6.9e-06,ParetoObjectives::update() for  2 population members
14:58:40,6.4e-06,preparing fast-lookup containers
14:58:40,1.33e-05,checking for duplicate solutions
14:58:40,1.01e-05,calculating fitness
14:58:40,6.5e-06,get_spea_fitness
14:58:40,8.8e-06,fill domination containers
14:58:40,1.08e-05,pareto front sorting
14:58:40,6.1e-06,starting 'fast non-dom sort
14:58:40,6e-06,fill domination containers
14:58:40,7.5e-06,finding first front
14:58:40,6.4e-06,sorting remaining fronts
14:58:40,6.58e-05,ParetoObjectives::get_nsga2_pareto_dominance() for 2 population members
14:58:40,7.1e-06,ParetoObjectives::update() for  2 population members
14:58:40,6.2e-06,preparing fast-lookup containers
14:58:40,1.09e-05,checking for duplicate solutions
14:58:40,8.2e-06,calculating fitness
14:58:40,6.1e-06,get_spea_fitness
14:58:40,7.6e-06,fill domination containers
14:58:40,8.7e-06,pareto front sorting
14:58:40,6.1e-06,starting 'fast non-dom sort
14:58:40,6e-06,fill domination containers
14:58:40,7.4e-06,finding first front
14:58:40,6.2e-06,sorting remaining fronts
14:58:40,0.0008947,saved decision variable population of size 2 X 2 to 'kur.archive.dv_pop.csv'
14:58:40,0.0014709,saved generation-specific decision variable population of size 2 X 2 to 'kur.0.archive.dv_pop.csv'
14:58:40,0.0008797,saved observation population of size 2 X 4 to 'kur.archive.obs_pop.csv'
14:58:40,0.0008838,saved generation-specific observation population of size 2 X 4 to 'kur.0.archive.obs_pop.csv'
14:58:40,0.0001021,number of initial feasible solutions: 2
14:58:40,1.51e-05,initialization complete
