real_name,obj1,obj2
gen=16_member=300_pso,-8.94732,1.58354
gen=16_member=301_pso,-6.39316,9.68393
gen=16_member=302_pso,-9.12044,0.384308
gen=16_member=303_pso,-8.02632,-3.48686
gen=16_member=304_pso,-6.55735,3.16339
gen=16_member=305_pso,-6.84602,-0.72302
gen=16_member=306_pso,-7.5916,4.00708
gen=16_member=307_pso,-8.33882,-1.67417
gen=16_member=308_pso,-7.82538,-3.86459
gen=16_member=309_pso,-5.95458,4.44089
gen=16_member=310_pso,-8.49226,1.54378
gen=16_member=311_pso,-8.81303,-0.192134
gen=16_member=312_pso,-8.68547,2.39442
gen=16_member=313_pso,-8.27399,-1.97849
gen=16_member=314_pso,-8.05883,-3.29034
gen=16_member=315_pso,-6.90367,-4.06985
gen=16_member=316_pso,-7.62883,-3.79738
gen=16_member=317_pso,-6.13941,3.6371
gen=16_member=318_pso,-7.42639,-6.90576
gen=16_member=319_pso,-8.00856,-0.458993
