real_name,x1,x2
gen=6_member=104_pso,-0.0654747,0.20573
gen=10_member=187_pso,-1.09641,-1.10735
gen=13_member=258_pso,-1.1069,-0.975833
gen=13_member=250_pso,-0.766453,-0.997588
gen=9_member=163_pso,-1.09343,-0.808088
gen=11_member=206_pso,-0.873506,0.167622
gen=9_member=160_pso,-0.451344,0.166878
gen=10_member=195_pso,-0.937329,-0.134705
gen=13_member=248_pso,-0.263047,-0.0428617
gen=11_member=216_pso,-1.16231,-0.869831
gen=8_member=159_pso,0.0817162,-0.768195
gen=12_member=236_pso,-0.885661,-0.839147
gen=8_member=145_pso,-0.802517,-0.190182
gen=8_member=149_pso,0.257738,-0.696022
gen=11_member=218_pso,-0.684923,-0.89573
gen=11_member=208_pso,0.0711117,-0.575015
gen=9_member=174_pso,-0.501576,-0.0648284
gen=3_member=50_pso,-1.02623,-0.910077
gen=5_member=92_pso,0.0779713,-1.01133
gen=10_member=193_pso,-1.16337,0.150709
gen=12_member=229_pso,0.138106,-0.619985
gen=8_member=158_pso,-0.652721,-0.206216
gen=7_member=136_pso,0.048925,-0.982269
gen=10_member=182_pso,-1.13665,0.162664
gen=5_member=84_pso,-0.232689,0.0827937
gen=5_member=88_pso,0.0859139,-0.989349
