real_name,obj1,obj2
gen=5_member=80_pso,-7.48454,2.25799
gen=5_member=81_pso,-3.19432,13.6247
gen=5_member=82_pso,-7.17074,4.77191
gen=5_member=83_pso,-6.15644,4.06026
gen=5_member=84_pso,-9.51804,0.387588
gen=5_member=85_pso,-5.28359,7.9282
gen=5_member=86_pso,-8.53939,-1.07738
gen=5_member=87_pso,-6.06685,3.01185
gen=5_member=88_pso,-8.19866,-2.98486
gen=5_member=89_pso,-8.01974,6.25374
gen=5_member=90_pso,-5.70753,0.585663
gen=5_member=91_pso,-4.05775,10.6307
gen=5_member=92_pso,-8.16388,-3.15641
gen=5_member=93_pso,-6.54344,6.12854
gen=5_member=94_pso,-6.44838,-2.22983
gen=5_member=95_pso,-6.26416,1.09864
gen=5_member=96_pso,-8.01561,5.22558
gen=5_member=97_pso,-3.06874,4.63731
gen=5_member=98_pso,-4.49498,1.70005
gen=5_member=99_pso,-7.21777,-1.48224
