real_name,obj1,obj2
gen=6_member=104_pso,-9.5774,0.437328
gen=10_member=187_pso,-7.32228,-7.56678
gen=9_member=163_pso,-7.6191,-5.42776
gen=10_member=193_pso,-7.90873,-3.63412
gen=4_member=66_pso,-7.34526,-5.9411
gen=9_member=174_pso,-9.03798,0.0572297
gen=9_member=160_pso,-9.08245,0.332084
gen=8_member=158_pso,-8.72054,-0.422795
gen=5_member=84_pso,-9.51804,0.387588
gen=7_member=125_pso,-8.34995,-1.64224
gen=10_member=195_pso,-8.27462,-2.52926
gen=5_member=92_pso,-8.16388,-3.15641
gen=3_member=50_pso,-7.60083,-5.88521
gen=8_member=159_pso,-8.56838,-1.24243
gen=10_member=182_pso,-7.94814,-3.61055
gen=8_member=149_pso,-8.6205,-0.482197
gen=8_member=145_pso,-8.47937,-1.40143
gen=7_member=136_pso,-8.21439,-2.98467
gen=5_member=88_pso,-8.19866,-2.98486
