real_name,obj1,obj2
gen=10_member=180_pso,-7.93173,6.86798
gen=10_member=181_pso,-7.53182,6.20679
gen=10_member=182_pso,-7.94814,-3.61055
gen=10_member=183_pso,-8.18329,-2.32699
gen=10_member=184_pso,-3.91561,-0.307935
gen=10_member=185_pso,-4.73211,-1.88926
gen=10_member=186_pso,-9.00822,1.418
gen=10_member=187_pso,-7.32228,-7.56678
gen=10_member=188_pso,-8.21859,0.205802
gen=10_member=189_pso,-7.30403,-4.52597
gen=10_member=190_pso,-7.41349,-3.59833
gen=10_member=191_pso,-9.39534,0.650556
gen=10_member=192_pso,-8.21566,-0.353327
gen=10_member=193_pso,-7.90873,-3.63412
gen=10_member=194_pso,-8.00834,-3.06192
gen=10_member=195_pso,-8.27462,-2.52926
gen=10_member=196_pso,-7.95734,-0.407823
gen=10_member=197_pso,-6.56768,0.23124
gen=10_member=198_pso,-9.23615,0.824355
gen=10_member=199_pso,-4.59561,1.86596
