real_name,obj1,obj2
gen=6_member=104_pso,-9.5774,0.437328
gen=10_member=187_pso,-7.32228,-7.56678
gen=13_member=250_pso,-7.77551,-4.55731
gen=9_member=163_pso,-7.6191,-5.42776
gen=18_member=342_pso,-9.08886,0.114759
gen=13_member=248_pso,-9.48093,0.332658
gen=18_member=358_pso,-8.32441,-2.53189
gen=17_member=328_pso,-8.40794,-1.99134
gen=8_member=159_pso,-8.56838,-1.24243
gen=17_member=327_pso,-8.70467,-0.585543
gen=14_member=267_pso,-8.02471,-3.6519
gen=11_member=216_pso,-7.48002,-6.03585
gen=15_member=282_pso,-8.48213,-1.42344
gen=17_member=325_pso,-7.84761,-4.1053
gen=11_member=208_pso,-8.90583,-0.18014
gen=16_member=318_pso,-7.42639,-6.90576
gen=3_member=50_pso,-7.60083,-5.88521
gen=13_member=258_pso,-7.44438,-6.82588
gen=18_member=352_pso,-8.07185,-3.30207
gen=15_member=294_pso,-9.04776,0.0244449
gen=7_member=136_pso,-8.21439,-2.98467
gen=5_member=92_pso,-8.16388,-3.15641
gen=12_member=236_pso,-7.83477,-4.20982
gen=14_member=270_pso,-8.83312,-0.411148
gen=15_member=288_pso,-8.82014,-0.51499
gen=5_member=84_pso,-9.51804,0.387588
gen=5_member=88_pso,-8.19866,-2.98486
