real_name,obj1,obj2
gen=15_member=280_pso,-7.59316,-1.17552
gen=15_member=281_pso,-6.90565,-0.625267
gen=15_member=282_pso,-8.48213,-1.42344
gen=15_member=283_pso,-7.57845,-5.95214
gen=15_member=284_pso,-8.21441,-1.86417
gen=15_member=285_pso,-6.55044,-0.962395
gen=15_member=286_pso,-8.79336,1.82688
gen=15_member=287_pso,-8.44899,3.78083
gen=15_member=288_pso,-8.82014,-0.51499
gen=15_member=289_pso,-7.91738,-3.60685
gen=15_member=290_pso,-6.97622,-5.63882
gen=15_member=291_pso,-8.79962,0.776459
gen=15_member=292_pso,-7.42658,-0.727145
gen=15_member=293_pso,-8.36425,-1.41704
gen=15_member=294_pso,-9.04776,0.0244449
gen=15_member=295_pso,-9.12014,1.12118
gen=15_member=296_pso,-7.98834,2.56483
gen=15_member=297_pso,-7.54611,-1.04187
gen=15_member=298_pso,-8.49692,0.646614
gen=15_member=299_pso,-7.24949,-2.24142
