real_name,obj1,obj2,obj1_sd,obj2_sd
gen=73_member=591_pso,0.770348,0.498833,0.00328068,0.00287226
gen=73_member=592_pso,0.356145,0.963983,0.0302092,0.0177782
gen=73_member=593_pso,0.346415,0.842659,0.0033241,0.00341035
gen=73_member=594_pso,0.633791,0.692772,0.00566652,0.00608758
gen=73_member=595_pso,0.99055,0.1519,0.011818,0.0282301
gen=73_member=596_pso,0.791937,0.948831,0.234321,0.0754304
gen=73_member=597_pso,0.936623,0.257807,0.00445367,0.0054777
gen=73_member=598_pso,0.844031,0.335681,0.00363409,0.00317139
gen=73_member=599_pso,0.768306,0.49483,0.0134161,0.0142526
gen=73_member=600_pso,0.978235,0.122493,0.00686866,0.0141338
gen=73_member=601_pso,0.129731,0.932368,0.00481222,0.00438501
gen=73_member=602_pso,0.898498,0.212534,0.00333015,0.00253756
gen=73_member=603_pso,0.333596,0.851649,0.00488843,0.00496307
gen=73_member=604_pso,0.723855,0.972888,0.167733,0.0760796
gen=73_member=605_pso,0.49202,0.83362,0.0048051,0.0043817
gen=73_member=606_pso,0.357213,0.847975,0.0324627,0.0234122
gen=73_member=607_pso,0.871283,0.286257,0.00415158,0.00359713
gen=73_member=608_pso,0.0769246,0.950337,0.00355485,0.00407048
gen=73_member=609_pso,0.316241,1.00952,0.0317257,0.0115669
gen=73_member=610_pso,0.987562,0.0610659,0.00885414,0.012325
gen=73_member=611_pso,0.768436,0.589856,0.0263089,0.0272465
gen=73_member=612_pso,0.711883,0.548527,0.00309636,0.00269447
gen=73_member=613_pso,0.10805,0.992732,0.0115237,0.0073566
gen=73_member=614_pso,0.995955,0.999934,0.0134786,0.0114861
gen=73_member=615_pso,1.03435,0.947535,0.0288743,0.159548
gen=73_member=616_pso,0.80866,1.03238,0.149592,0.0568287
gen=73_member=617_pso,0.930882,1.02938,0.0804578,0.024944
gen=73_member=618_pso,0.886903,0.280144,0.00460896,0.00532688
gen=73_member=619_pso,0.790039,0.439703,0.00562271,0.00595918
gen=73_member=620_pso,0.49331,0.749373,0.00266833,0.0027949
