real_name,obj1,obj2,obj1_sd,obj2_sd
gen=68_member=441_pso,0.706387,0.552933,0.00287663,0.00247246
gen=68_member=442_pso,0.982074,0.0225057,0.0037236,0.00262954
gen=68_member=443_pso,1.15733,1.01032,0.252988,0.083379
gen=68_member=444_pso,0.798512,0.416124,0.00316252,0.00262916
gen=68_member=445_pso,0.421609,0.798628,0.0028829,0.00334192
gen=68_member=446_pso,0.517708,0.854053,0.0233398,0.019672
gen=68_member=447_pso,1.02152,1.00471,0.143447,0.0266106
gen=68_member=448_pso,0.676162,0.628703,0.00620847,0.00610889
gen=68_member=449_pso,1.18126,1.01481,0.278696,0.0917799
gen=68_member=450_pso,0.713232,0.550573,0.00311664,0.00280114
gen=68_member=451_pso,1.16537,1.13805,0.0705266,0.134621
gen=68_member=452_pso,0.734849,0.54498,0.00875315,0.00908603
gen=68_member=453_pso,0.967154,0.243694,0.00497679,0.00399846
gen=68_member=454_pso,0.917557,0.209602,0.00360016,0.00333487
gen=68_member=455_pso,0.793676,0.425444,0.00323367,0.00287336
gen=68_member=456_pso,0.85593,0.371704,0.00765402,0.0134116
gen=68_member=457_pso,0.348226,0.840703,0.00310448,0.00360476
gen=68_member=458_pso,0.989853,0.144513,0.0124364,0.0348654
gen=68_member=459_pso,1.00896,0.923494,0.0132089,0.0777791
gen=68_member=460_pso,0.963191,0.999478,0.0273276,0.010298
gen=68_member=461_pso,0.909489,0.993046,0.0411179,0.0213448
gen=68_member=462_pso,0.974673,0.965826,0.0467102,0.0877706
gen=68_member=463_pso,0.222597,0.903469,0.00454686,0.00348969
gen=68_member=464_pso,0.134476,0.947954,0.00559739,0.00476372
gen=68_member=465_pso,0.913125,0.254269,0.00392447,0.00345692
gen=68_member=466_pso,0.0915361,0.965757,0.00558517,0.00470978
gen=68_member=467_pso,0.86291,0.354602,0.00386996,0.00282833
gen=68_member=468_pso,0.558171,0.702074,0.00259691,0.00245229
gen=68_member=469_pso,0.622724,0.652621,0.00326438,0.00338338
gen=68_member=470_pso,0.929193,1.0371,0.149111,0.0388456
