real_name,obj1,obj2,obj1_sd,obj2_sd
gen=62_member=287_pso,0.279646,0.875827,0.00449088,0.00426124
gen=62_member=272_pso,0.442265,0.783674,0.00286783,0.00302201
gen=62_member=270_pso,0.67462,0.58844,0.00266318,0.00257463
gen=54_member=47_pso,0.816334,0.38452,0.00354309,0.00276189
gen=61_member=252_pso,0.98843,0.0197529,0.00441654,0.00369811
gen=61_member=246_pso,0.564466,1.05729,0.456695,0.146255
gen=61_member=244_pso,0.222331,0.922221,0.00936077,0.0068613
gen=54_member=46_pso,0.922836,0.154677,0.00377923,0.00299693
gen=60_member=225_pso,0.0146873,0.987004,0.00384701,0.00428528
gen=54_member=33_pso,0.629599,0.635891,0.0027502,0.00277856
gen=54_member=30_pso,0.88686,0.247983,0.00323395,0.00222185
gen=53_member=424_pso,0.536256,0.717053,0,0
gen=52_member=373_pso,0.13103,0.933284,0,0
gen=51_member=367_pso,0.65441,0.609303,0,0
gen=51_member=345_pso,0.709838,0.545336,0,0
gen=58_member=145_pso,0.0139338,0.988383,0.00432639,0.00429618
gen=58_member=142_pso,0.775849,0.453019,0.00327043,0.00280475
gen=57_member=140_pso,0.976407,0.0210842,0.00335621,0.0022885
gen=50_member=332_pso,0.613032,0.65091,0,0
gen=57_member=115_pso,0.938877,0.256985,0.0337132,0.0878884
gen=57_member=113_pso,0.592714,0.673441,0.00329726,0.00334055
gen=54_member=50_pso,0.715227,0.539791,0.0028144,0.00269788
gen=54_member=48_pso,0.0603117,0.956838,0.00293571,0.00352833
gen=62_member=265_pso,0.814193,0.391259,0.00340517,0.00269831
gen=61_member=234_pso,0.695007,0.567626,0.00291383,0.0028311
gen=59_member=176_pso,0.869853,0.290745,0.0041117,0.00384116
gen=59_member=172_pso,0.953249,0.0680327,0.00378184,0.00323428
gen=58_member=161_pso,0.34233,0.843997,0.00263459,0.00298436
gen=54_member=36_pso,0.654973,0.616805,0.00314372,0.00290628
gen=52_member=387_pso,0.451516,0.777215,0,0
