real_name,obj1,obj2
gen=80_member=1600_pso,1.04577,26.3645
gen=80_member=1601_pso,54.7126,5.78347
gen=80_member=1602_pso,9.36035,17.0488
gen=80_member=1603_pso,13.8575,20.2469
gen=80_member=1604_pso,29.6651,7.33584
gen=80_member=1605_pso,4.09245,5.49516
gen=80_member=1606_pso,2.17177,3.39312
gen=80_member=1607_pso,1.65421,21.7402
gen=80_member=1608_pso,32.2215,2.72702
gen=80_member=1609_pso,32.0775,13.2354
gen=80_member=1610_pso,2.7889,4.39397
gen=80_member=1611_pso,13.7084,0.0948194
gen=80_member=1612_pso,2.12084,3.44595
gen=80_member=1613_pso,14.5019,0.527594
gen=80_member=1614_pso,4.0161,6.89543
gen=80_member=1615_pso,17.4196,12.3595
gen=80_member=1616_pso,1.15455,27.5858
gen=80_member=1617_pso,10.0513,24.326
gen=80_member=1618_pso,41.1377,11.0335
gen=80_member=1619_pso,1.18187,27.776
