real_name,obj1,obj2
gen=94_member=1893_pso,15.2781,0.0119575
gen=78_member=1570_pso,1.00006,25.0445
gen=89_member=1789_pso,2.00017,21.0093
gen=28_member=579_pso,2.06742,3.12346
gen=94_member=1880_pso,1.17668,23.0982
gen=76_member=1522_pso,1.40294,22.2464
gen=86_member=1729_pso,7.25228,0.820717
gen=2_member=40_pso,8.82278,0.575241
gen=59_member=1190_pso,12.1386,0.193253
gen=59_member=1196_pso,11.5686,0.247639
gen=33_member=663_pso,8.34548,0.644523
gen=82_member=1652_pso,4.48896,1.43687
gen=52_member=1048_pso,6.75598,0.910229
gen=66_member=1327_pso,1.78667,21.4536
gen=24_member=499_pso,12.6029,0.152483
gen=57_member=1145_pso,11.1043,0.295343
gen=17_member=358_pso,6.13748,1.03206
gen=4_member=97_pso,1.00344,24.673
gen=10_member=217_pso,7.49849,0.778683
gen=71_member=1428_pso,9.6016,0.470718
gen=99_member=1994_pso,7.84006,0.722725
gen=16_member=331_pso,4.1344,1.54703
gen=73_member=1472_pso,5.88208,1.08625
gen=36_member=725_pso,8.24337,0.659904
gen=79_member=1597_pso,1.03295,24.0529
gen=68_member=1367_pso,6.48297,0.96248
gen=94_member=1896_pso,10.579,0.352941
gen=6_member=126_pso,9.42089,0.494083
gen=100_member=2007_pso,14.3672,0.03508
gen=26_member=526_pso,4.86404,1.33133
gen=93_member=1876_pso,13.2492,0.101588
gen=46_member=928_pso,8.99139,0.551749
gen=13_member=261_pso,5.58399,1.15281
gen=3_member=75_pso,7.94152,0.7066
gen=53_member=1075_pso,15.028,0.0165209
gen=46_member=926_pso,14.0821,0.0486344
gen=58_member=1160_pso,1.11786,23.3129
gen=80_member=1607_pso,1.65421,21.7402
gen=25_member=508_pso,9.85097,0.439311
gen=6_member=135_pso,4.97728,1.30133
gen=60_member=1211_pso,2.3885,2.44632
gen=82_member=1644_pso,13.0356,0.11979
gen=77_member=1551_pso,1.94289,21.3001
gen=6_member=139_pso,12.8577,0.131559
gen=55_member=1104_pso,3.30999,1.86134
gen=77_member=1544_pso,2.16494,2.74336
gen=4_member=99_pso,1.11178,23.5837
gen=50_member=1005_pso,3.4727,1.79071
gen=37_member=750_pso,4.64477,1.3918
gen=65_member=1307_pso,10.3215,0.382601
gen=83_member=1679_pso,1.46897,22.1986
gen=35_member=704_pso,5.38473,1.19951
gen=6_member=130_pso,10.9199,0.315117
gen=5_member=119_pso,5.14938,1.25721
gen=64_member=1284_pso,13.51,0.083258
gen=85_member=1705_pso,3.55249,1.75792
gen=7_member=144_pso,3.695,1.70201
gen=41_member=831_pso,7.41381,0.792973
gen=44_member=887_pso,5.21964,1.23968
gen=4_member=93_pso,2.09717,2.91448
gen=25_member=506_pso,2.23597,2.62648
gen=87_member=1749_pso,2.9737,2.02783
gen=75_member=1507_pso,2.30665,2.53499
gen=82_member=1645_pso,9.242,0.521039
gen=2_member=53_pso,15.2683,0.012879
gen=84_member=1682_pso,2.74376,2.16463
gen=10_member=215_pso,12.7395,0.141132
gen=63_member=1279_pso,1.51801,21.9506
gen=8_member=176_pso,11.9408,0.211595
gen=87_member=1755_pso,6.64482,0.931231
gen=79_member=1594_pso,13.1545,0.108579
gen=93_member=1865_pso,1.98188,21.2537
gen=22_member=444_pso,10.7184,0.337277
gen=19_member=395_pso,11.7361,0.231175
gen=47_member=956_pso,14.4591,0.0313998
gen=34_member=689_pso,9.15667,0.529195
gen=4_member=91_pso,11.9602,0.209775
gen=3_member=63_pso,2.82709,2.11225
gen=13_member=275_pso,2.51128,2.33471
gen=30_member=618_pso,10.073,0.412144
gen=21_member=432_pso,14.922,0.0202278
gen=82_member=1657_pso,1.05929,23.7392
gen=74_member=1497_pso,3.112,1.95545
gen=35_member=708_pso,13.6104,0.0765889
gen=29_member=584_pso,13.8231,0.0632515
gen=30_member=615_pso,4.60745,1.40243
gen=18_member=364_pso,2.62753,2.24448
gen=41_member=828_pso,11.7319,0.231587
gen=14_member=293_pso,6.03377,1.05377
gen=65_member=1316_pso,14.7014,0.0242127
gen=32_member=644_pso,5.98037,1.0651
gen=74_member=1485_pso,14.5731,0.0273914
gen=23_member=461_pso,5.46805,1.17975
gen=100_member=2016_pso,10.0189,0.418694
gen=56_member=1120_pso,1.001,24.8373
gen=95_member=1917_pso,1.61349,21.8731
gen=5_member=118_pso,13.9685,0.0548052
gen=62_member=1243_pso,1.0512,23.818
gen=81_member=1636_pso,1.038,23.98
gen=18_member=378_pso,10.2024,0.396654
gen=16_member=335_pso,10.7113,0.338065
gen=37_member=756_pso,4.03146,1.58129
gen=9_member=192_pso,2.07233,3.04342
gen=3_member=67_pso,12.6195,0.151086
gen=72_member=1451_pso,3.1971,1.91376
gen=59_member=1185_pso,1.56241,21.9347
gen=34_member=693_pso,6.54967,0.949503
gen=63_member=1271_pso,14.7951,0.021771
gen=59_member=1188_pso,3.85463,1.64293
gen=27_member=551_pso,14.6252,0.0257932
gen=20_member=415_pso,3.97628,1.60013
gen=54_member=1097_pso,14.8349,0.0206198
gen=5_member=106_pso,6.75342,0.910709
gen=34_member=694_pso,4.0995,1.55852
gen=61_member=1220_pso,1.00032,24.9532
gen=12_member=248_pso,9.92037,0.43074
gen=60_member=1207_pso,1.61828,21.7527
gen=4_member=87_pso,3.04964,1.98732
gen=77_member=1555_pso,3.7746,1.67211
gen=5_member=110_pso,3.22734,1.89941
gen=9_member=191_pso,5.52988,1.1653
gen=45_member=919_pso,7.9202,0.709971
gen=43_member=865_pso,10.3079,0.384195
gen=48_member=973_pso,11.0087,0.305535
gen=17_member=357_pso,13.5145,0.0829569
gen=76_member=1529_pso,2.80858,2.12358
gen=91_member=1839_pso,11.0942,0.296413
gen=39_member=791_pso,10.2204,0.394509
gen=24_member=490_pso,3.02271,2.00146
gen=1_member=35_pso,13.6956,0.0711109
gen=59_member=1193_pso,14.0316,0.0513279
gen=79_member=1598_pso,9.18504,0.52537
gen=43_member=871_pso,3.9221,1.61897
gen=90_member=1801_pso,2.51911,2.32823
gen=88_member=1761_pso,10.9835,0.308237
gen=96_member=1931_pso,3.81035,1.65898
gen=13_member=272_pso,9.90806,0.432255
gen=28_member=577_pso,6.52059,0.955144
gen=20_member=412_pso,2.56532,2.29125
gen=61_member=1222_pso,13.7909,0.0651987
gen=25_member=517_pso,3.9232,1.61859
gen=33_member=665_pso,5.56605,1.15693
gen=72_member=1441_pso,13.7466,0.0679169
gen=11_member=233_pso,2.57697,2.28225
gen=22_member=446_pso,13.9943,0.0533715
gen=47_member=955_pso,2.60751,2.25918
gen=33_member=675_pso,13.7004,0.0708118
gen=11_member=226_pso,2.06754,3.11648
gen=82_member=1659_pso,13.7582,0.0672016
gen=46_member=925_pso,3.7901,1.6664
gen=34_member=691_pso,3.22179,1.90203
gen=81_member=1626_pso,2.61472,2.25386
gen=26_member=533_pso,10.9941,0.3071
gen=69_member=1393_pso,13.9773,0.0543134
gen=5_member=108_pso,2.81948,2.11689
gen=6_member=132_pso,10.2145,0.395215
gen=26_member=536_pso,2.56812,2.28908
