real_name,obj1,obj2
gen=40_member=800_pso,7.62307,19.1934
gen=40_member=801_pso,2.51911,2.32823
gen=40_member=802_pso,10.5938,16.2984
gen=40_member=803_pso,1.65336,21.7838
gen=40_member=804_pso,6.28789,1.00216
gen=40_member=805_pso,5.59096,6.63399
gen=40_member=806_pso,15.9782,0.0648684
gen=40_member=807_pso,9.49993,54.0041
gen=40_member=808_pso,2.64197,2.23407
gen=40_member=809_pso,5.42229,33.8932
gen=40_member=810_pso,8.7559,9.88169
gen=40_member=811_pso,14.7655,0.0223253
gen=40_member=812_pso,5.35348,36.4928
gen=40_member=813_pso,14.8423,19.1044
gen=40_member=814_pso,6.85619,0.891609
gen=40_member=815_pso,25.2767,16.4892
gen=40_member=816_pso,1.72774,21.9081
gen=40_member=817_pso,3.98526,5.41252
gen=40_member=818_pso,1.19062,23.6286
gen=40_member=819_pso,15.5552,0.131986
