real_name,obj1,obj2
gen=2_member=53_pso,15.2683,0.012879
gen=4_member=97_pso,1.00344,24.673
gen=40_member=803_pso,1.65336,21.7838
gen=28_member=579_pso,2.06742,3.12346
gen=6_member=137_pso,1.54124,22.0329
gen=34_member=697_pso,1.12362,23.3511
gen=10_member=217_pso,7.49849,0.778683
gen=5_member=106_pso,6.75342,0.910709
gen=19_member=395_pso,11.7361,0.231175
gen=4_member=99_pso,1.11178,23.5837
gen=2_member=40_pso,8.82278,0.575241
gen=27_member=551_pso,14.6252,0.0257932
gen=26_member=533_pso,10.9941,0.3071
gen=7_member=144_pso,3.695,1.70201
gen=3_member=75_pso,7.94152,0.7066
gen=6_member=139_pso,12.8577,0.131559
gen=17_member=357_pso,13.5145,0.0829569
gen=25_member=506_pso,2.23597,2.62648
gen=6_member=126_pso,9.42089,0.494083
gen=4_member=91_pso,11.9602,0.209775
gen=24_member=499_pso,12.6029,0.152483
gen=22_member=446_pso,13.9943,0.0533715
gen=34_member=689_pso,9.15667,0.529195
gen=33_member=663_pso,8.34548,0.644523
gen=30_member=615_pso,4.60745,1.40243
gen=16_member=331_pso,4.1344,1.54703
gen=5_member=110_pso,3.22734,1.89941
gen=17_member=358_pso,6.13748,1.03206
gen=16_member=335_pso,10.7113,0.338065
gen=39_member=791_pso,10.2204,0.394509
gen=25_member=508_pso,9.85097,0.439311
gen=32_member=644_pso,5.98037,1.0651
gen=13_member=261_pso,5.58399,1.15281
gen=5_member=119_pso,5.14938,1.25721
gen=28_member=577_pso,6.52059,0.955144
gen=13_member=275_pso,2.51128,2.33471
gen=36_member=725_pso,8.24337,0.659904
gen=21_member=432_pso,14.922,0.0202278
gen=4_member=93_pso,2.09717,2.91448
gen=26_member=526_pso,4.86404,1.33133
gen=35_member=704_pso,5.38473,1.19951
gen=25_member=517_pso,3.9232,1.61859
gen=18_member=364_pso,2.62753,2.24448
gen=6_member=135_pso,4.97728,1.30133
gen=30_member=618_pso,10.073,0.412144
gen=11_member=228_pso,14.8517,0.0209049
gen=37_member=750_pso,4.64477,1.3918
gen=24_member=490_pso,3.02271,2.00146
gen=6_member=130_pso,10.9199,0.315117
gen=29_member=584_pso,13.8231,0.0632515
gen=5_member=108_pso,2.81948,2.11689
gen=3_member=63_pso,2.82709,2.11225
gen=34_member=693_pso,6.54967,0.949503
gen=4_member=87_pso,3.04964,1.98732
gen=10_member=215_pso,12.7395,0.141132
gen=8_member=176_pso,11.9408,0.211595
gen=34_member=691_pso,3.22179,1.90203
gen=22_member=444_pso,10.7184,0.337277
gen=35_member=708_pso,13.6104,0.0765889
gen=5_member=118_pso,13.9685,0.0548052
gen=12_member=248_pso,9.92037,0.43074
gen=14_member=293_pso,6.03377,1.05377
gen=23_member=461_pso,5.46805,1.17975
gen=18_member=378_pso,10.2024,0.396654
gen=37_member=756_pso,4.03146,1.58129
gen=9_member=192_pso,2.07233,3.04342
gen=3_member=67_pso,12.6195,0.151086
gen=33_member=675_pso,13.7004,0.0708118
gen=20_member=415_pso,3.97628,1.60013
gen=34_member=694_pso,4.0995,1.55852
gen=9_member=191_pso,5.52988,1.1653
gen=1_member=35_pso,13.6956,0.0711109
gen=11_member=233_pso,2.57697,2.28225
gen=5_member=101_pso,2.51911,2.32823
gen=13_member=272_pso,9.90806,0.432255
gen=20_member=412_pso,2.56532,2.29125
gen=33_member=665_pso,5.56605,1.15693
gen=11_member=226_pso,2.06754,3.11648
gen=6_member=132_pso,10.2145,0.395215
gen=26_member=536_pso,2.56812,2.28908
