real_name,obj1,obj2
gen=8_member=857_pso,0.000166105,0.980739
gen=20_member=2045_pso,0.981462,5.72995e-05
gen=10_member=1065_pso,0.955197,0.0557224
gen=13_member=1340_pso,0.945065,0.0974868
gen=12_member=1258_pso,0.882477,0.25038
gen=7_member=763_pso,0.894314,0.221945
gen=16_member=1689_pso,0.307693,0.856622
gen=18_member=1882_pso,0.960662,0.039781
gen=15_member=1538_pso,0.907144,0.194067
gen=20_member=2024_pso,0.914843,0.171792
gen=13_member=1390_pso,0.160099,0.921929
gen=20_member=2073_pso,0.641548,0.623713
gen=13_member=1397_pso,0.224123,0.896611
gen=15_member=1573_pso,0.423159,0.796322
gen=20_member=2091_pso,0.77991,0.447244
gen=15_member=1588_pso,0.588428,0.673417
gen=13_member=1315_pso,0.357403,0.83368
gen=11_member=1156_pso,0.829199,0.367039
gen=9_member=935_pso,0.0483937,0.960911
gen=19_member=1998_pso,0.938236,0.108335
gen=17_member=1794_pso,0.600671,0.665225
gen=17_member=1752_pso,0.71621,0.538791
gen=15_member=1565_pso,0.242547,0.886447
gen=8_member=830_pso,0.875175,0.269327
gen=15_member=1547_pso,0.272109,0.872994
gen=15_member=1592_pso,0.969836,0.0188688
gen=17_member=1713_pso,0.411153,0.804645
gen=13_member=1308_pso,0.253025,0.881316
gen=12_member=1273_pso,0.937337,0.134376
gen=11_member=1177_pso,0.396133,0.812421
gen=11_member=1107_pso,0.629079,0.642648
gen=17_member=1790_pso,0.772023,0.462322
gen=16_member=1696_pso,0.326519,0.851281
gen=14_member=1418_pso,0.900365,0.206831
gen=10_member=1069_pso,0.836655,0.349521
gen=17_member=1731_pso,0.375705,0.823525
gen=12_member=1271_pso,0.61306,0.653486
gen=18_member=1899_pso,0.678686,0.59044
gen=9_member=906_pso,0.749206,0.497051
gen=17_member=1730_pso,0.789036,0.432794
gen=20_member=2055_pso,0.809891,0.402945
gen=3_member=384_pso,0.740329,0.507468
gen=18_member=1854_pso,0.659861,0.603298
gen=10_member=1059_pso,0.756425,0.483549
gen=18_member=1806_pso,0.65063,0.616703
gen=16_member=1630_pso,0.0672563,0.952581
gen=16_member=1603_pso,0.021485,0.968289
gen=9_member=979_pso,0.577965,0.688063
gen=11_member=1119_pso,0.199821,0.903131
gen=14_member=1409_pso,0.763523,0.472585
gen=16_member=1649_pso,0.467076,0.768075
gen=15_member=1555_pso,0.870161,0.282222
gen=18_member=1848_pso,0.182021,0.910348
gen=7_member=760_pso,0.438784,0.785712
gen=8_member=893_pso,0.841486,0.338644
gen=17_member=1762_pso,0.288881,0.865447
gen=19_member=1904_pso,0.816366,0.387827
gen=18_member=1864_pso,0.730697,0.521808
gen=17_member=1795_pso,0.113953,0.936702
gen=20_member=2060_pso,0.802628,0.413991
gen=17_member=1773_pso,0.0331123,0.963105
gen=19_member=1996_pso,0.698917,0.564251
gen=9_member=922_pso,0.00906018,0.976754
gen=14_member=1467_pso,0.560286,0.700248
gen=13_member=1380_pso,0.48063,0.757946
gen=15_member=1558_pso,0.820748,0.378624
gen=3_member=347_pso,0.174076,0.913622
gen=17_member=1782_pso,0.796982,0.424334
gen=14_member=1457_pso,0.499069,0.751726
gen=6_member=619_pso,0.0970801,0.940803
gen=20_member=2071_pso,0.672917,0.599408
gen=14_member=1484_pso,0.383997,0.819804
gen=11_member=1183_pso,0.335915,0.843172
gen=6_member=689_pso,0.344904,0.838221
gen=18_member=1855_pso,0.0749962,0.948787
gen=10_member=1052_pso,0.208705,0.899716
gen=20_member=2068_pso,0.927112,0.139969
gen=19_member=1958_pso,0.863221,0.293654
gen=17_member=1734_pso,0.0914884,0.945935
gen=20_member=2075_pso,0.973706,0.00938018
