real_name,obj1,obj2
gen=63_member=6304_pso,0.00013369,0.982124
gen=20_member=2045_pso,0.981462,5.72995e-05
gen=71_member=7195_pso,0.66056,0.602765
gen=57_member=5790_pso,0.923991,0.144282
gen=79_member=7972_pso,0.390863,0.813536
gen=77_member=7735_pso,0.599577,0.663972
gen=71_member=7159_pso,0.333842,0.843919
gen=73_member=7302_pso,0.946471,0.0822615
gen=43_member=4390_pso,0.431223,0.79011
gen=69_member=6995_pso,0.879451,0.25772
gen=75_member=7549_pso,0.0829226,0.945667
gen=80_member=8040_pso,0.279185,0.870805
gen=62_member=6215_pso,0.318407,0.854415
gen=76_member=7623_pso,0.017635,0.973671
gen=77_member=7749_pso,0.101971,0.939019
gen=72_member=7203_pso,0.263535,0.878985
gen=67_member=6720_pso,0.953881,0.0638106
gen=72_member=7280_pso,0.188992,0.907332
gen=79_member=7989_pso,0.917654,0.16411
gen=64_member=6460_pso,0.248418,0.883554
gen=71_member=7187_pso,0.464848,0.768653
gen=79_member=7946_pso,0.850426,0.322233
gen=55_member=5575_pso,0.902247,0.202212
gen=74_member=7418_pso,0.559478,0.698269
gen=62_member=6267_pso,0.648466,0.615469
gen=72_member=7286_pso,0.735323,0.512047
gen=79_member=7948_pso,0.966437,0.0245475
gen=65_member=6522_pso,0.872762,0.273065
gen=72_member=7233_pso,0.547092,0.710096
gen=80_member=8062_pso,0.627697,0.641347
gen=76_member=7608_pso,0.857021,0.306914
gen=71_member=7157_pso,0.973258,0.00962555
gen=67_member=6781_pso,0.173152,0.914035
gen=78_member=7822_pso,0.116837,0.935847
gen=71_member=7140_pso,0.142946,0.925259
gen=74_member=7415_pso,0.940789,0.0974996
gen=78_member=7825_pso,0.477507,0.760437
gen=71_member=7176_pso,0.408212,0.803756
gen=76_member=7686_pso,0.58551,0.676273
gen=79_member=7921_pso,0.799959,0.419168
gen=70_member=7010_pso,0.760258,0.476907
gen=66_member=6664_pso,0.907309,0.189243
gen=74_member=7432_pso,0.794663,0.434618
gen=74_member=7431_pso,0.130856,0.929025
gen=77_member=7776_pso,0.414995,0.79975
gen=80_member=8080_pso,0.294173,0.864653
gen=58_member=5862_pso,0.569226,0.690775
gen=74_member=7483_pso,0.37583,0.822785
gen=47_member=4730_pso,0.81368,0.390636
gen=77_member=7730_pso,0.726313,0.527316
gen=79_member=7961_pso,0.912527,0.175358
gen=62_member=6212_pso,0.688236,0.572987
gen=76_member=7681_pso,0.0287385,0.965892
gen=75_member=7526_pso,0.699601,0.558457
gen=73_member=7396_pso,0.0691767,0.95158
gen=76_member=7659_pso,0.50742,0.740455
gen=66_member=6663_pso,0.306393,0.861436
gen=79_member=7917_pso,0.961287,0.0381414
gen=75_member=7504_pso,0.348566,0.837744
gen=76_member=7675_pso,0.821872,0.380783
gen=73_member=7308_pso,0.836636,0.348126
gen=76_member=7606_pso,0.611355,0.654927
gen=79_member=7969_pso,0.20393,0.901523
gen=45_member=4556_pso,0.957119,0.0495271
gen=71_member=7115_pso,0.753732,0.487894
gen=79_member=7990_pso,0.895526,0.219275
gen=77_member=7726_pso,0.495063,0.748152
gen=74_member=7459_pso,0.936089,0.110243
gen=51_member=5111_pso,0.867644,0.285725
gen=74_member=7477_pso,0.862625,0.294897
gen=44_member=4438_pso,0.831005,0.358879
gen=70_member=7088_pso,0.886806,0.241437
gen=80_member=8066_pso,0.931961,0.124071
gen=78_member=7875_pso,0.825947,0.368969
gen=74_member=7464_pso,0.579348,0.681565
gen=65_member=6551_pso,0.674744,0.587338
gen=65_member=6566_pso,0.768169,0.465095
gen=76_member=7612_pso,0.636611,0.627689
gen=74_member=7468_pso,0.356702,0.832637
gen=62_member=6282_pso,0.538929,0.71752
