real_name,obj1,obj2
gen=20_member=2000_pso,0.138702,0.927021
gen=20_member=2001_pso,0.975372,0.0644799
gen=20_member=2002_pso,0.624126,0.651211
gen=20_member=2003_pso,0.987195,0.0147024
gen=20_member=2004_pso,0.135736,0.931754
gen=20_member=2005_pso,0.0532902,0.978758
gen=20_member=2006_pso,0.380247,0.88782
gen=20_member=2007_pso,0.891527,0.349874
gen=20_member=2008_pso,0.509671,0.753946
gen=20_member=2009_pso,0.0862238,0.986423
gen=20_member=2010_pso,0.677119,0.668579
gen=20_member=2011_pso,0.261385,0.882586
gen=20_member=2012_pso,0.967831,0.0314091
gen=20_member=2013_pso,0.935941,0.235638
gen=20_member=2014_pso,0.747545,0.542364
gen=20_member=2015_pso,0.097891,0.984027
gen=20_member=2016_pso,0.702751,0.59237
gen=20_member=2017_pso,0.871615,0.306585
gen=20_member=2018_pso,0.389573,0.9253
gen=20_member=2019_pso,0.886903,0.325014
gen=20_member=2020_pso,0.181259,0.921192
gen=20_member=2021_pso,0.263805,0.96166
gen=20_member=2022_pso,0.968239,0.0213203
gen=20_member=2023_pso,0.0403041,0.984983
gen=20_member=2024_pso,0.914843,0.171792
gen=20_member=2025_pso,0.807103,0.994792
gen=20_member=2026_pso,0.674712,0.606253
gen=20_member=2027_pso,0.733948,0.521629
gen=20_member=2028_pso,0.990419,0.114723
gen=20_member=2029_pso,0.924959,0.462577
gen=20_member=2030_pso,0.841953,0.374277
gen=20_member=2031_pso,0.16363,0.996911
gen=20_member=2032_pso,0.880766,0.475618
gen=20_member=2033_pso,0.463632,0.770756
gen=20_member=2034_pso,0.995257,0.42735
gen=20_member=2035_pso,0.145484,0.928199
gen=20_member=2036_pso,0.703784,0.553353
gen=20_member=2037_pso,0.797772,0.431157
gen=20_member=2038_pso,0.899304,0.294855
gen=20_member=2039_pso,0.0544761,0.971441
gen=20_member=2040_pso,0.376253,0.999264
gen=20_member=2041_pso,0.9229,0.663888
gen=20_member=2042_pso,0.969545,0.0376806
gen=20_member=2043_pso,0.842181,0.349219
gen=20_member=2044_pso,0.505984,0.747204
gen=20_member=2045_pso,0.981462,5.72995e-05
gen=20_member=2046_pso,0.41165,0.802776
gen=20_member=2047_pso,0.161179,0.996646
gen=20_member=2048_pso,0.80125,0.435196
gen=20_member=2049_pso,0.310112,0.921755
gen=20_member=2050_pso,0.545909,0.709305
gen=20_member=2051_pso,0.869788,0.579834
gen=20_member=2052_pso,0.946284,0.0829793
gen=20_member=2053_pso,0.0203431,0.980316
gen=20_member=2054_pso,0.564384,0.739669
gen=20_member=2055_pso,0.809891,0.402945
gen=20_member=2056_pso,0.349006,0.998176
gen=20_member=2057_pso,0.75713,0.495685
gen=20_member=2058_pso,0.996114,0.410904
gen=20_member=2059_pso,0.951776,0.0698658
gen=20_member=2060_pso,0.802628,0.413991
gen=20_member=2061_pso,0.475517,0.797033
gen=20_member=2062_pso,0.385119,0.928475
gen=20_member=2063_pso,0.46406,0.77484
gen=20_member=2064_pso,0.783867,0.441053
gen=20_member=2065_pso,0.324679,0.993741
gen=20_member=2066_pso,0.839092,0.380659
gen=20_member=2067_pso,0.993329,0.679923
gen=20_member=2068_pso,0.927112,0.139969
gen=20_member=2069_pso,0.860301,0.390265
gen=20_member=2070_pso,0.568403,0.690933
gen=20_member=2071_pso,0.672917,0.599408
gen=20_member=2072_pso,0.707361,0.577819
gen=20_member=2073_pso,0.641548,0.623713
gen=20_member=2074_pso,0.81153,0.404701
gen=20_member=2075_pso,0.973706,0.00938018
gen=20_member=2076_pso,0.460092,0.777147
gen=20_member=2077_pso,0.903144,0.20335
gen=20_member=2078_pso,0.689316,0.575549
gen=20_member=2079_pso,0.951591,0.418937
gen=20_member=2080_pso,0.145537,0.960842
gen=20_member=2081_pso,0.619508,0.654111
gen=20_member=2082_pso,0.995152,0.108937
gen=20_member=2083_pso,0.626339,0.693901
gen=20_member=2084_pso,0.592323,0.670686
gen=20_member=2085_pso,0.48607,0.776061
gen=20_member=2086_pso,0.739355,0.638973
gen=20_member=2087_pso,0.851577,0.32185
gen=20_member=2088_pso,0.0830567,0.994818
gen=20_member=2089_pso,0.952784,0.0894283
gen=20_member=2090_pso,0.918924,0.185568
gen=20_member=2091_pso,0.77991,0.447244
gen=20_member=2092_pso,0.909191,0.234609
gen=20_member=2093_pso,0.538628,0.722739
gen=20_member=2094_pso,0.529398,0.729813
gen=20_member=2095_pso,0.469174,0.797314
gen=20_member=2096_pso,0.92881,0.257092
gen=20_member=2097_pso,0.998808,0.300498
gen=20_member=2098_pso,0.544602,0.712599
gen=20_member=2099_pso,0.708463,0.557895
