real_name,obj1,obj2
gen=0_member=0,0.999996,0.997942
gen=0_member=1,1,0.99999
gen=0_member=2,1,0.999491
gen=0_member=3,0.987479,0.999995
gen=0_member=4,1,0.999994
gen=0_member=5,0.999488,0.99993
gen=0_member=6,0.961909,0.999973
gen=0_member=7,0.998818,1
gen=0_member=8,0.999986,1
gen=0_member=9,0.999997,1
gen=0_member=10,1,0.999999
gen=0_member=11,0.919617,0.894383
gen=0_member=12,1,0.989803
gen=0_member=13,1,0.999997
gen=0_member=14,0.999896,1
gen=0_member=15,0.767482,0.841228
gen=0_member=16,1,0.999999
gen=0_member=17,1,1
gen=0_member=18,0.987287,0.00797594
gen=0_member=19,0.112516,0.994248
gen=0_member=20,0.992668,0.999988
gen=0_member=21,0.999998,0.998926
gen=0_member=22,1,1
gen=0_member=23,1,1
gen=0_member=24,1,0.978231
gen=0_member=25,0.949181,0.316176
gen=0_member=26,1,0.999764
gen=0_member=27,0.999983,0.999621
gen=0_member=28,0.999866,1
gen=0_member=29,0.586731,0.999106
gen=0_member=30,1,0.999659
gen=0_member=31,0.96245,0.999996
gen=0_member=32,1,0.99547
gen=0_member=33,1,1
gen=0_member=34,0.894407,0.306063
gen=0_member=35,0.998499,0.474289
gen=0_member=36,0.745688,0.510552
gen=0_member=37,1,0.999946
gen=0_member=38,1,1
gen=0_member=39,0.233688,0.895135
gen=0_member=40,0.999932,0.700698
gen=0_member=41,1,1
gen=0_member=42,1,1
gen=0_member=43,0.999567,1
gen=0_member=44,0.999851,1
gen=0_member=45,0.991988,0.999998
gen=0_member=46,0.896242,0.999971
gen=0_member=47,0.999979,0.999896
gen=0_member=48,0.99794,0.983129
gen=0_member=49,0.99075,0.6993
gen=0_member=50,0.146595,0.967403
gen=0_member=51,0.999903,0.997337
gen=0_member=52,1,0.999586
gen=0_member=53,0.999999,1
gen=0_member=54,1,0.999996
gen=0_member=55,1,0.999683
gen=0_member=56,0.998959,0.995518
gen=0_member=57,0.990544,0.999973
gen=0_member=58,0.94037,0.998267
gen=0_member=59,0.863937,0.999987
gen=0_member=60,1,0.999999
gen=0_member=61,0.998688,0.882208
gen=0_member=62,1,1
gen=0_member=63,0.999953,0.738001
gen=0_member=64,0.999228,0.99995
gen=0_member=65,1,0.999999
gen=0_member=66,0.999999,1
gen=0_member=67,1,1
gen=0_member=68,0.971106,0.966154
gen=0_member=69,0.999894,1
gen=0_member=70,1,1
gen=0_member=71,1,0.999791
gen=0_member=72,0.999951,0.734619
gen=0_member=73,1,0.999895
gen=0_member=74,1,1
gen=0_member=75,0.996589,0.999897
gen=0_member=76,0.957002,0.999999
gen=0_member=77,0.987372,0.171347
gen=0_member=78,0.471584,0.800687
gen=0_member=79,1,0.99997
gen=0_member=80,0.999999,1
gen=0_member=81,0.999985,1
gen=0_member=82,0.999409,0.502907
gen=0_member=83,0.999999,1
gen=0_member=84,0.752655,0.999958
gen=0_member=85,0.999122,1
gen=0_member=86,0.999998,0.999078
gen=0_member=87,1,1
gen=0_member=88,1,0.999995
gen=0_member=89,0.999999,0.960768
gen=0_member=90,0.999997,1
gen=0_member=91,0.999874,1
gen=0_member=92,1,0.999995
gen=0_member=93,0.999976,0.819521
gen=0_member=94,1,1
gen=0_member=95,1,1
gen=0_member=96,1,0.999381
gen=0_member=97,0.999983,0.999924
gen=0_member=98,0.98591,0.999921
gen=0_member=99,1,0.999927
