real_name,obj1,obj2,obj1_sd,obj2_sd
gen=72_member=333_pso,-5.83862,2.98755,0.0389869,4.54618
gen=72_member=334_pso,-9.76337,0.206465,0.0601975,0.0483808
gen=72_member=335_pso,-5.32682,15.6064,0.0829071,4.97472
gen=72_member=336_pso,-6.0463,2.81755,0.0397922,4.51702
gen=72_member=337_pso,-3.38112,2.5658,0.438766,1.73446
gen=72_member=338_pso,-5.23537,-0.596981,0.0885782,6.09766
gen=72_member=339_pso,-6.9509,0.972112,0.0323916,3.20596
gen=72_member=340_pso,-3.51762,0.355084,3.56907,4.46543
gen=72_member=341_pso,-4.43857,1.94994,2.82153,4.21511
gen=72_member=342_pso,-4.01229,0.798189,2.66151,4.49747
gen=72_member=343_pso,-8.34136,0.394343,0.108631,1.32794
gen=72_member=344_pso,-8.84493,1.80581,0.170151,0.351734
gen=72_member=345_pso,-6.876,1.19511,0.0338718,2.85186
gen=72_member=346_pso,-8.0011,-0.9845,0.0664079,2.51527
gen=72_member=347_pso,-7.91185,3.16163,0.199254,0.782188
gen=72_member=348_pso,-6.92841,3.91125,0.0399206,4.22747
gen=72_member=349_pso,-9.4082,0.456712,0.0620814,0.0803536
gen=72_member=350_pso,-2.82787,2.49048,2.44912,4.50716
gen=72_member=351_pso,-8.30116,-1.70539,0.145161,0.585599
gen=72_member=352_pso,-9.60798,0.449515,0.0658779,0.0745345
gen=72_member=353_pso,-8.23119,-2.00808,0.0372883,0.163901
gen=72_member=354_pso,-9.28157,0.308456,0.0472344,0.0637839
gen=72_member=355_pso,-8.17045,5.25523,0.214797,2.65427
gen=72_member=356_pso,-8.95746,0.427593,0.0739419,0.0966056
gen=72_member=357_pso,-6.05471,2.07052,0.0454958,4.14031
gen=72_member=358_pso,-3.0191,1.17314,2.51221,4.04613
gen=72_member=359_pso,-7.28683,1.38123,0.053593,3.56251
gen=72_member=360_pso,-8.26064,1.97039,0.0499317,0.0732138
gen=72_member=361_pso,-7.77043,-0.868632,0.040148,2.46709
gen=72_member=362_pso,-8.7357,0.844381,0.159366,0.723269
