real_name,obj1,obj2,obj1_sd,obj2_sd
gen=61_member=3_pso,-5.3325,1.7401,0.0461702,4.52317
gen=61_member=4_pso,-3.32365,2.72387,0.391823,1.81042
gen=61_member=5_pso,-5.62337,4.05043,0.0625326,4.3688
gen=61_member=6_pso,-4.26184,8.65704,0.0989079,6.22935
gen=61_member=7_pso,-6.58804,9.18504,0.055902,2.35844
gen=61_member=8_pso,-5.83596,8.2644,0.572196,1.48017
gen=61_member=9_pso,-3.6613,4.97822,1.61397,4.02328
gen=61_member=10_pso,-8.81879,0.553546,0.131313,0.464555
gen=61_member=11_pso,-6.58655,1.07683,0.0326963,3.97992
gen=61_member=12_pso,-6.71503,-0.0406105,0.492865,2.78156
gen=61_member=13_pso,-2.97705,2.98419,2.24897,4.44555
gen=61_member=14_pso,-3.77833,3.51518,0.0622477,6.16693
gen=61_member=15_pso,-8.30939,-0.811131,0.0423652,1.94752
gen=61_member=16_pso,-6.89532,9.44955,0.141879,1.5269
gen=61_member=17_pso,-2.22555,0.934932,3.9361,5.73761
gen=61_member=18_pso,-6.09041,1.04463,0.112037,4.32067
gen=61_member=19_pso,-5.25297,-0.55383,0.0870318,6.03954
gen=61_member=20_pso,-5.10019,2.35706,0.0459786,4.1455
gen=61_member=21_pso,-7.6427,0.371285,0.0341819,2.92097
gen=61_member=22_pso,-5.64934,0.87396,0.0660248,3.83672
gen=61_member=23_pso,-4.77366,9.14297,0.117788,5.3776
gen=61_member=24_pso,-4.20725,2.32699,0.0418229,4.96957
gen=61_member=25_pso,-3.59279,3.55661,0.0384446,4.76095
gen=61_member=26_pso,-3.71635,1.8962,0.0765608,5.48726
gen=61_member=27_pso,-8.09558,-1.71228,0.0987559,1.93649
gen=61_member=28_pso,-5.21561,11.4762,0.0513047,5.03573
gen=61_member=29_pso,-7.15631,3.88214,1.21583,4.03737
gen=61_member=30_pso,-9.45546,0.314036,0.053344,0.0405693
gen=61_member=31_pso,-5.09369,2.99062,0.10503,4.48064
gen=61_member=32_pso,-8.3943,3.44761,0.0692375,0.353357
