real_name,obj1,obj2,obj1_sd,obj2_sd
gen=77_member=483_pso,-9.48193,0.600468,0.0620316,0.044697
gen=77_member=484_pso,-5.39133,10.4543,0.0667619,4.76855
gen=77_member=485_pso,-4.4977,4.31742,0.0557474,3.5761
gen=77_member=486_pso,-9.03521,0.288872,0.0832032,0.153495
gen=77_member=487_pso,-9.45947,0.412051,0.0497542,0.0617887
gen=77_member=488_pso,-7.3567,-0.244696,0.039884,2.55221
gen=77_member=489_pso,-5.71528,0.275839,0.0678755,3.06816
gen=77_member=490_pso,-7.54589,0.531741,0.0385868,2.90696
gen=77_member=491_pso,-7.12383,1.75842,0.0385267,2.7626
gen=77_member=492_pso,-8.51427,-0.992349,0.0343015,2.17945
gen=77_member=493_pso,-9.19526,0.478234,0.0684382,0.0617149
gen=77_member=494_pso,-8.6207,-0.062867,0.138566,0.578513
gen=77_member=495_pso,-9.75189,0.267994,0.0592422,0.0827051
gen=77_member=496_pso,-3.56966,1.97968,0.449041,1.67331
gen=77_member=497_pso,-3.33939,4.84461,1.9179,4.41485
gen=77_member=498_pso,-7.96979,-1.2508,0.141609,0.175179
gen=77_member=499_pso,-8.78427,2.10807,0.168301,0.208968
gen=77_member=500_pso,-7.94552,-0.798932,0.1052,0.278474
gen=77_member=501_pso,-9.68011,0.324075,0.0506268,0.0547354
gen=77_member=502_pso,-8.07698,-1.53152,0.0387537,1.87828
gen=77_member=503_pso,-5.7961,1.96385,0.0462197,3.87887
gen=77_member=504_pso,-5.15178,0.77181,3.12217,3.70862
gen=77_member=505_pso,-5.32872,8.703,0.661491,2.06214
gen=77_member=506_pso,-7.18277,-1.50522,0.0459736,3.08587
gen=77_member=507_pso,-8.16023,-1.8064,0.0533516,1.72342
gen=77_member=508_pso,-9.43483,0.497262,0.0850177,0.141424
gen=77_member=509_pso,-6.6216,0.195976,0.297065,3.46747
gen=77_member=510_pso,-8.7205,0.2234,0.121206,0.736029
gen=77_member=511_pso,-8.28384,-1.27197,0.210745,1.00344
gen=77_member=512_pso,-8.25853,-1.2636,0.0639196,1.17573
