generation,member,obj1,obj2,obj1_sd,obj2_sd,obj1_sd_syn,obj2_sd_syn,nsga2_front,nsga2_crowding_distance,nn_count,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
0,gen=0_training=15,-6.30661,-6.98287,0,0,0.38983,0.796871,1,1,0,144.125,144.125,1,-999
0,gen=11_member=328_pso,-8.90203,-0.27136,0,0,0.38983,0.796871,1,1,0,188.367,188.367,1,-999
0,gen=12_member=357_pso,-8.34959,-2.42207,0,0,0.38983,0.796871,1,1,0,189.301,189.301,1,-999
0,gen=15_member=446_pso,-8.56961,-1.37278,0,0,0.38983,0.796871,1,0.444444,1,189.317,189.317,1,-999
0,gen=18_member=531_pso,-8.66975,-0.898147,0,0,0.38983,0.796871,1,0.111111,2,185.363,185.363,1,-999
0,gen=19_member=556_pso,-7.93697,-3.654,0,0,0.38983,0.796871,1,1,0,191.224,191.224,1,-999
0,gen=41_member=10_pso,-7.95885,-3.37077,0,0,0.38983,0.796871,1,0.444444,1,191.239,191.239,1,-999
0,gen=43_member=74_pso,-3.49461,3.64773,0,0,0.004995,0.5973,8,1,0,23.2278,23.2278,1,-999
0,gen=43_member=79_pso,-7.10978,0.0720751,0,0,0,0,5,-999,0,162.275,162.275,1,-999
0,gen=44_member=121_pso,-9.14982,0.413351,0,0,0.233503,0.272337,3,1,0,165.368,165.368,1,-999
0,gen=47_member=200_pso,-7.84073,-1.19847,0,0,0.497843,0.812223,2,1,0,185.301,185.301,1,-999
0,gen=49_member=247_pso,-8.71703,-0.21184,0,0,0.497843,0.812223,2,1,0,187.363,187.363,1,-999
0,gen=49_member=259_pso,-6.76314,8.06543,0,0,0.54444,3.8064,6,1,0,0.133415,0.133415,1,-999
0,gen=51_member=318_pso,-9.03316,0.469771,0,0,0.628355,0.238655,4,1,0,145.363,145.363,1,-999
0,gen=53_member=379_pso,-3.33832,4.21883,0,0,0,0,9,-999,0,0.261327,0.261327,1,-999
0,gen=54_member=394_pso,-7.77645,-0.00753958,0,0,0.628355,0.238655,4,1,0,174.315,174.315,1,-999
0,gen=54_member=411_pso,-3.50136,4.27089,0,0,0.004995,0.5973,8,1,0,0.265527,0.265527,1,-999
0,gen=54_member=417_pso,-9.39668,0.671358,0,0,0.233503,0.272337,3,1,0,145.326,145.326,1,-999
0,gen=55_member=426_pso,-8.67216,-0.7637,0,0,0.38983,0.796871,1,0.111111,2,185.382,185.382,1,-999
0,gen=55_member=433_pso,-3.56993,3.12873,0,0,0,0,7,-999,0,107.204,107.204,1,-999
0,gen=55_member=448_pso,-9.7893,0.240993,0,0,0.497843,0.812223,2,1,0,169.331,169.331,1,-999
