real_name,obj1,obj2,obj1_sd,obj2_sd
gen=0_training=0,-4.22257,5.99531,0,0
gen=0_training=1,-3.21058,8.73769,0,0
gen=0_training=2,-4.43374,-0.818223,0,0
gen=0_training=3,-7.83531,-1.95066,0,0
gen=0_training=4,-2.66677,16.7411,0,0
gen=0_training=5,-7.12688,8.87687,0,0
gen=0_training=6,-7.44487,2.94433,0,0
gen=0_training=7,-2.96459,2.2463,0,0
gen=0_training=8,-3.78007,1.84667,0,0
gen=0_training=9,-4.60443,4.04293,0,0
gen=0_training=10,-5.38406,5.24624,0,0
gen=0_training=11,-3.4643,0.871496,0,0
gen=0_training=12,-7.17717,6.46719,0,0
gen=0_training=13,-3.70495,0.746582,0,0
gen=0_training=14,-4.19478,4.68325,0,0
gen=0_training=15,-6.30661,-6.98287,0,0
gen=0_training=16,-5.07948,0.0531696,0,0
gen=0_training=17,-4.98413,7.49525,0,0
gen=0_training=18,-5.31721,2.33022,0,0
gen=0_training=19,-4.97076,7.84552,0,0
gen=5_member=147_pso,-9.81508,0.188966,0,0
gen=7_member=206_pso,-6.39201,5.34036,0,0
gen=10_member=301_pso,-5.88251,3.47034,0,0
gen=11_member=328_pso,-8.90203,-0.27136,0,0
gen=12_member=357_pso,-8.34959,-2.42207,0,0
gen=12_member=369_pso,-9.18414,0.243903,0,0
gen=15_member=446_pso,-8.56961,-1.37278,0,0
gen=15_member=454_pso,-6.05903,-3.00962,0,0
gen=17_member=491_pso,-7.18248,6.39111,0,0
gen=18_member=531_pso,-8.66975,-0.898147,0,0
gen=18_member=537_pso,-6.87336,3.28266,0,0
gen=19_member=551_pso,-6.42707,2.65682,0,0
gen=19_member=556_pso,-7.93697,-3.654,0,0
gen=19_member=576_pso,-6.94034,5.32518,0,0
gen=20_member=583_pso,-6.67176,-2.68178,0,0
gen=20_member=586_pso,-8.25382,-1.73094,0,0
gen=20_member=591_pso,-6.52821,3.08751,0,0
gen=20_member=595_pso,-9.28293,0.311862,0,0
gen=20_member=597_pso,-6.34118,1.64792,0,0
gen=20_member=602_pso,-5.91587,6.76626,0,0
gen=22_member=48_pso,-9.16881,1.04079,0,0
gen=27_member=190_pso,-8.05792,3.27308,0,0
gen=30_member=290_pso,-8.38071,1.48848,0,0
gen=31_member=313_pso,-7.88383,6.12616,0,0
gen=33_member=380_pso,-6.06153,6.85551,0,0
gen=34_member=401_pso,-7.28,1.53446,0,0
gen=34_member=421_pso,-9.32004,0.76439,0,0
gen=35_member=434_pso,-6.97092,1.07659,0,0
gen=37_member=494_pso,-5.76857,12.8287,0,0
gen=37_member=500_pso,-7.21482,2.2238,0,0
gen=38_member=533_pso,-8.03521,3.47504,0,0
gen=38_member=540_pso,-6.21128,12.8425,0,0
gen=39_member=550_pso,-9.70677,0.323689,0,0
gen=39_member=551_pso,-7.87521,2.17069,0,0
gen=39_member=561_pso,-9.30164,0.414455,0,0
gen=39_member=572_pso,-7.026,6.2056,0,0
gen=39_member=574_pso,-8.30186,2.78713,0,0
gen=40_member=593_pso,-8.93984,1.11192,0,0
gen=40_member=598_pso,-5.72024,13.2557,0,0
gen=40_member=599_pso,-7.91527,6.0712,0,0
gen=41_member=10_pso,-7.95885,-3.37077,0,0
gen=43_member=74_pso,-3.49461,3.64773,0,0
gen=43_member=79_pso,-7.10978,0.0720751,0,0
gen=44_member=121_pso,-9.14982,0.413351,0,0
gen=47_member=200_pso,-7.84073,-1.19847,0,0
gen=49_member=247_pso,-8.71703,-0.21184,0,0
gen=49_member=259_pso,-6.76314,8.06543,0,0
gen=51_member=318_pso,-9.03316,0.469771,0,0
gen=53_member=379_pso,-3.33832,4.21883,0,0
gen=54_member=394_pso,-7.77645,-0.00753958,0,0
gen=54_member=411_pso,-3.50136,4.27089,0,0
gen=54_member=417_pso,-9.39668,0.671358,0,0
gen=55_member=426_pso,-8.67216,-0.7637,0,0
gen=55_member=433_pso,-3.56993,3.12873,0,0
gen=55_member=448_pso,-9.7893,0.240993,0,0
gen=58_member=516_pso,-5.67426,0.452639,0,0
gen=59_member=546_pso,-8.69617,-0.145653,0,0
gen=59_member=560_pso,-3.51459,6.03693,0,0
gen=60_member=576_pso,-3.49927,4.05296,0,0
gen=60_member=582_pso,-7.79793,-3.0079,0,0
