generation,member,obj1,obj2,obj1_sd,obj2_sd,obj1_sd_syn,obj2_sd_syn,nsga2_front,nsga2_crowding_distance,nn_count,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
0,gen=5_member=147_pso,-9.81508,0.188966,0,0,0.38983,0.796871,1,1,0,0.286706,0.286706,1,-999
0,gen=19_member=556_pso,-7.93697,-3.654,0,0,0.38983,0.796871,1,1,0,0.303104,0.303104,1,-999
0,gen=12_member=357_pso,-8.34959,-2.42207,0,0,0.38983,0.796871,1,1,0,0.325509,0.325509,1,-999
0,gen=11_member=328_pso,-8.90203,-0.27136,0,0,0.38983,0.796871,1,1,0,0.37475,0.37475,1,-999
0,gen=0_training=15,-6.30661,-6.98287,0,0,0.38983,0.796871,1,1,0,0.167447,0.167447,1,-999
0,gen=41_member=10_pso,-7.95885,-3.37077,0,0,0.38983,0.796871,1,0.444444,1,0.330467,0.330467,1,-999
0,gen=15_member=446_pso,-8.56961,-1.37278,0,0,0.38983,0.796871,1,0.444444,1,0.382022,0.382022,1,-999
0,gen=55_member=426_pso,-8.67216,-0.7637,0,0,0.38983,0.796871,1,0.111111,2,0.393181,0.393181,1,-999
0,gen=18_member=531_pso,-8.66975,-0.898147,0,0,0.38983,0.796871,1,0.111111,2,0.402401,0.402401,1,-999
1,gen=5_member=147_pso,-9.81508,0.188966,0,0,0.318952,0.651985,1,1,0,0.279399,0.279399,1,-999
1,gen=19_member=556_pso,-7.93697,-3.654,0,0,0.318952,0.651985,1,1,0,0.228973,0.228973,1,-999
1,gen=12_member=357_pso,-8.34959,-2.42207,0,0,0.318952,0.651985,1,1,0,0.303104,0.303104,1,-999
1,gen=11_member=328_pso,-8.90203,-0.27136,0,0,0.318952,0.651985,1,1,0,0.330849,0.330849,1,-999
1,gen=0_training=15,-6.30661,-6.98287,0,0,0.318952,0.651985,1,1,0,0.142909,0.142909,1,-999
1,gen=41_member=10_pso,-7.95885,-3.37077,0,0,0.318952,0.651985,1,0.765625,1,0.244543,0.244543,1,-999
1,gen=15_member=446_pso,-8.56961,-1.37278,0,0,0.318952,0.651985,1,0.765625,1,0.325509,0.325509,1,-999
1,gen=55_member=426_pso,-8.67216,-0.7637,0,0,0.318952,0.651985,1,0.5625,2,0.382022,0.382022,1,-999
1,gen=18_member=531_pso,-8.66975,-0.898147,0,0,0.318952,0.651985,1,0.765625,1,0.37475,0.37475,1,-999
1,gen=61_member=15_pso,-8.30939,-0.811131,0.0423652,1.94752,0.318952,1.94752,1,0.25,4,0.251071,0.251071,1,-999
1,gen=61_member=27_pso,-8.09558,-1.71228,0.0987559,1.93649,0.318952,1.93649,1,0.015625,7,0.245074,0.245074,1,-999
2,gen=5_member=147_pso,-9.81508,0.188966,0,0,0.269882,0.55168,1,1,0,0.286706,0.286706,1,-999
2,gen=19_member=556_pso,-7.93697,-3.654,0,0,0.269882,0.55168,1,1,0,0.228973,0.228973,1,-999
2,gen=12_member=357_pso,-8.34959,-2.42207,0,0,0.269882,0.55168,1,1,0,0.311727,0.311727,1,-999
2,gen=11_member=328_pso,-8.90203,-0.27136,0,0,0.269882,0.55168,1,1,0,0.37475,0.37475,1,-999
2,gen=0_training=15,-6.30661,-6.98287,0,0,0.269882,0.55168,1,1,0,0.142909,0.142909,1,-999
2,gen=41_member=10_pso,-7.95885,-3.37077,0,0,0.269882,0.55168,1,0.734694,1,0.244543,0.244543,1,-999
2,gen=18_member=531_pso,-8.66975,-0.898147,0,0,0.269882,0.55168,1,0.510204,2,0.411524,0.411524,1,-999
2,gen=15_member=446_pso,-8.56961,-1.37278,0,0,0.269882,0.55168,1,0.734694,1,0.382022,0.382022,1,-999
2,gen=55_member=426_pso,-8.67216,-0.7637,0,0,0.269882,0.55168,1,0.326531,3,0.401582,0.401582,1,-999
2,gen=61_member=15_pso,-8.30939,-0.811131,0.0423652,1.94752,0.269882,1.94752,1,0.0204082,6,0.253122,0.253122,1,-999
2,gen=61_member=27_pso,-8.09558,-1.71228,0.0987559,1.93649,0.269882,1.93649,1,0.183673,4,0.248461,0.248461,1,-999
2,gen=62_member=58_pso,-8.5879,-1.24038,0.0409904,0.0651634,0.269882,0.55168,1,0.734694,1,0.401582,0.401582,1,-999
2,gen=62_member=53_pso,-8.65721,-0.475757,0.0426286,0.0671235,0.269882,0.55168,1,0.0816327,5,0.411524,0.411524,1,-999
3,gen=5_member=147_pso,-9.81508,0.188966,0,0,0.250605,0.54665,1,1,0,0.286706,0.286706,1,-999
3,gen=19_member=556_pso,-7.93697,-3.654,0,0,0.250605,0.54665,1,1,0,0.228973,0.228973,1,-999
3,gen=12_member=357_pso,-8.34959,-2.42207,0,0,0.250605,0.54665,1,1,0,0.311727,0.311727,1,-999
3,gen=11_member=328_pso,-8.90203,-0.27136,0,0,0.250605,0.54665,1,1,0,0.37475,0.37475,1,-999
3,gen=0_training=15,-6.30661,-6.98287,0,0,0.250605,0.54665,1,1,0,0.142909,0.142909,1,-999
3,gen=62_member=58_pso,-8.5879,-1.24038,0.0409904,0.0651634,0.250605,0.54665,1,0.734694,1,0.401582,0.401582,1,-999
3,gen=41_member=10_pso,-7.95885,-3.37077,0,0,0.250605,0.54665,1,0.734694,1,0.244543,0.244543,1,-999
3,gen=15_member=446_pso,-8.56961,-1.37278,0,0,0.250605,0.54665,1,1,0,0.382022,0.382022,1,-999
3,gen=18_member=531_pso,-8.66975,-0.898147,0,0,0.250605,0.54665,1,0.510204,2,0.411524,0.411524,1,-999
3,gen=55_member=426_pso,-8.67216,-0.7637,0,0,0.250605,0.54665,1,0.326531,3,0.401582,0.401582,1,-999
3,gen=61_member=27_pso,-8.09558,-1.71228,0.0987559,1.93649,0.250605,1.93649,1,0.183673,4,0.248461,0.248461,1,-999
3,gen=62_member=53_pso,-8.65721,-0.475757,0.0426286,0.0671235,0.250605,0.54665,1,0.0816327,5,0.411524,0.411524,1,-999
3,gen=61_member=15_pso,-8.30939,-0.811131,0.0423652,1.94752,0.250605,1.94752,1,0.0204082,6,0.253122,0.253122,1,-999
3,gen=63_member=77_pso,-6.92662,0.670231,1.87036,3.65124,1.87036,3.65124,1,0.326531,3,0.153207,0.153207,1,-999
4,gen=5_member=147_pso,-9.81508,0.188966,0,0,0.219279,0.478319,1,1,0,0.286706,0.286706,1,-999
4,gen=19_member=556_pso,-7.93697,-3.654,0,0,0.219279,0.478319,1,1,0,0.239568,0.239568,1,-999
4,gen=15_member=446_pso,-8.56961,-1.37278,0,0,0.219279,0.478319,1,1,0,0.402401,0.402401,1,-999
4,gen=12_member=357_pso,-8.34959,-2.42207,0,0,0.219279,0.478319,1,1,0,0.325509,0.325509,1,-999
4,gen=11_member=328_pso,-8.90203,-0.27136,0,0,0.219279,0.478319,1,1,0,0.37475,0.37475,1,-999
4,gen=0_training=15,-6.30661,-6.98287,0,0,0.219279,0.478319,1,1,0,0.142909,0.142909,1,-999
4,gen=62_member=58_pso,-8.5879,-1.24038,0.0409904,0.0651634,0.219279,0.478319,1,0.444444,2,0.423692,0.423692,1,-999
4,gen=41_member=10_pso,-7.95885,-3.37077,0,0,0.219279,0.478319,1,0.694444,1,0.256778,0.256778,1,-999
4,gen=18_member=531_pso,-8.66975,-0.898147,0,0,0.219279,0.478319,1,0.25,3,0.411524,0.411524,1,-999
4,gen=63_member=77_pso,-6.92662,0.670231,1.87036,3.65124,1.87036,3.65124,1,0.25,3,0.177141,0.177141,1,-999
4,gen=55_member=426_pso,-8.67216,-0.7637,0,0,0.219279,0.478319,1,0.111111,4,0.401582,0.401582,1,-999
4,gen=61_member=27_pso,-8.09558,-1.71228,0.0987559,1.93649,0.219279,1.93649,1,0.0277778,5,0.26181,0.26181,1,-999
4,gen=62_member=53_pso,-8.65721,-0.475757,0.0426286,0.0671235,0.219279,0.478319,1,0.0277778,5,0.411524,0.411524,1,-999
4,gen=61_member=15_pso,-8.30939,-0.811131,0.0423652,1.94752,0.219279,1.94752,1,0.0277778,5,0.253936,0.253936,1,-999
