time,elapsed_seconds,message
01:11:41,7.34e-05,PEST++ performance logger started
01:11:41,0.000329,starting to process control file
01:11:41,0.00668,finished processing control file
01:11:41,0.009294,initializing MOEA process
01:11:41,6.15e-05,using 'nsga2' env selector
01:11:41,2.1e-05,using binary tournament mating pool selector
01:11:41,2.12e-05,saving generation specific populations and archives every nth generation 1
01:11:41,2.58e-05,'opt_dec_var_groups' passed, using 2 adjustable parameters as decision variables
01:11:41,2.89e-05,number of decision variables:  2
01:11:41,1.93e-05,max run fail:  3
01:11:41,1.85e-05,'opt_chance_points' = SINGLE, evaluting chance at representative point
01:11:41,2.95e-05,initializing constraints
01:11:41,0.0002304,using particle swarm generator
01:11:41,0.0009835,processing dv population file infill.dv_pop.csv
01:11:41,2.93e-05,loading dv population from csv file infill.dv_pop.csv
01:11:41,0.0071848,dv population with 30 members read from 'infill.dv_pop.csv'

01:11:41,5.43e-05,previous generation numbers detected in dv population, fast forwarding generation counter to 59
01:11:41,3.49e-05,checking for denormal values in dv population
01:11:41,0.0015551, saved initial dv population to  fon.0.dv_pop.csv
01:11:41,1.52e-05,running initial population
01:11:41,1.54e-05,running initial population of size 30
01:11:41,0.0027876,running population of size  30
01:11:41,1.64e-05,queuing 30 runs
01:11:41,0.0016352,making runs
01:11:55,14.2099,processing runs
01:11:55,0.0058892, saved observation population to  fon.0.obs_pop.csv
01:11:55,2.14e-05,initial population decision variable summary:
01:11:55,7.07e-05,initial population objective function summary:
01:11:55,3.09e-05,using member GEN=59_MEMBER=609_PSO as nearest-to-mean single point
    with distance of 0.0260492 from mean of decision variable population
01:11:55,0.0017345, saved initial dv population to  fon.0.dv_pop.csv
01:11:55,2.55e-05,performing initial pareto dominance sort
01:11:55,0.0036727,ParetoObjectives::get_nsga2_pareto_dominance() for 30 population members
01:11:55,2.05e-05,ParetoObjectives::update() for  30 population members
01:11:55,7.7e-06,preparing fast-lookup containers
01:11:55,0.0001856,checking for duplicate solutions
01:11:55,9.32e-05,calculating fitness
01:11:55,1.01e-05,get_spea_fitness
01:11:55,8.55e-05,fill domination containers
01:11:55,0.0002235,pareto front sorting
01:11:55,7e-06,starting 'fast non-dom sort
01:11:55,6.6e-06,fill domination containers
01:11:55,0.0001994,finding first front
01:11:55,1.05e-05,sorting remaining fronts
01:11:55,0.0006713,initialized archives with 30 nondominated members
01:11:55,9.6e-06,ParetoObjectives::get_nsga2_pareto_dominance() for 30 population members
01:11:55,7.5e-06,ParetoObjectives::update() for  30 population members
01:11:55,6.7e-06,preparing fast-lookup containers
01:11:55,0.0001725,checking for duplicate solutions
01:11:55,7.96e-05,calculating fitness
01:11:55,6.6e-06,get_spea_fitness
01:11:55,6.68e-05,fill domination containers
01:11:55,0.0002181,pareto front sorting
01:11:55,6.9e-06,starting 'fast non-dom sort
01:11:55,6.4e-06,fill domination containers
01:11:55,0.0003407,finding first front
01:11:55,3.85e-05,sorting remaining fronts
01:11:55,0.000976,ParetoObjectives::get_nsga2_pareto_dominance() for 30 population members
01:11:55,3.49e-05,ParetoObjectives::update() for  30 population members
01:11:55,1.45e-05,preparing fast-lookup containers
01:11:55,0.0002176,checking for duplicate solutions
01:11:55,0.0001235,calculating fitness
01:11:55,1.11e-05,get_spea_fitness
01:11:55,6.92e-05,fill domination containers
01:11:55,0.000213,pareto front sorting
01:11:55,7.6e-06,starting 'fast non-dom sort
01:11:55,6.6e-06,fill domination containers
01:11:55,0.0002019,finding first front
01:11:55,1.12e-05,sorting remaining fronts
01:11:55,0.0025326,saved decision variable population of size 30 X 2 to 'fon.archive.dv_pop.csv'
01:11:55,0.0025208,saved generation-specific decision variable population of size 30 X 2 to 'fon.0.archive.dv_pop.csv'
01:11:55,0.0026024,saved observation population of size 30 X 4 to 'fon.archive.obs_pop.csv'
01:11:55,0.0018254,saved generation-specific observation population of size 30 X 4 to 'fon.0.archive.obs_pop.csv'
01:11:55,0.0001321,number of initial feasible solutions: 30
01:11:55,1.5e-05,initialization complete
