real_name,obj1,obj2
gen=9_member=258_pso,0.00814484,0.973924
gen=1_member=4_pso,0.983729,0.0103054
gen=7_member=187_pso,0.891857,0.329834
gen=5_member=145_pso,0.824004,0.372457
gen=5_member=125_pso,0.632103,0.654297
gen=8_member=216_pso,0.797587,0.485302
gen=8_member=213_pso,0.475596,0.777872
gen=8_member=211_pso,0.712344,0.5697
gen=4_member=118_pso,0.915339,0.201035
gen=1_member=5_pso,0.126594,0.937091
gen=1_member=11_pso,0.949118,0.165331
gen=9_member=248_pso,0.537734,0.716452
gen=8_member=215_pso,0.766121,0.522138
gen=1_member=26_pso,0.961971,0.0383642
gen=5_member=139_pso,0.243549,0.917214
gen=9_member=266_pso,0.527307,0.726429
gen=7_member=183_pso,0.452024,0.856306
gen=7_member=199_pso,0.379816,0.868299
gen=3_member=66_pso,0.661704,0.607472
gen=8_member=224_pso,0.287413,0.868856
gen=8_member=227_pso,0.074543,0.954642
gen=6_member=155_pso,0.0204104,0.968163
gen=4_member=105_pso,0.65158,0.618707
gen=1_member=24_pso,0.921558,0.176606
gen=0_member=14,0.0917051,0.945889
gen=8_member=236_pso,0.400004,0.866518
gen=6_member=174_pso,0.433588,0.856626
gen=9_member=261_pso,0.272445,0.892327
gen=8_member=212_pso,0.258197,0.905903
gen=6_member=166_pso,0.975658,0.0251451
gen=3_member=60_pso,0.283311,0.872186
