real_name,obj1,obj2
gen=1_member=4_pso,0.983729,0.0103054
gen=18_member=538_pso,0.00154472,0.979513
gen=5_member=145_pso,0.824004,0.372457
gen=13_member=363_pso,0.854196,0.317075
gen=17_member=489_pso,0.74356,0.517738
gen=13_member=377_pso,0.783921,0.454347
gen=12_member=358_pso,0.961467,0.113996
gen=12_member=340_pso,0.80094,0.418811
gen=11_member=328_pso,0.333204,0.845493
gen=1_member=26_pso,0.961971,0.0383642
gen=15_member=435_pso,0.423872,0.799233
gen=19_member=567_pso,0.149329,0.92428
gen=8_member=213_pso,0.475596,0.777872
gen=18_member=514_pso,0.216565,0.907645
gen=19_member=569_pso,0.259467,0.878558
gen=18_member=528_pso,0.873005,0.280012
gen=16_member=469_pso,0.659945,0.603207
gen=14_member=408_pso,0.692026,0.57266
gen=4_member=105_pso,0.65158,0.618707
gen=17_member=508_pso,0.501881,0.743312
gen=15_member=430_pso,0.623292,0.648168
gen=8_member=211_pso,0.712344,0.5697
gen=17_member=491_pso,0.217368,0.896173
gen=4_member=118_pso,0.915339,0.201035
gen=16_member=464_pso,0.88155,0.256399
gen=16_member=467_pso,0.403602,0.807207
gen=11_member=319_pso,0.303782,0.86826
gen=17_member=509_pso,0.5703,0.695044
gen=16_member=459_pso,0.721792,0.530142
gen=12_member=350_pso,0.0576488,0.964472
gen=19_member=563_pso,0.380874,0.836164
gen=16_member=462_pso,0.934296,0.120335
gen=9_member=266_pso,0.527307,0.726429
gen=1_member=24_pso,0.921558,0.176606
gen=19_member=568_pso,0.479356,0.758677
gen=6_member=155_pso,0.0204104,0.968163
gen=12_member=352_pso,0.562043,0.714143
gen=17_member=495_pso,0.784176,0.441946
gen=8_member=227_pso,0.074543,0.954642
gen=14_member=406_pso,0.381962,0.826858
gen=19_member=548_pso,0.901613,0.226672
gen=12_member=341_pso,0.590385,0.674411
gen=6_member=166_pso,0.975658,0.0251451
gen=11_member=313_pso,0.891907,0.228953
gen=10_member=276_pso,0.616246,0.662032
gen=1_member=5_pso,0.126594,0.937091
gen=9_member=248_pso,0.537734,0.716452
gen=18_member=539_pso,0.100437,0.93955
gen=0_member=14,0.0917051,0.945889
gen=15_member=442_pso,0.596982,0.671464
gen=18_member=523_pso,0.924356,0.143714
gen=15_member=446_pso,0.923027,0.147021
gen=15_member=424_pso,0.138593,0.928204
gen=13_member=383_pso,0.735232,0.52508
gen=3_member=60_pso,0.283311,0.872186
gen=9_member=258_pso,0.00814484,0.973924
gen=8_member=224_pso,0.287413,0.868856
gen=13_member=384_pso,0.283593,0.871952
