real_name,obj1,obj2
gen=1_member=0_pso,0.999722,0.574964
gen=1_member=1_pso,1,0.999721
gen=1_member=2_pso,0.897217,0.636372
gen=1_member=3_pso,1,0.999045
gen=1_member=4_pso,0.983729,0.0103054
gen=1_member=5_pso,0.126594,0.937091
gen=1_member=6_pso,1,1
gen=1_member=7_pso,1,1
gen=1_member=8_pso,0.999486,0.44612
gen=1_member=9_pso,0.998751,0.999993
gen=1_member=10_pso,0.948642,0.999699
gen=1_member=11_pso,0.949118,0.165331
gen=1_member=12_pso,0.71965,0.999944
gen=1_member=13_pso,1,0.999996
gen=1_member=14_pso,0.999637,1
gen=1_member=15_pso,0.959049,0.718343
gen=1_member=16_pso,0.999895,0.998526
gen=1_member=17_pso,0.990977,0.989172
gen=1_member=18_pso,0.928455,0.450022
gen=1_member=19_pso,0.920304,0.719603
gen=1_member=20_pso,0.998847,0.996823
gen=1_member=21_pso,0.963337,0.999994
gen=1_member=22_pso,1,0.970842
gen=1_member=23_pso,0.997684,0.91285
gen=1_member=24_pso,0.921558,0.176606
gen=1_member=25_pso,1,1
gen=1_member=26_pso,0.961971,0.0383642
gen=1_member=27_pso,0.995724,0.256878
gen=1_member=28_pso,1,0.986779
gen=1_member=29_pso,0.933319,0.911759
