real_name,obj1,obj2
gen=19_member=540_pso,0.213658,0.99761
gen=19_member=541_pso,0.258926,0.975264
gen=19_member=542_pso,0.949592,0.171892
gen=19_member=543_pso,0.995126,0.188819
gen=19_member=544_pso,0.997465,0.336433
gen=19_member=545_pso,0.0656027,0.97014
gen=19_member=546_pso,0.830396,0.413242
gen=19_member=547_pso,0.619703,0.999847
gen=19_member=548_pso,0.901613,0.226672
gen=19_member=549_pso,0.600906,0.997696
gen=19_member=550_pso,0.998752,0.322259
gen=19_member=551_pso,0.523209,0.727271
gen=19_member=552_pso,0.875432,0.268273
gen=19_member=553_pso,0.860514,0.310064
gen=19_member=554_pso,0.814434,0.47058
gen=19_member=555_pso,0.983565,1
gen=19_member=556_pso,0.239198,0.913096
gen=19_member=557_pso,0.0588908,0.989862
gen=19_member=558_pso,0.904623,0.715824
gen=19_member=559_pso,0.513233,0.745555
gen=19_member=560_pso,0.221499,0.895021
gen=19_member=561_pso,0.661885,0.601642
gen=19_member=562_pso,0.800067,0.450249
gen=19_member=563_pso,0.380874,0.836164
gen=19_member=564_pso,0.877902,0.518706
gen=19_member=565_pso,0.124,0.932182
gen=19_member=566_pso,0.930315,0.361486
gen=19_member=567_pso,0.149329,0.92428
gen=19_member=568_pso,0.479356,0.758677
gen=19_member=569_pso,0.259467,0.878558
