real_name,obj1,obj2
gen=3_member=60_pso,0.283311,0.872186
gen=3_member=61_pso,0.999928,0.997153
gen=3_member=62_pso,0.99734,0.974655
gen=3_member=63_pso,0.757136,0.791991
gen=3_member=64_pso,0.99987,1
gen=3_member=65_pso,0.999835,0.766323
gen=3_member=66_pso,0.661704,0.607472
gen=3_member=67_pso,0.0361906,0.990492
gen=3_member=68_pso,0.954955,0.999999
gen=3_member=69_pso,0.986566,0.932546
gen=3_member=70_pso,0.999034,0.349282
gen=3_member=71_pso,0.999997,0.97458
gen=3_member=72_pso,0.893087,0.999862
gen=3_member=73_pso,1,0.99993
gen=3_member=74_pso,0.999979,0.805626
gen=3_member=75_pso,1,0.999967
gen=3_member=76_pso,0.841409,0.972216
gen=3_member=77_pso,0.989561,0.990297
gen=3_member=78_pso,1,0.999987
gen=3_member=79_pso,0.999016,1
gen=3_member=80_pso,0.999998,0.983485
gen=3_member=81_pso,0.990844,0.607904
gen=3_member=82_pso,1,0.999957
gen=3_member=83_pso,1,0.999999
gen=3_member=84_pso,0.99962,0.710697
gen=3_member=85_pso,0.996748,0.935751
gen=3_member=86_pso,0.99997,0.99892
gen=3_member=87_pso,0.329171,0.993588
gen=3_member=88_pso,0.487093,0.943348
gen=3_member=89_pso,0.986274,1
