generation,member,obj1,obj2,obj1_sd,obj2_sd,obj1_sd_syn,obj2_sd_syn,nsga2_front,nsga2_crowding_distance,nn_count,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
0,gen=0_training=8,0.763268,0.694295,0,0,0.101926,0.227822,1,1,0,0.433864,0.433864,1,-999
0,gen=0_training=26,0.99443,0.0885041,0,0,0.101926,0.227822,1,1,0,0.377587,0.377587,1,-999
0,gen=0_training=17,0.586728,0.999791,0,0,0.101926,0.227822,1,1,0,0.465493,0.465493,1,-999
0,gen=0_training=14,0.734973,0.997849,0,0,0.101926,0.227822,1,0.111111,2,0.465493,0.465493,1,-999
1,gen=0_training=8,0.763268,0.694295,0,0,0.0509628,0.113955,1,1,0,0.433864,0.433864,1,-999
1,gen=0_training=26,0.99443,0.0885041,0,0,0.0509628,0.113955,1,1,0,0.377587,0.377587,1,-999
1,gen=0_training=17,0.586728,0.999791,0,0,0.0509628,0.113955,1,1,0,0.46774,0.46774,1,-999
1,gen=0_training=14,0.734973,0.997849,0,0,0.0509628,0.113955,1,0.25,2,0.491815,0.491815,1,-999
1,gen=1_member=23_pso,0.706965,0.997492,0.0115753,0.0137562,0.0509628,0.113955,1,1,0,0.491815,0.491815,1,-999
1,gen=1_member=16_pso,0.880788,0.366575,0.0139179,0.0409865,0.0509628,0.113955,1,1,0,0.425381,0.425381,1,-999
1,gen=1_member=21_pso,0.723861,1.00014,0.0103703,0.0107188,0.0509628,0.113955,1,0.5625,1,0.495358,0.495358,1,-999
1,gen=1_member=7_pso,0.772331,0.978881,0.0187451,0.0387218,0.0509628,0.113955,1,0.0625,3,0.485328,0.485328,1,-999
2,gen=1_member=23_pso,0.706965,0.997492,0.0115753,0.0137562,0.038258,0.0834915,1,1,0,0.482449,0.482449,1,-999
2,gen=1_member=16_pso,0.880788,0.366575,0.0139179,0.0409865,0.038258,0.0834915,1,1,0,0.383854,0.383854,1,-999
2,gen=0_training=8,0.763268,0.694295,0,0,0.038258,0.0834915,1,1,0,0.43707,0.43707,1,-999
2,gen=0_training=26,0.99443,0.0885041,0,0,0.038258,0.0834915,1,1,0,0.344544,0.344544,1,-999
2,gen=0_training=17,0.586728,0.999791,0,0,0.038258,0.0834915,1,0.694444,1,0.46774,0.46774,1,-999
2,gen=1_member=21_pso,0.723861,1.00014,0.0103703,0.0107188,0.038258,0.0834915,1,0.694444,1,0.485328,0.485328,1,-999
2,gen=0_training=14,0.734973,0.997849,0,0,0.038258,0.0834915,1,0.444444,2,0.485425,0.485425,1,-999
2,gen=1_member=7_pso,0.772331,0.978881,0.0187451,0.0387218,0.038258,0.0834915,1,0.0277778,5,0.485425,0.485425,1,-999
2,gen=2_member=59_pso,0.573592,1.00691,0.0176247,0.0388353,0.038258,0.0834915,1,1,0,0.464426,0.464426,1,-999
2,gen=2_member=46_pso,0.760135,0.960975,0.033029,0.0503478,0.038258,0.0834915,1,0.25,3,0.483035,0.483035,1,-999
2,gen=2_member=60_pso,0.771564,0.961459,0.0336602,0.0380485,0.038258,0.0834915,1,0.111111,4,0.482825,0.482825,1,-999
3,gen=2_member=59_pso,0.573592,1.00691,0.0176247,0.0388353,0.0350698,0.0797121,1,1,0,0.473438,0.473438,1,-999
3,gen=1_member=23_pso,0.706965,0.997492,0.0115753,0.0137562,0.0115753,0.0137562,2,1,0,0.482449,0.482449,1,-999
3,gen=1_member=16_pso,0.880788,0.366575,0.0139179,0.0409865,0.0350698,0.0797121,1,1,0,0.425381,0.425381,1,-999
3,gen=0_training=8,0.763268,0.694295,0,0,0.0350698,0.0797121,1,1,0,0.440126,0.440126,1,-999
3,gen=0_training=26,0.99443,0.0885041,0,0,0.0350698,0.0797121,1,1,0,0.377587,0.377587,1,-999
3,gen=1_member=21_pso,0.723861,1.00014,0.0103703,0.0107188,0.0108944,0.0107188,2,1,1,0.484946,0.484946,1,-999
3,gen=0_training=17,0.586728,0.999791,0,0,0.0350698,0.0797121,1,0.5625,1,0.473061,0.473061,1,-999
3,gen=0_training=14,0.734973,0.997849,0,0,0.0108944,0.00652811,2,1,1,0.482529,0.482529,1,-999
3,gen=2_member=46_pso,0.760135,0.960975,0.033029,0.0503478,0.033029,0.0503478,2,1,0,0.481938,0.481938,1,-999
3,gen=2_member=60_pso,0.771564,0.961459,0.0336602,0.0380485,0.0336602,0.0380485,2,1,1,0.482529,0.482529,1,-999
3,gen=1_member=7_pso,0.772331,0.978881,0.0187451,0.0387218,0.0187451,0.0387218,2,0.25,2,0.485328,0.485328,1,-999
3,gen=3_member=88_pso,0.717403,0.78003,0.0126725,0.0277266,0.0350698,0.0797121,1,1,0,8.45696,8.45696,1,-999
3,gen=3_member=84_pso,0.693744,0.863418,0.0168523,0.0475647,0.0350698,0.0797121,1,1,0,11.4691,11.4691,1,-999
3,gen=3_member=77_pso,0.936534,0.167496,0.0111198,0.0319599,0.0350698,0.0797121,1,1,0,0.391299,0.391299,1,-999
3,gen=3_member=67_pso,0.870384,0.694736,0.0188694,0.0435017,0.0350698,0.0797121,1,1,0,0.43766,0.43766,1,-999
3,gen=3_member=64_pso,0.683602,0.994568,0.0170625,0.0571714,0.0350698,0.0797121,1,0.5625,1,0.479532,0.479532,1,-999
3,gen=3_member=81_pso,0.599712,0.984338,0.0181356,0.0274302,0.0350698,0.0797121,1,0.25,2,2.47856,2.47856,1,-999
3,gen=3_member=65_pso,0.602179,1.04505,0.0228266,0.0558353,0.0350698,0.0797121,1,0.0625,3,0.477103,0.477103,1,-999
4,gen=3_member=88_pso,0.717403,0.78003,0.0126725,0.0277266,0.0316535,0.0683247,1,1,0,0.469628,0.469628,1,-999
4,gen=3_member=84_pso,0.693744,0.863418,0.0168523,0.0475647,0.0316535,0.0683247,1,0.5625,1,0.469067,0.469067,1,-999
4,gen=3_member=77_pso,0.936534,0.167496,0.0111198,0.0319599,0.0316535,0.0683247,1,1,0,0.395014,0.395014,1,-999
4,gen=3_member=67_pso,0.870384,0.694736,0.0188694,0.0435017,0.0316535,0.0683247,1,1,0,0.445576,0.445576,1,-999
4,gen=2_member=59_pso,0.573592,1.00691,0.0176247,0.0388353,0.0316535,0.0683247,1,0.5625,1,0.488952,0.488952,1,-999
4,gen=1_member=16_pso,0.880788,0.366575,0.0139179,0.0409865,0.0316535,0.0683247,1,1,0,0.429485,0.429485,1,-999
4,gen=0_training=8,0.763268,0.694295,0,0,0.0316535,0.0683247,1,1,0,0.456686,0.456686,1,-999
4,gen=0_training=26,0.99443,0.0885041,0,0,0.0316535,0.0683247,1,1,0,0.381591,0.381591,1,-999
4,gen=3_member=64_pso,0.683602,0.994568,0.0170625,0.0571714,0,0,2,-999,1,0.477103,0.477103,1,-999
4,gen=0_training=17,0.586728,0.999791,0,0,0.0316535,0.0683247,1,0.25,2,0.485965,0.485965,1,-999
4,gen=3_member=81_pso,0.599712,0.984338,0.0181356,0.0274302,0.0316535,0.0683247,1,0.0625,3,0.489508,0.489508,1,-999
4,gen=3_member=65_pso,0.602179,1.04505,0.0228266,0.0558353,0.0316535,0.0683247,1,0.0625,3,0.484941,0.484941,1,-999
4,gen=4_member=97_pso,0.642293,0.883208,0.0179084,0.0481124,0.0316535,0.0683247,1,1,0,1.47189,1.47189,1,-999
4,gen=4_member=118_pso,0.551281,1.02581,0.0162908,0.0361233,0.0316535,0.0683247,1,1,0,0.485627,0.485627,1,-999
4,gen=4_member=106_pso,0.636852,1.00514,0.0140681,0.0244464,0.0316535,0.0683247,1,0.0625,3,0.485882,0.485882,1,-999
5,gen=4_member=97_pso,0.642293,0.883208,0.0179084,0.0481124,0.0192673,0.0481124,1,1,0,0.479717,0.479717,1,-999
5,gen=4_member=118_pso,0.551281,1.02581,0.0162908,0.0361233,0.0192673,0.0415889,1,1,0,0.485627,0.485627,1,-999
5,gen=3_member=88_pso,0.717403,0.78003,0.0126725,0.0277266,0.0192673,0.0415889,1,1,0,0.47576,0.47576,1,-999
5,gen=3_member=77_pso,0.936534,0.167496,0.0111198,0.0319599,0.0192673,0.0415889,1,1,0,0.453114,0.453114,1,-999
5,gen=3_member=67_pso,0.870384,0.694736,0.0188694,0.0435017,0.0192673,0.0435017,1,1,0,0.449668,0.449668,1,-999
5,gen=1_member=16_pso,0.880788,0.366575,0.0139179,0.0409865,0.0192673,0.0415889,1,1,0,0.455911,0.455911,1,-999
5,gen=0_training=8,0.763268,0.694295,0,0,0.0192673,0.0415889,1,1,0,0.461787,0.461787,1,-999
5,gen=0_training=26,0.99443,0.0885041,0,0,0.0192673,0.0415889,1,1,0,0.434122,0.434122,1,-999
