generation,member,obj1,obj2,obj1_sd,obj2_sd,obj1_sd_syn,obj2_sd_syn,nsga2_front,nsga2_crowding_distance,nn_count,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
0,gen=0_training=0,0.985491,1,0,0,0.00362725,0.0004375,5,1,0,75.4964,75.4964,1,-999
0,gen=0_training=1,0.999989,0.999999,0,0,0.000326,0.000353333,6,1,0,44.5,44.5,1,-999
0,gen=0_training=10,0.999839,1,0,0,8.05e-05,3.5e-06,8,1,0,44.5,44.5,1,-999
0,gen=0_training=11,0.916644,0.999936,0,0,0.020839,0.004003,4,1,0,134.48,134.48,1,-999
0,gen=0_training=12,1,0.99894,0,0,0.000326,0.000353333,6,1,0,58.4997,58.4997,1,-999
0,gen=0_training=14,0.734973,0.997849,0,0,0.101926,0.227822,1,0.111111,2,182.444,182.444,1,-999
0,gen=0_training=15,0.808554,0.881379,0,0,0.095065,0.081934,2,1,0,197.453,197.453,1,-999
0,gen=0_training=16,0.998684,0.717511,0,0,0.095065,0.081934,2,1,0,184.44,184.44,1,-999
0,gen=0_training=17,0.586728,0.999791,0,0,0.101926,0.227822,1,1,0,139.425,139.425,1,-999
0,gen=0_training=18,0.99923,1,0,0,0.000385,2.65e-05,7,1,0,56.4998,56.4998,1,-999
0,gen=0_training=2,1,0.999947,0,0,0.000385,2.65e-05,7,1,0,42.5,42.5,1,-999
0,gen=0_training=20,0.999935,0.999999,0,0,0.00362725,0.0004375,5,0.25,1,55.5,55.5,1,-999
0,gen=0_training=22,1,0.99825,0,0,0.00362725,0.0004375,5,1,0,69.4996,69.4996,1,-999
0,gen=0_training=23,0.999999,0.997908,0,0,0.020839,0.004003,4,1,0,98.4995,98.4995,1,-999
0,gen=0_training=24,0.999944,0.992111,0,0,0.0341897,0.011423,3,1,0,125.498,125.498,1,-999
0,gen=0_training=26,0.99443,0.0885041,0,0,0.101926,0.227822,1,1,0,186.345,186.345,1,-999
0,gen=0_training=27,1,0.983924,0,0,0.020839,0.004003,4,1,0,79.4962,79.4962,1,-999
0,gen=0_training=28,0.89743,0.992344,0,0,0.0341897,0.011423,3,1,0,182.476,182.476,1,-999
0,gen=0_training=29,0.999999,0.958075,0,0,0.0341897,0.011423,3,1,0,111.49,111.49,1,-999
0,gen=0_training=3,0.999022,1,0,0,0.000326,0.000353333,6,1,0,66.4998,66.4998,1,-999
0,gen=0_training=4,0.999999,1,0,0,0,0,9,-999,0,25.5,25.5,1,-999
0,gen=0_training=5,0.999823,0.999379,0,0,0.020839,0.004003,4,0.25,1,117.5,117.5,1,-999
0,gen=0_training=6,0.99999,0.999601,0,0,0.00362725,0.0004375,5,1,0,77.4999,77.4999,1,-999
0,gen=0_training=7,1,0.999993,0,0,8.05e-05,3.5e-06,8,1,0,25.5,25.5,1,-999
0,gen=0_training=8,0.763268,0.694295,0,0,0.101926,0.227822,1,1,0,200.427,200.427,1,-999
0,gen=0_training=9,1,1,0,0,0,0,10,-999,0,0.499984,0.499984,1,-999
1,gen=1_member=4_pso,1.02177,0.730563,0.014364,0.0811364,0.0479234,0.0811364,2,0.25,1,27.452,27.452,1,-999
1,gen=1_member=5_pso,0.999473,0.848643,0.0239433,0.105443,0.0481883,0.105443,3,1,0,27.4643,27.4643,1,-999
1,gen=1_member=6_pso,0.96984,0.924025,0.0620278,0.1326,0.0620278,0.1326,3,1,0,0.469948,0.469948,1,-999
1,gen=1_member=7_pso,0.772331,0.978881,0.0187451,0.0387218,0.0509628,0.113955,1,0.0625,3,338.473,338.473,1,-999
1,gen=1_member=8_pso,0.998807,1.02891,0.0121547,0.0283307,0.0121547,0.0283307,8,0.0625,4,0.489652,0.489652,1,-999
1,gen=1_member=9_pso,1.05196,1.0125,0.0440825,0.0158701,0.0440825,0.0158701,8,1,1,0.482841,0.482841,1,-999
1,gen=1_member=10_pso,0.997334,1.10515,0.0196458,0.0872272,0.0196458,0.0872272,7,0.16,6,0.471142,0.471142,1,-999
1,gen=1_member=11_pso,1.01504,1.02168,0.0231521,0.07544,0.0231521,0.07544,5,0.0625,4,0.483589,0.483589,1,-999
1,gen=1_member=12_pso,0.879003,0.961333,0.0192027,0.015868,0.0272355,0.0161429,4,1,0,422.474,422.474,1,-999
1,gen=1_member=13_pso,1.01518,0.903272,0.0143914,0.0743881,0.0272355,0.0743881,4,1,1,27.474,27.474,1,-999
1,gen=1_member=14_pso,1.00873,1.0053,0.0112849,0.0176797,0.0184162,0.0176797,6,0.25,2,0.49423,0.49423,1,-999
1,gen=1_member=15_pso,1.00268,1.04765,0.0119762,0.033387,0.0119762,0.033387,8,0.5625,2,0.485564,0.485564,1,-999
1,gen=1_member=16_pso,0.880788,0.366575,0.0139179,0.0409865,0.0509628,0.113955,1,1,0,465.403,465.403,1,-999
1,gen=1_member=17_pso,1.00726,1.01136,0.0170262,0.0922431,0.0170262,0.0922431,5,0.25,3,0.481102,0.481102,1,-999
1,gen=1_member=18_pso,0.911701,0.992079,0.0113474,0.0118767,0.0168012,0.0118767,5,1,1,327.479,327.479,1,-999
1,gen=1_member=19_pso,0.801306,1.02893,0.0142641,0.0347524,0.0479234,0.0771214,2,0.25,1,18.474,18.474,1,-999
1,gen=1_member=20_pso,0.997696,1.05922,0.013349,0.0490799,0.013349,0.0490799,8,1,5,0.484201,0.484201,1,-999
1,gen=1_member=21_pso,0.723861,1.00014,0.0103703,0.0107188,0.0509628,0.113955,1,0.5625,1,117.468,117.468,1,-999
1,gen=1_member=22_pso,0.998422,1.01234,0.0372457,0.0118423,0.0372457,0.0118423,7,0.01,9,0.489953,0.489953,1,-999
