real_name,obj1,obj2,obj1_sd,obj2_sd
gen=1_member=4_pso,1.02177,0.730563,0.014364,0.0811364
gen=1_member=5_pso,0.999473,0.848643,0.0239433,0.105443
gen=1_member=6_pso,0.96984,0.924025,0.0620278,0.1326
gen=1_member=7_pso,0.772331,0.978881,0.0187451,0.0387218
gen=1_member=8_pso,0.998807,1.02891,0.0121547,0.0283307
gen=1_member=9_pso,1.05196,1.0125,0.0440825,0.0158701
gen=1_member=10_pso,0.997334,1.10515,0.0196458,0.0872272
gen=1_member=11_pso,1.01504,1.02168,0.0231521,0.07544
gen=1_member=12_pso,0.879003,0.961333,0.0192027,0.015868
gen=1_member=13_pso,1.01518,0.903272,0.0143914,0.0743881
gen=1_member=14_pso,1.00873,1.0053,0.0112849,0.0176797
gen=1_member=15_pso,1.00268,1.04765,0.0119762,0.033387
gen=1_member=16_pso,0.880788,0.366575,0.0139179,0.0409865
gen=1_member=17_pso,1.00726,1.01136,0.0170262,0.0922431
gen=1_member=18_pso,0.911701,0.992079,0.0113474,0.0118767
gen=1_member=19_pso,0.801306,1.02893,0.0142641,0.0347524
gen=1_member=20_pso,0.997696,1.05922,0.013349,0.0490799
gen=1_member=21_pso,0.723861,1.00014,0.0103703,0.0107188
gen=1_member=22_pso,0.998422,1.01234,0.0372457,0.0118423
gen=1_member=23_pso,0.706965,0.997492,0.0115753,0.0137562
gen=1_member=24_pso,0.827938,0.742407,0.0148453,0.0184428
gen=1_member=25_pso,1.05291,0.878894,0.0421744,0.154287
gen=1_member=26_pso,0.860152,0.848674,0.0112009,0.0187961
gen=1_member=27_pso,1.01242,0.983986,0.0127918,0.0469717
gen=1_member=28_pso,1.0106,0.997158,0.0216214,0.0122889
gen=1_member=29_pso,0.935444,1.00383,0.0282218,0.0103207
gen=1_member=30_pso,0.949094,0.971126,0.0486337,0.105302
gen=1_member=31_pso,1.03054,0.41991,0.0123996,0.0576363
gen=1_member=32_pso,0.647148,1.03688,0.0214241,0.0582125
gen=1_member=33_pso,0.802657,1.00289,0.0222332,0.0298452
