real_name,obj1,obj2,obj1_sd,obj2_sd
gen=3_member=88_pso,0.717403,0.78003,0.0126725,0.0277266
gen=3_member=84_pso,0.693744,0.863418,0.0168523,0.0475647
gen=3_member=77_pso,0.936534,0.167496,0.0111198,0.0319599
gen=3_member=67_pso,0.870384,0.694736,0.0188694,0.0435017
gen=2_member=59_pso,0.573592,1.00691,0.0176247,0.0388353
gen=1_member=16_pso,0.880788,0.366575,0.0139179,0.0409865
gen=0_training=8,0.763268,0.694295,0,0
gen=0_training=26,0.99443,0.0885041,0,0
gen=3_member=64_pso,0.683602,0.994568,0.0170625,0.0571714
gen=0_training=17,0.586728,0.999791,0,0
gen=3_member=81_pso,0.599712,0.984338,0.0181356,0.0274302
gen=3_member=65_pso,0.602179,1.04505,0.0228266,0.0558353
