real_name,obj1,obj2,obj1_sd,obj2_sd
gen=12_member=334_pso,1.00218,0.999538,0.00883296,0.0222991
gen=12_member=335_pso,0.95259,0.116018,0.00937176,0.0214738
gen=12_member=336_pso,0.749323,0.648293,0.0113637,0.027518
gen=12_member=337_pso,0.67218,0.918847,0.0150471,0.045773
gen=12_member=338_pso,0.727534,0.731674,0.0120155,0.0226137
gen=12_member=339_pso,0.597118,0.949485,0.0231211,0.0883537
gen=12_member=340_pso,0.864658,0.587753,0.011368,0.0601412
gen=12_member=341_pso,1.02228,1.01632,0.0508705,0.0161205
gen=12_member=342_pso,1.01592,0.122067,0.00979977,0.0242926
gen=12_member=343_pso,0.871124,0.292665,0.010871,0.0451104
gen=12_member=344_pso,0.738204,0.673454,0.0165047,0.0315198
gen=12_member=345_pso,1.03773,0.419047,0.0120739,0.0486583
gen=12_member=346_pso,0.907355,0.976699,0.0234797,0.0165259
gen=12_member=347_pso,1.03751,0.437656,0.0127469,0.0709014
gen=12_member=348_pso,0.888147,0.274218,0.0120873,0.0367259
gen=12_member=349_pso,0.684013,0.790414,0.0190813,0.0328524
gen=12_member=350_pso,0.688014,0.818897,0.0142386,0.0330346
gen=12_member=351_pso,0.687189,0.806895,0.0147859,0.0329222
gen=12_member=352_pso,0.990631,0.21837,0.0102526,0.0400949
gen=12_member=353_pso,0.604076,0.98673,0.0191709,0.0267094
gen=12_member=354_pso,0.902332,0.353074,0.0168478,0.0515901
gen=12_member=355_pso,0.70328,0.904081,0.0154,0.0371378
gen=12_member=356_pso,0.622019,0.92878,0.0218603,0.0807268
gen=12_member=357_pso,0.664866,0.86732,0.0195845,0.069485
gen=12_member=358_pso,0.859231,0.329394,0.0115668,0.0317351
gen=12_member=359_pso,0.940555,0.272477,0.0151263,0.0923661
gen=12_member=360_pso,0.753605,0.679142,0.0151237,0.0546981
gen=12_member=361_pso,0.846345,0.454144,0.0121064,0.030583
gen=12_member=362_pso,0.649612,0.996046,0.0153935,0.0340702
gen=12_member=363_pso,0.93877,0.284243,0.0106991,0.0479983
