real_name,obj1,obj2,obj1_sd,obj2_sd
gen=20_member=958_pso,0.992019,0.0931201,0.0114075,0.0109439
gen=20_member=959_pso,0.0973235,1.02323,0.0183069,0.0110749
gen=20_member=960_pso,0.629805,1.01786,0.0149086,0.0110024
gen=20_member=961_pso,1.0023,0.0553484,0.0139886,0.0119685
gen=20_member=962_pso,0.893998,0.345975,0.0209567,0.0217597
gen=20_member=963_pso,0.15614,0.954035,0.012231,0.010809
gen=20_member=964_pso,0.833373,0.31255,0.0110714,0.0112133
gen=20_member=965_pso,0.839562,0.94289,0.0578241,0.0323998
gen=20_member=966_pso,0.781303,0.388374,0.0209561,0.0240893
gen=20_member=967_pso,0.760963,0.416644,0.0124463,0.0112505
gen=20_member=968_pso,0.972778,0.567527,0.0669603,0.0421596
gen=20_member=969_pso,0.915971,0.263524,0.0317771,0.0303441
gen=20_member=970_pso,0.957275,0.172806,0.0172924,0.0262608
gen=20_member=971_pso,0.698917,0.794444,0.0344462,0.0227975
gen=20_member=972_pso,0.595934,0.664435,0.0195459,0.0148549
gen=20_member=973_pso,0.193174,0.999038,0.0160538,0.0123439
gen=20_member=974_pso,0.661338,0.514501,0.0137592,0.0107797
gen=20_member=975_pso,0.979829,0.731353,0.0460885,0.0198145
gen=20_member=976_pso,0.412419,0.730251,0.0193259,0.0175528
gen=20_member=977_pso,0.784962,0.663827,0.0381408,0.0236439
gen=20_member=978_pso,0.691616,0.485931,0.0124147,0.0109013
gen=20_member=979_pso,0.968053,0.111576,0.0134334,0.0206619
gen=20_member=980_pso,0.111916,1.00685,0.0179277,0.0110419
gen=20_member=981_pso,0.121689,1.0177,0.014445,0.0107627
gen=20_member=982_pso,0.99137,0.0527497,0.0112565,0.0139508
gen=20_member=983_pso,0.454918,0.714494,0.0131488,0.011137
gen=20_member=984_pso,0.519717,0.626342,0.0180077,0.0158607
gen=20_member=985_pso,0.271006,0.979259,0.0117187,0.0100166
gen=20_member=986_pso,0.975752,0.14561,0.0210271,0.0207618
gen=20_member=987_pso,0.803406,0.664258,0.0479187,0.0318386
gen=20_member=988_pso,0.609017,0.54915,0.0160585,0.0146161
gen=20_member=989_pso,0.793972,0.351269,0.0169017,0.0173395
gen=20_member=990_pso,0.337868,0.794631,0.0216519,0.016629
gen=20_member=991_pso,0.446341,0.748513,0.0220489,0.0188047
gen=20_member=992_pso,0.326239,0.851158,0.0109138,0.0102921
gen=20_member=993_pso,0.74717,0.542954,0.0239746,0.0212507
gen=20_member=994_pso,0.906438,0.367191,0.0435045,0.0338269
gen=20_member=995_pso,0.201686,0.931435,0.0112974,0.0101292
gen=20_member=996_pso,0.111108,1.0281,0.0207965,0.0113428
gen=20_member=997_pso,0.104127,1.00749,0.0143161,0.0101171
gen=20_member=998_pso,0.688698,0.478361,0.0201249,0.0171614
gen=20_member=999_pso,0.994517,0.091832,0.0110353,0.0106909
gen=20_member=1000_pso,0.590639,0.594582,0.0146678,0.011337
gen=20_member=1001_pso,0.371349,0.755706,0.0186274,0.0123873
gen=20_member=1002_pso,0.104511,1.005,0.0144208,0.0101753
gen=20_member=1003_pso,0.37139,0.790081,0.0187203,0.0161995
gen=20_member=1004_pso,0.937222,0.329612,0.0391931,0.0376101
gen=20_member=1005_pso,0.710196,0.582182,0.0273316,0.0180293
gen=20_member=1006_pso,0.887016,0.253278,0.0157495,0.0147313
gen=20_member=1007_pso,0.733498,0.500354,0.0240046,0.0165093
