real_name,obj1,obj2,obj1_sd,obj2_sd
gen=5_member=149_pso,0.898661,0.215058,0.00988509,0.0325743
gen=7_member=209_pso,0.703096,0.731337,0.0176079,0.0399083
gen=6_member=172_pso,0.845029,0.376961,0.011767,0.0508153
gen=5_member=140_pso,0.677218,0.807489,0.0196534,0.0341575
gen=7_member=191_pso,0.499281,1.05347,0.0207576,0.0504461
gen=7_member=190_pso,0.739175,0.703495,0.0176545,0.0344982
gen=7_member=187_pso,0.824072,0.500816,0.0127589,0.0580178
gen=4_member=97_pso,0.642293,0.883208,0.0179084,0.0481124
gen=6_member=174_pso,0.948112,0.138767,0.0114101,0.0302635
gen=5_member=138_pso,0.871882,0.302191,0.0111861,0.0486811
gen=3_member=88_pso,0.717403,0.78003,0.0126725,0.0277266
gen=3_member=77_pso,0.936534,0.167496,0.0111198,0.0319599
gen=1_member=16_pso,0.880788,0.366575,0.0139179,0.0409865
gen=0_training=26,0.99443,0.0885041,0,0
gen=7_member=207_pso,0.599995,0.95756,0.0195939,0.0559577
gen=7_member=199_pso,0.81567,0.618774,0.0131103,0.0584227
gen=7_member=192_pso,0.516312,1.04548,0.0170199,0.0415946
gen=7_member=188_pso,0.54303,1.02829,0.0242018,0.0667132
gen=6_member=179_pso,0.815653,0.55808,0.0113191,0.0215668
gen=4_member=118_pso,0.551281,1.02581,0.0162908,0.0361233
gen=3_member=84_pso,0.693744,0.863418,0.0168523,0.0475647
gen=0_training=8,0.763268,0.694295,0,0
gen=7_member=193_pso,0.94444,0.202039,0.0153899,0.0525979
gen=7_member=210_pso,0.628822,0.939648,0.0167253,0.0664665
gen=5_member=135_pso,0.651366,0.935308,0.0163825,0.0531633
gen=2_member=59_pso,0.573592,1.00691,0.0176247,0.0388353
gen=5_member=132_pso,0.642873,1.00939,0.0183369,0.0644719
gen=5_member=124_pso,0.689494,0.827422,0.0194837,0.062013
gen=7_member=205_pso,0.693006,0.895298,0.0165897,0.0414998
gen=6_member=178_pso,0.587974,0.981042,0.0246106,0.0829966
