real_name,obj1,obj2,obj1_sd,obj2_sd
gen=58_member=142_pso,0.776762,0.453228,0,0
gen=61_member=246_pso,0.99991,1,0,0
gen=62_member=270_pso,0.674112,0.587829,0,0
gen=64_member=323_pso,0.972472,0.0119287,0,0
gen=64_member=328_pso,0.671232,0.590954,0,0
gen=64_member=337_pso,0.00377749,0.985733,0,0
gen=66_member=394_pso,0.634579,0.630333,0,0
gen=66_member=400_pso,0.568611,0.692116,0,0
gen=66_member=404_pso,0.732908,0.517458,0,0
gen=67_member=411_pso,0.574794,0.685505,0,0
gen=67_member=418_pso,0.0221333,0.968424,0,0
gen=67_member=424_pso,0.843435,0.338515,0,0
gen=67_member=439_pso,0.979547,0.00573028,0,0
gen=68_member=454_pso,0.919712,0.208635,0,0
gen=69_member=477_pso,0.755128,0.484361,0,0
gen=69_member=497_pso,0.62974,0.635534,0,0
gen=70_member=502_pso,0.722385,0.529792,0,0
gen=70_member=524_pso,0.872915,0.288866,0,0
gen=70_member=527_pso,0.608662,0.657497,0,0
gen=72_member=567_pso,0.728206,0.525087,0,0
gen=72_member=573_pso,0.270114,0.875124,0,0
gen=72_member=581_pso,0.80596,0.404774,0,0
gen=72_member=584_pso,0.462571,0.804748,0,0
gen=72_member=587_pso,0.941814,0.175681,0,0
gen=73_member=593_pso,0.344845,0.838977,0,0
gen=73_member=598_pso,0.84575,0.33623,0,0
gen=73_member=600_pso,0.975216,0.12956,0,0
gen=73_member=602_pso,0.898362,0.212973,0,0
gen=73_member=607_pso,0.87391,0.285694,0,0
gen=73_member=620_pso,0.494057,0.750249,0,0
