time,elapsed_seconds,message
01:08:16,7.86e-05,PEST++ performance logger started
01:08:16,0.0003515,starting to process control file
01:08:16,0.0064863,finished processing control file
01:08:16,0.0108422,initializing MOEA process
01:08:16,0.0002075,using 'nsga2_ppd' env selector
01:08:16,2.31e-05,using binary tournament mating pool selector
01:08:16,2.42e-05,saving generation specific populations and archives every nth generation 1
01:08:16,3.93e-05,'opt_dec_var_groups' passed, using 2 adjustable parameters as decision variables
01:08:16,3.25e-05,number of decision variables:  2
01:08:16,2.17e-05,max run fail:  3
01:08:16,2.02e-05,'opt_chance_points' = SINGLE, evaluting chance at representative point
01:08:16,3.84e-05,initializing constraints
01:08:16,0.0008198,using particle swarm generator
01:08:16,0.0015048,processing dv population file initial.dv_pop.csv
01:08:16,3.71e-05,loading dv population from csv file initial.dv_pop.csv
01:08:16,0.0083465,dv population with 30 members read from 'initial.dv_pop.csv'

01:08:16,4.82e-05,previous generation numbers detected in dv population, fast forwarding generation counter to 20
01:08:16,9.8e-06,processing obs population file initial.obs_pop.csv
01:08:16,1.64e-05,loading obs population from csv file initial.obs_pop.csv
01:08:16,0.0061884,obs population with 30 members read from 'initial.obs_pop.csv'

01:08:16,0.0023415, saved observation population to  fon.0.obs_pop.csv
01:08:16,2.35e-05,initial population decision variable summary:
01:08:16,5.3e-05,initial population objective function summary:
01:08:16,2.69e-05,seeking optimal trade-off point for single 'optimal' chance point runs
01:08:16,2.47e-05,using member GEN=17_MEMBER=491_PSO as single, 'optimal' point
   with distance of 0.829415 from optimal trade - off
01:08:16,0.0018065, saved initial dv population to  fon.0.dv_pop.csv
01:08:16,2.13e-05,performing initial pareto dominance sort
01:08:16,0.0045639,ParetoObjectives::get_nsga2_pareto_dominance() for 30 population members
01:08:16,4.55e-05,ParetoObjectives::update() for  30 population members
01:08:16,9e-06,preparing fast-lookup containers
01:08:16,0.000329,checking for duplicate solutions
01:08:16,0.000134,calculating fitness
01:08:16,9.8e-06,get_spea_fitness
01:08:16,8.4e-05,fill domination containers
01:08:16,0.0004048,pareto front sorting
01:08:16,7.9e-06,starting 'fast non-dom sort
01:08:16,7.3e-06,fill domination containers
01:08:16,0.0002963,finding first front
01:08:16,1.26e-05,sorting remaining fronts
