real_name,obj1,obj2,obj1_sd,obj2_sd
gen=10_member=275_pso,0.739984,0.536843,0,0
gen=10_member=290_pso,0.895356,0.262034,0,0
gen=11_member=331_pso,0.443821,0.781957,0,0
gen=12_member=335_pso,0.984464,0.026722,0,0
gen=13_member=373_pso,0.977054,0.0276138,0,0
gen=13_member=386_pso,0.648354,0.62683,0,0
gen=14_member=395_pso,0.826772,0.456852,0,0
gen=14_member=411_pso,0.476968,0.761126,0,0
gen=14_member=420_pso,0.919002,0.209238,0,0
gen=15_member=436_pso,0.53914,0.715475,0,0
gen=16_member=479_pso,0.935249,0.170977,0,0
gen=16_member=483_pso,0.682845,0.58696,0,0
gen=17_member=491_pso,0.7004,0.562456,0,0
gen=17_member=504_pso,0.786437,0.459565,0,0
gen=17_member=511_pso,0.846996,0.338678,0,0
gen=18_member=517_pso,0.993896,0.101464,0,0
gen=18_member=518_pso,0.123989,0.996131,0,0
gen=18_member=527_pso,0.968182,0.0307688,0,0
gen=19_member=549_pso,0.633186,0.638985,0,0
gen=19_member=556_pso,0.865994,0.322597,0,0
gen=19_member=560_pso,0.55836,0.826714,0,0
gen=19_member=565_pso,0.530383,0.722301,0,0
gen=20_member=577_pso,0.930582,0.183823,0,0
gen=20_member=582_pso,0.965487,0.220453,0,0
gen=20_member=584_pso,0.897035,0.2183,0,0
gen=20_member=601_pso,0.0672193,0.975269,0,0
gen=5_member=149_pso,0.957058,0.0872045,0,0
gen=7_member=191_pso,0.108101,0.995583,0,0
gen=7_member=209_pso,0.591928,0.670637,0,0
gen=8_member=237_pso,0.716884,0.561869,0,0
