real_name,obj1,obj2,obj1_sd,obj2_sd
gen=21_member=0_pso,1.01775,0.924444,0.0245625,0.102755
gen=21_member=1_pso,1.01071,0.909189,0.0215028,0.190669
gen=21_member=2_pso,1.04627,0.85071,0.0298318,0.0660973
gen=21_member=3_pso,1.03069,1.0066,0.0487601,0.139108
gen=21_member=4_pso,1.02284,1.04897,0.0828644,0.173538
gen=21_member=5_pso,0.908957,0.965047,0.0390867,0.067707
gen=21_member=6_pso,0.668749,0.96608,0.0720035,0.0911015
gen=21_member=7_pso,0.994378,0.984291,0.0129562,0.0480976
gen=21_member=8_pso,1.05463,0.773895,0.156415,0.346553
gen=21_member=9_pso,1.06794,1.02317,0.131197,0.123071
gen=21_member=10_pso,1.01632,1.02869,0.0505307,0.157186
gen=21_member=11_pso,0.990791,0.614384,0.042975,0.0786734
gen=21_member=12_pso,0.82713,1.03331,0.0896912,0.0608227
gen=21_member=13_pso,0.998993,1.00234,0.0095494,0.0298426
gen=21_member=14_pso,1.10587,1.03398,0.061923,0.179251
gen=21_member=15_pso,0.807603,0.478949,0.0102579,0.0142931
gen=21_member=16_pso,1.01023,0.907591,0.0240729,0.12401
gen=21_member=17_pso,1.01376,0.985936,0.0614038,0.213504
gen=21_member=18_pso,0.978747,0.344484,0.0303377,0.0482019
gen=21_member=19_pso,0.973827,0.0416048,0.00413358,0.00393005
gen=21_member=20_pso,0.68161,0.618427,0.00889575,0.00929325
gen=21_member=21_pso,1.00845,0.785388,0.0581615,0.0930878
gen=21_member=22_pso,1.05983,0.934406,0.034748,0.0763914
gen=21_member=23_pso,1.01412,1.01973,0.0186028,0.157574
gen=21_member=24_pso,0.947801,0.955728,0.0718416,0.0717705
gen=21_member=25_pso,0.992549,1.02224,0.0205944,0.0708443
gen=21_member=26_pso,1.01368,0.952387,0.0239846,0.0640481
gen=21_member=27_pso,0.028055,0.983009,0.00840705,0.00647596
gen=21_member=28_pso,1.1217,1.09332,0.210138,0.149952
gen=21_member=29_pso,1.06641,1.02426,0.0890719,0.0738516
