generation,member,obj1,obj2,obj1_sd,obj2_sd,obj1_sd_syn,obj2_sd_syn,nsga2_front,nsga2_crowding_distance,nn_count,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
0,gen=22_member=50_pso,0.939091,0.101808,0,0,0.0474822,0.0489905,1,0.25,1,0.448653,0.448653,1,-999
0,gen=27_member=188_pso,0.732535,0.516073,0,0,0.0474822,0.0489905,1,1,0,0.465235,0.465235,1,-999
0,gen=27_member=190_pso,0.967308,0.0265127,0,0,0.0474822,0.0489905,1,1,0,0.433034,0.433034,1,-999
0,gen=29_member=261_pso,0.790866,0.431986,0,0,0.0474822,0.0489905,1,1,0,0.458815,0.458815,1,-999
0,gen=31_member=322_pso,0.0365185,0.987814,0,0,0.0474822,0.0489905,1,1,0,0.393444,0.393444,1,-999
0,gen=32_member=350_pso,0.623703,0.640494,0,0,0.0474822,0.0489905,1,1,0,0.486132,0.486132,1,-999
0,gen=34_member=395_pso,0.180016,0.921471,0,0,0.0474822,0.0489905,1,1,0,0.419481,0.419481,1,-999
0,gen=34_member=396_pso,0.656521,0.609247,0,0,0.0474822,0.0489905,1,1,0,0.478223,0.478223,1,-999
0,gen=34_member=397_pso,0.561205,0.697262,0,0,0.0474822,0.0489905,1,1,0,0.479747,0.479747,1,-999
0,gen=35_member=424_pso,0.635252,0.629524,0,0,0.0474822,0.0489905,1,1,0,0.482396,0.482396,1,-999
0,gen=35_member=442_pso,0.986163,0.00800453,0,0,0.0474822,0.0489905,1,1,0,0.428525,0.428525,1,-999
0,gen=37_member=491_pso,0.515085,0.734107,0,0,0.0474822,0.0489905,1,1,0,0.46655,0.46655,1,-999
0,gen=38_member=521_pso,0.854134,0.31435,0,0,0.0474822,0.0489905,1,1,0,0.448653,0.448653,1,-999
0,gen=38_member=530_pso,0.689541,0.580189,0,0,0.0474822,0.0489905,1,1,0,0.478633,0.478633,1,-999
0,gen=38_member=535_pso,0.912998,0.203793,0,0,0.0474822,0.0489905,1,1,0,0.457579,0.457579,1,-999
0,gen=38_member=539_pso,0.313446,0.857333,0,0,0.0474822,0.0489905,1,0.25,1,0.435736,0.435736,1,-999
0,gen=39_member=555_pso,0.851287,0.318767,0,0,0.0474822,0.0489905,1,0.25,1,0.448373,0.448373,1,-999
