real_name,obj1,obj2,obj1_sd,obj2_sd
gen=51_member=340_pso,0.304397,0.880443,0.00996267,0.00851392
gen=51_member=341_pso,0.986939,1.00796,0.0186736,0.0959964
gen=51_member=342_pso,0.87888,0.261723,0.00374756,0.00317575
gen=51_member=343_pso,0.944115,0.103978,0.00373989,0.0030207
gen=51_member=344_pso,1.0045,0.980423,0.0162437,0.181548
gen=51_member=345_pso,0.710735,0.545632,0.00309888,0.00331185
gen=51_member=346_pso,0.966124,1.00478,0.0407615,0.171098
gen=51_member=347_pso,0.803366,0.998094,0.0256839,0.0287947
gen=51_member=348_pso,0.593052,0.678999,0.00394099,0.00382392
gen=51_member=349_pso,0.974092,0.993613,0.0356356,0.0554813
gen=51_member=350_pso,0.109208,0.955308,0.00609767,0.00537781
gen=51_member=351_pso,0.907142,0.307478,0.00768953,0.010903
gen=51_member=352_pso,1.06037,1.01349,0.123595,0.0448146
gen=51_member=353_pso,0.960301,1.00221,0.077161,0.0269958
gen=51_member=354_pso,0.997343,0.593148,0.0121178,0.0416472
gen=51_member=355_pso,0.951359,0.253351,0.00481338,0.00473894
gen=51_member=356_pso,1.00047,1.00862,0.00800275,0.0426576
gen=51_member=357_pso,0.749305,0.494693,0.00355545,0.00301624
gen=51_member=358_pso,0.563962,0.701867,0.0047321,0.00480811
gen=51_member=359_pso,0.990975,0.985906,0.109809,0.0745946
gen=51_member=360_pso,0.911136,0.331544,0.00961335,0.0134075
gen=51_member=361_pso,1.05557,0.719945,0.0362566,0.0811895
gen=51_member=362_pso,0.988825,0.0174423,0.00524897,0.00459079
gen=51_member=363_pso,0.159821,0.947984,0.0119914,0.0083272
gen=51_member=364_pso,0.147574,0.932094,0.004288,0.00453499
gen=51_member=365_pso,0.118933,0.971887,0.00850294,0.00603844
gen=51_member=366_pso,0.0676735,0.958108,0.00617013,0.00519189
gen=51_member=367_pso,0.654608,0.609207,0.00309809,0.00313058
gen=51_member=368_pso,0.828698,0.371442,0.00377733,0.00322749
gen=51_member=369_pso,0.896855,0.235161,0.00423694,0.00379148
