real_name,obj1,obj2,obj1_sd,obj2_sd
gen=59_member=580_pso,0.499769,0.751152,0.00397066,0.00402909
gen=59_member=581_pso,0.982173,0.212761,0.0210257,0.0360701
gen=59_member=582_pso,0.0406425,0.974376,0.00490332,0.00458635
gen=59_member=583_pso,0.532398,0.726631,0.00327544,0.00341616
gen=59_member=584_pso,0.0837511,0.995702,0.00704925,0.00522071
gen=59_member=585_pso,0.906295,0.193766,0.00385089,0.0033868
gen=59_member=586_pso,0.939936,0.0992089,0.00372612,0.00309679
gen=59_member=587_pso,0.43722,1.00752,0.0473752,0.0209469
gen=59_member=588_pso,0.670163,0.681117,0.00515969,0.00562431
gen=59_member=589_pso,0.45632,1.00152,0.0106461,0.00591179
gen=59_member=590_pso,0.531389,0.733474,0.00375309,0.00360557
gen=59_member=591_pso,0.989134,0.0284212,0.0054912,0.00503221
gen=59_member=592_pso,0.830381,0.362544,0.00368546,0.00321816
gen=59_member=593_pso,0.0471891,0.963457,0.00486322,0.00490375
gen=59_member=594_pso,0.286982,0.872527,0.00370449,0.00360723
gen=59_member=595_pso,0.882858,0.252499,0.00389913,0.0033185
gen=59_member=596_pso,0.983772,0.126303,0.00518431,0.00649125
gen=59_member=597_pso,0.972451,0.100095,0.00411641,0.00399184
gen=59_member=598_pso,0.739589,0.512689,0.00352622,0.00301186
gen=59_member=599_pso,0.195944,0.993584,0.0135469,0.00785439
gen=59_member=600_pso,0.997041,1.00268,0.0104089,0.162034
gen=59_member=601_pso,0.247047,1.00125,0.0247086,0.0120054
gen=59_member=602_pso,1.04782,1.08855,0.25856,0.0892229
gen=59_member=603_pso,0.93791,0.6486,0.0231233,0.0426615
gen=59_member=604_pso,0.644684,0.623393,0.00288467,0.00294681
gen=59_member=605_pso,0.797659,0.546724,0.0041978,0.00384929
gen=59_member=606_pso,0.595409,1.00386,0.0230591,0.0122973
gen=59_member=607_pso,0.0273317,0.971199,0.00586482,0.00509053
gen=59_member=608_pso,0.48243,0.757429,0.00318046,0.00331074
gen=59_member=609_pso,0.653973,0.609867,0.00305719,0.00315444
