real_name,obj1,obj2
gen=80_member=4000_pso,-9.38596,0.286388
gen=80_member=4001_pso,-8.55762,3.03185
gen=80_member=4002_pso,-8.26918,-1.81738
gen=80_member=4003_pso,-7.76695,-4.70791
gen=80_member=4004_pso,-8.51555,-1.27544
gen=80_member=4005_pso,-9.17414,1.05614
gen=80_member=4006_pso,-7.16688,-6.5255
gen=80_member=4007_pso,-9.76178,0.243824
gen=80_member=4008_pso,-8.10763,-2.40809
gen=80_member=4009_pso,-7.09762,6.68893
gen=80_member=4010_pso,-9.01158,-0.0200021
gen=80_member=4011_pso,-7.25408,-7.53533
gen=80_member=4012_pso,-8.25283,-2.73689
gen=80_member=4013_pso,-8.69697,-0.684621
gen=80_member=4014_pso,-8.7067,2.34375
gen=80_member=4015_pso,-7.93147,-3.57413
gen=80_member=4016_pso,-6.44551,-1.69141
gen=80_member=4017_pso,-7.689,-4.86884
gen=80_member=4018_pso,-8.06143,-2.58093
gen=80_member=4019_pso,-9.03807,0.357959
gen=80_member=4020_pso,-7.154,-1.36602
gen=80_member=4021_pso,-7.37167,1.20829
gen=80_member=4022_pso,-8.38389,3.8966
gen=80_member=4023_pso,-8.46167,-1.61923
gen=80_member=4024_pso,-6.22617,-6.2876
gen=80_member=4025_pso,-7.07588,-1.24229
gen=80_member=4026_pso,-8.0168,6.27056
gen=80_member=4027_pso,-7.2811,-5.83786
gen=80_member=4028_pso,-8.28518,-1.85397
gen=80_member=4029_pso,-8.32256,-1.60211
gen=80_member=4030_pso,-9.60451,0.298228
gen=80_member=4031_pso,-7.10503,-7.48106
gen=80_member=4032_pso,-9.80089,0.208339
gen=80_member=4033_pso,-9.76497,0.212007
gen=80_member=4034_pso,-6.61778,1.93962
gen=80_member=4035_pso,-8.6431,2.25802
gen=80_member=4036_pso,-6.65115,2.59027
gen=80_member=4037_pso,-9.79538,0.211851
gen=80_member=4038_pso,-9.45032,0.285937
gen=80_member=4039_pso,-9.48841,0.351017
gen=80_member=4040_pso,-9.4411,0.312486
gen=80_member=4041_pso,-7.60661,-1.4014
gen=80_member=4042_pso,-6.97645,-6.31385
gen=80_member=4043_pso,-6.03821,2.89242
gen=80_member=4044_pso,-7.55782,-5.05397
gen=80_member=4045_pso,-9.44328,0.337429
gen=80_member=4046_pso,-9.6605,0.255562
gen=80_member=4047_pso,-7.5019,-5.34141
gen=80_member=4048_pso,-7.59369,-5.79226
gen=80_member=4049_pso,-7.67223,-4.50058
