real_name,obj1,obj2
gen=20_member=1000_pso,-8.83205,1.95336
gen=20_member=1001_pso,-7.83677,-3.43926
gen=20_member=1002_pso,-7.94743,-3.45012
gen=20_member=1003_pso,-6.25931,-5.03138
gen=20_member=1004_pso,-8.89248,1.72515
gen=20_member=1005_pso,-8.98952,-0.0632485
gen=20_member=1006_pso,-8.22601,-2.03507
gen=20_member=1007_pso,-7.2558,-5.15706
gen=20_member=1008_pso,-9.81506,0.213431
gen=20_member=1009_pso,-8.93013,1.63636
gen=20_member=1010_pso,-7.93125,-3.59138
gen=20_member=1011_pso,-8.42363,-0.548648
gen=20_member=1012_pso,-7.91391,-3.64473
gen=20_member=1013_pso,-9.84171,0.187567
gen=20_member=1014_pso,-7.56464,-5.35653
gen=20_member=1015_pso,-6.77633,3.70231
gen=20_member=1016_pso,-6.63475,1.99431
gen=20_member=1017_pso,-7.94646,-3.41951
gen=20_member=1018_pso,-8.91179,-0.114775
gen=20_member=1019_pso,-7.29771,-7.64025
gen=20_member=1020_pso,-9.74289,0.297011
gen=20_member=1021_pso,-7.95074,-3.48015
gen=20_member=1022_pso,-8.85283,-0.0062217
gen=20_member=1023_pso,-8.26388,-2.65784
gen=20_member=1024_pso,-7.39757,2.83712
gen=20_member=1025_pso,-7.78375,-2.51438
gen=20_member=1026_pso,-7.04419,6.08532
gen=20_member=1027_pso,-9.16149,0.863322
gen=20_member=1028_pso,-7.98484,-3.27529
gen=20_member=1029_pso,-7.60193,-4.33034
gen=20_member=1030_pso,-9.87689,0.111896
gen=20_member=1031_pso,-6.7392,0.0821395
gen=20_member=1032_pso,-7.84017,3.64756
gen=20_member=1033_pso,-7.78055,-3.24092
gen=20_member=1034_pso,-7.57608,-0.953934
gen=20_member=1035_pso,-7.37747,-7.31215
gen=20_member=1036_pso,-7.94701,-1.7903
gen=20_member=1037_pso,-8.73355,-0.622753
gen=20_member=1038_pso,-7.40702,2.43429
gen=20_member=1039_pso,-9.00662,0.0487354
gen=20_member=1040_pso,-7.64318,-5.2824
gen=20_member=1041_pso,-6.38921,0.719211
gen=20_member=1042_pso,-7.43605,-2.6343
gen=20_member=1043_pso,-7.00435,-3.27304
gen=20_member=1044_pso,-8.57928,2.1744
gen=20_member=1045_pso,-8.23532,-2.21727
gen=20_member=1046_pso,-6.22992,7.81786
gen=20_member=1047_pso,-7.59831,-1.88674
gen=20_member=1048_pso,-8.94458,1.5417
gen=20_member=1049_pso,-8.43488,-0.831375
