real_name,obj1,obj2
gen=40_member=2000_pso,-7.81957,-3.11827
gen=40_member=2001_pso,-7.91595,-0.338164
gen=40_member=2002_pso,-9.2148,0.288994
gen=40_member=2003_pso,-6.81885,-2.49484
gen=40_member=2004_pso,-9.50308,0.541976
gen=40_member=2005_pso,-8.4945,-1.40322
gen=40_member=2006_pso,-7.47513,-6.22399
gen=40_member=2007_pso,-8.81255,1.99448
gen=40_member=2008_pso,-8.18353,5.36155
gen=40_member=2009_pso,-7.74645,2.57768
gen=40_member=2010_pso,-9.13529,0.462211
gen=40_member=2011_pso,-9.52778,0.424054
gen=40_member=2012_pso,-7.8819,-3.76243
gen=40_member=2013_pso,-6.61757,1.65635
gen=40_member=2014_pso,-9.68083,0.255901
gen=40_member=2015_pso,-7.88528,-3.82643
gen=40_member=2016_pso,-7.33407,-0.429749
gen=40_member=2017_pso,-6.4771,-1.85096
gen=40_member=2018_pso,-8.41089,-1.06033
gen=40_member=2019_pso,-7.82384,-3.62697
gen=40_member=2020_pso,-7.50189,-1.57444
gen=40_member=2021_pso,-6.93987,-5.81137
gen=40_member=2022_pso,-9.56927,0.32999
gen=40_member=2023_pso,-8.56061,2.83176
gen=40_member=2024_pso,-6.92334,-0.0545512
gen=40_member=2025_pso,-6.44687,0.399565
gen=40_member=2026_pso,-9.42425,0.584281
gen=40_member=2027_pso,-6.97443,-5.14877
gen=40_member=2028_pso,-6.51499,-2.60253
gen=40_member=2029_pso,-8.73525,1.19606
gen=40_member=2030_pso,-9.27259,0.264087
gen=40_member=2031_pso,-8.39494,1.14068
gen=40_member=2032_pso,-6.07408,2.07308
gen=40_member=2033_pso,-7.52205,-6.512
gen=40_member=2034_pso,-7.56386,-3.09491
gen=40_member=2035_pso,-7.13672,-6.64581
gen=40_member=2036_pso,-6.20271,-1.37014
gen=40_member=2037_pso,-9.89996,0.135742
gen=40_member=2038_pso,-6.97478,-6.34568
gen=40_member=2039_pso,-6.99822,-5.7448
gen=40_member=2040_pso,-9.34035,0.445951
gen=40_member=2041_pso,-8.78934,2.04823
gen=40_member=2042_pso,-7.96733,-3.51608
gen=40_member=2043_pso,-8.02925,0.743732
gen=40_member=2044_pso,-8.38627,-1.01895
gen=40_member=2045_pso,-7.24014,-5.42258
gen=40_member=2046_pso,-8.37979,2.42701
gen=40_member=2047_pso,-8.58876,3.01909
gen=40_member=2048_pso,-6.31638,11.1877
gen=40_member=2049_pso,-8.66214,2.48291
