real_name,obj1,obj2
gen=14_member=708_pso,-7.15873,-7.6533
gen=17_member=871_pso,-9.97793,0.0293872
gen=19_member=998_pso,-9.02159,-0.00736326
gen=10_member=530_pso,-8.51474,-1.55061
gen=19_member=989_pso,-8.65034,-1.06078
gen=11_member=597_pso,-7.47633,-6.80847
gen=16_member=818_pso,-7.56153,-5.8405
gen=2_member=134_pso,-7.98271,-3.79313
gen=17_member=896_pso,-7.71147,-5.05062
gen=20_member=1035_pso,-7.37747,-7.31215
gen=15_member=758_pso,-7.77142,-4.54322
gen=19_member=960_pso,-7.52226,-6.47467
gen=20_member=1019_pso,-7.29771,-7.64025
gen=19_member=995_pso,-8.05548,-3.63796
gen=11_member=567_pso,-8.70587,-0.843262
gen=19_member=962_pso,-7.85053,-4.01858
gen=12_member=636_pso,-8.77308,-0.605322
gen=16_member=824_pso,-8.32982,-2.35523
gen=14_member=711_pso,-8.08799,-3.35644
gen=12_member=600_pso,-8.8662,-0.335965
gen=19_member=968_pso,-7.32142,-7.31348
gen=11_member=565_pso,-8.33909,-2.07349
gen=7_member=363_pso,-8.3779,-1.98179
gen=16_member=845_pso,-8.46891,-1.79709
gen=18_member=920_pso,-8.24589,-2.8917
gen=20_member=1040_pso,-7.64318,-5.2824
gen=15_member=769_pso,-8.21545,-3.01817
gen=9_member=492_pso,-8.29908,-2.58363
gen=16_member=831_pso,-7.82031,-4.27243
gen=12_member=619_pso,-7.51764,-6.52445
gen=19_member=959_pso,-8.94297,-0.172514
gen=20_member=1023_pso,-8.26388,-2.65784
gen=18_member=923_pso,-7.59713,-5.58315
gen=14_member=741_pso,-8.16658,-3.1658
gen=15_member=772_pso,-8.4345,-1.83029
gen=18_member=904_pso,-7.60417,-5.50866
gen=20_member=1037_pso,-8.73355,-0.622753
gen=18_member=949_pso,-7.6799,-5.22433
gen=18_member=902_pso,-8.12988,-3.23103
gen=14_member=729_pso,-7.80255,-4.44916
gen=13_member=657_pso,-8.87944,-0.330796
gen=13_member=658_pso,-7.84534,-4.10033
gen=5_member=261_pso,-8.99062,-0.0792972
gen=6_member=325_pso,-8.97203,-0.127908
gen=19_member=953_pso,-7.84721,-4.08846
