real_name,obj1,obj2
gen=73_member=3697_pso,-7.22704,-7.74623
gen=54_member=2720_pso,-9.99415,0.0132209
gen=29_member=1488_pso,-9.07912,0.00416
gen=30_member=1514_pso,-7.66886,-5.42129
gen=16_member=831_pso,-7.82031,-4.27243
gen=77_member=3869_pso,-8.42793,-1.99429
gen=71_member=3559_pso,-8.8345,-0.482404
gen=75_member=3792_pso,-8.12369,-3.46704
gen=77_member=3862_pso,-8.70927,-0.868609
gen=64_member=3234_pso,-7.64126,-5.63953
gen=70_member=3535_pso,-8.39862,-2.12386
gen=41_member=2066_pso,-7.71305,-5.09058
gen=35_member=1776_pso,-7.34132,-7.4946
gen=27_member=1392_pso,-7.9339,-3.86996
gen=24_member=1222_pso,-8.58489,-1.33633
gen=22_member=1106_pso,-7.60726,-5.87004
gen=23_member=1195_pso,-8.60817,-1.1711
gen=45_member=2279_pso,-8.1685,-3.2223
gen=64_member=3240_pso,-8.07366,-3.6129
gen=37_member=1872_pso,-8.25889,-2.76405
gen=16_member=845_pso,-8.46891,-1.79709
gen=74_member=3741_pso,-8.34115,-2.40047
gen=62_member=3145_pso,-8.19929,-3.12045
gen=61_member=3079_pso,-7.49093,-6.70528
gen=38_member=1922_pso,-7.62538,-5.72036
gen=56_member=2821_pso,-8.37426,-2.25642
gen=74_member=3701_pso,-8.02225,-3.71972
gen=12_member=619_pso,-7.51764,-6.52445
gen=72_member=3641_pso,-7.40025,-7.23965
gen=30_member=1519_pso,-8.45871,-1.83718
gen=38_member=1944_pso,-8.66852,-1.0159
gen=65_member=3297_pso,-7.36757,-7.39171
gen=61_member=3091_pso,-8.31272,-2.54403
gen=78_member=3915_pso,-8.78781,-0.594084
gen=31_member=1569_pso,-8.50561,-1.62887
gen=69_member=3464_pso,-7.87981,-3.88333
gen=49_member=2490_pso,-7.73476,-4.95706
gen=23_member=1184_pso,-7.54713,-6.33674
gen=15_member=769_pso,-8.21545,-3.01817
gen=70_member=3523_pso,-9.02754,-0.0469299
gen=42_member=2143_pso,-8.87336,-0.390066
gen=14_member=729_pso,-7.80255,-4.44916
gen=45_member=2251_pso,-7.30538,-7.60555
gen=26_member=1322_pso,-7.69026,-5.23027
gen=13_member=658_pso,-7.84534,-4.10033
gen=2_member=134_pso,-7.98271,-3.79313
gen=55_member=2757_pso,-7.68343,-5.27258
gen=19_member=995_pso,-8.05548,-3.63796
gen=33_member=1691_pso,-7.28025,-7.682
gen=18_member=920_pso,-8.24589,-2.8917
gen=52_member=2649_pso,-7.38431,-7.31331
gen=78_member=3904_pso,-7.56927,-6.18407
gen=22_member=1127_pso,-8.74073,-0.720405
gen=36_member=1848_pso,-8.36418,-2.35036
gen=57_member=2873_pso,-8.73282,-0.774103
gen=22_member=1114_pso,-7.57206,-6.16338
gen=68_member=3412_pso,-8.14551,-3.33901
gen=23_member=1177_pso,-7.85806,-3.94842
gen=43_member=2156_pso,-8.63183,-1.09504
gen=59_member=2993_pso,-7.45536,-6.89984
gen=25_member=1297_pso,-7.58754,-6.0004
gen=23_member=1173_pso,-7.76924,-4.65041
gen=28_member=1410_pso,-8.28607,-2.66221
gen=10_member=530_pso,-8.51474,-1.55061
gen=79_member=3973_pso,-8.23217,-2.93405
gen=24_member=1248_pso,-8.91157,-0.235029
gen=65_member=3271_pso,-7.538,-6.37655
gen=35_member=1782_pso,-8.7709,-0.643491
gen=21_member=1077_pso,-7.41797,-7.0949
gen=19_member=960_pso,-7.52226,-6.47467
gen=38_member=1906_pso,-9.06362,-0.00309161
gen=58_member=2932_pso,-7.44615,-6.99017
gen=44_member=2210_pso,-8.55736,-1.40655
gen=30_member=1541_pso,-8.13506,-3.35961
gen=41_member=2091_pso,-7.78848,-4.55402
gen=37_member=1888_pso,-8.89783,-0.284941
gen=34_member=1704_pso,-7.59069,-5.99708
gen=27_member=1381_pso,-7.75207,-4.75113
gen=23_member=1165_pso,-7.98846,-3.77067
gen=73_member=3672_pso,-8.54061,-1.49228
gen=36_member=1816_pso,-7.23884,-7.72574
gen=13_member=657_pso,-8.87944,-0.330796
gen=36_member=1802_pso,-8.99936,-0.100922
gen=9_member=492_pso,-8.29908,-2.58363
gen=48_member=2409_pso,-7.43145,-7.02695
gen=70_member=3543_pso,-7.46714,-6.82835
gen=80_member=4003_pso,-7.76695,-4.70791
gen=20_member=1019_pso,-7.29771,-7.64025
gen=35_member=1761_pso,-7.47954,-6.74532
gen=74_member=3744_pso,-7.85566,-4.0465
gen=19_member=989_pso,-8.65034,-1.06078
gen=43_member=2173_pso,-7.74766,-4.83874
gen=22_member=1112_pso,-8.94877,-0.216967
gen=56_member=2809_pso,-8.97532,-0.168795
gen=67_member=3373_pso,-7.74264,-4.88605
gen=11_member=597_pso,-7.47633,-6.80847
gen=71_member=3593_pso,-8.28851,-2.63396
gen=71_member=3584_pso,-8.95685,-0.182173
gen=67_member=3361_pso,-8.9857,-0.136791
gen=65_member=3268_pso,-7.79796,-4.48157
gen=21_member=1054_pso,-8.50654,-1.60982
gen=63_member=3165_pso,-7.79199,-4.52505
gen=12_member=636_pso,-8.77308,-0.605322
gen=72_member=3609_pso,-8.65253,-1.01629
gen=64_member=3247_pso,-7.42126,-7.0751
gen=54_member=2726_pso,-8.54484,-1.45181
gen=50_member=2543_pso,-8.99562,-0.119579
gen=49_member=2495_pso,-7.84727,-4.05786
gen=76_member=3847_pso,-7.74627,-4.87019
gen=72_member=3642_pso,-8.95093,-0.210416
gen=73_member=3668_pso,-7.23536,-7.73654
gen=19_member=953_pso,-7.84721,-4.08846
gen=22_member=1103_pso,-8.5495,-1.42773
gen=39_member=1982_pso,-8.54943,-1.42955
gen=42_member=2133_pso,-7.42084,-7.09201
