real_name,obj1,obj2
gen=54_member=2720_pso,-9.99415,0.0132209
gen=36_member=1816_pso,-7.23884,-7.72574
gen=29_member=1488_pso,-9.07912,0.00416
gen=52_member=2649_pso,-7.38431,-7.31331
gen=35_member=1776_pso,-7.34132,-7.4946
gen=27_member=1392_pso,-7.9339,-3.86996
gen=38_member=1922_pso,-7.62538,-5.72036
gen=16_member=831_pso,-7.82031,-4.27243
gen=39_member=1994_pso,-8.41925,-1.94414
gen=23_member=1184_pso,-7.54713,-6.33674
gen=22_member=1114_pso,-7.57206,-6.16338
gen=25_member=1250_pso,-8.38454,-2.08397
gen=31_member=1575_pso,-8.09992,-3.45844
gen=11_member=567_pso,-8.70587,-0.843262
gen=31_member=1578_pso,-7.62677,-5.45376
gen=49_member=2455_pso,-8.83126,-0.442148
gen=35_member=1761_pso,-7.47954,-6.74532
gen=41_member=2066_pso,-7.71305,-5.09058
gen=12_member=619_pso,-7.51764,-6.52445
gen=45_member=2279_pso,-8.1685,-3.2223
gen=23_member=1177_pso,-7.85806,-3.94842
gen=24_member=1222_pso,-8.58489,-1.33633
gen=18_member=920_pso,-8.24589,-2.8917
gen=22_member=1106_pso,-7.60726,-5.87004
gen=38_member=1944_pso,-8.66852,-1.0159
gen=23_member=1195_pso,-8.60817,-1.1711
gen=15_member=769_pso,-8.21545,-3.01817
gen=49_member=2490_pso,-7.73476,-4.95706
gen=37_member=1872_pso,-8.25889,-2.76405
gen=30_member=1514_pso,-7.66886,-5.42129
gen=16_member=845_pso,-8.46891,-1.79709
gen=21_member=1092_pso,-8.17145,-3.03218
gen=32_member=1624_pso,-8.78097,-0.535874
gen=21_member=1077_pso,-7.41797,-7.0949
gen=56_member=2821_pso,-8.37426,-2.25642
gen=36_member=1847_pso,-8.00231,-3.71322
gen=14_member=729_pso,-7.80255,-4.44916
gen=57_member=2856_pso,-8.06808,-3.6
gen=23_member=1173_pso,-7.76924,-4.65041
gen=19_member=995_pso,-8.05548,-3.63796
gen=28_member=1410_pso,-8.28607,-2.66221
gen=31_member=1569_pso,-8.50561,-1.62887
gen=9_member=492_pso,-8.29908,-2.58363
gen=30_member=1519_pso,-8.45871,-1.83718
gen=19_member=998_pso,-9.02159,-0.00736326
gen=19_member=960_pso,-7.52226,-6.47467
gen=45_member=2251_pso,-7.30538,-7.60555
gen=59_member=2993_pso,-7.45536,-6.89984
gen=10_member=530_pso,-8.51474,-1.55061
gen=26_member=1322_pso,-7.69026,-5.23027
gen=37_member=1892_pso,-8.29967,-2.41257
gen=13_member=658_pso,-7.84534,-4.10033
gen=43_member=2173_pso,-7.74766,-4.83874
gen=2_member=134_pso,-7.98271,-3.79313
gen=55_member=2757_pso,-7.68343,-5.27258
gen=33_member=1691_pso,-7.28025,-7.682
gen=27_member=1381_pso,-7.75207,-4.75113
gen=42_member=2143_pso,-8.87336,-0.390066
gen=22_member=1112_pso,-8.94877,-0.216967
gen=30_member=1541_pso,-8.13506,-3.35961
gen=22_member=1127_pso,-8.74073,-0.720405
gen=32_member=1614_pso,-8.13577,-3.31741
gen=56_member=2809_pso,-8.97532,-0.168795
gen=43_member=2156_pso,-8.63183,-1.09504
gen=11_member=597_pso,-7.47633,-6.80847
gen=57_member=2873_pso,-8.73282,-0.774103
gen=36_member=1848_pso,-8.36418,-2.35036
gen=25_member=1297_pso,-7.58754,-6.0004
gen=54_member=2726_pso,-8.54484,-1.45181
gen=24_member=1248_pso,-8.91157,-0.235029
gen=41_member=2091_pso,-7.78848,-4.55402
gen=35_member=1782_pso,-8.7709,-0.643491
gen=58_member=2932_pso,-7.44615,-6.99017
gen=44_member=2210_pso,-8.55736,-1.40655
gen=37_member=1888_pso,-8.89783,-0.284941
gen=34_member=1704_pso,-7.59069,-5.99708
gen=36_member=1802_pso,-8.99936,-0.100922
gen=19_member=989_pso,-8.65034,-1.06078
gen=13_member=657_pso,-8.87944,-0.330796
gen=38_member=1906_pso,-9.06362,-0.00309161
gen=48_member=2409_pso,-7.43145,-7.02695
gen=20_member=1019_pso,-7.29771,-7.64025
gen=51_member=2574_pso,-7.78928,-4.49813
gen=19_member=962_pso,-7.85053,-4.01858
gen=12_member=636_pso,-8.77308,-0.605322
gen=50_member=2543_pso,-8.99562,-0.119579
gen=23_member=1165_pso,-7.98846,-3.77067
gen=53_member=2690_pso,-8.31928,-2.37736
gen=42_member=2133_pso,-7.42084,-7.09201
gen=21_member=1054_pso,-8.50654,-1.60982
gen=24_member=1217_pso,-8.33043,-2.35294
gen=49_member=2495_pso,-7.84727,-4.05786
gen=47_member=2391_pso,-8.32172,-2.36682
gen=19_member=953_pso,-7.84721,-4.08846
gen=22_member=1103_pso,-8.5495,-1.42773
gen=16_member=824_pso,-8.32982,-2.35523
gen=39_member=1982_pso,-8.54943,-1.42955
