real_name,obj1,obj2,obj1_sd,obj2_sd
gen=13_member=388_pso,-8.08702,-1.94604,0.0460807,1.11299
gen=13_member=399_pso,-7.63734,-5.3547,0.0417055,1.00692
gen=11_member=318_pso,-6.15325,-8.2544,0.0663208,1.52353
gen=8_member=241_pso,-7.46948,-5.62719,0.0431703,0.944231
gen=13_member=389_pso,-6.59683,-8.21448,0.0613231,1.56662
gen=7_member=206_pso,-6.50462,-8.44342,0.0540881,1.23292
gen=6_member=182_pso,-6.02885,-7.29411,0.0794297,1.95336
gen=5_member=147_pso,-8.3168,2.5727,0.0525687,1.58472
gen=10_member=281_pso,-6.28997,-8.26063,0.0496836,0.92146
gen=1_member=29_pso,-8.14357,0.932925,0.0433019,0.900527
gen=12_member=369_pso,-8.26234,0.432172,0.0509026,1.40922
gen=12_member=357_pso,-8.01415,-2.66509,0.0446814,1.04662
gen=12_member=348_pso,-8.12196,-1.42131,0.0451571,1.02471
gen=11_member=328_pso,-8.19987,-0.592983,0.0494043,1.30838
gen=11_member=324_pso,-6.83134,-7.41637,0.0602799,1.60194
gen=11_member=321_pso,-7.40183,-6.47893,0.0429384,1.06113
gen=8_member=246_pso,-6.15731,-8.08433,0.0492703,0.846295
gen=7_member=214_pso,-7.63274,-5.38506,0.0416206,0.999479
gen=2_member=51_pso,-7.92441,-3.42081,0.0443576,1.07586
gen=14_member=428_pso,-8.16743,-0.861646,0.0463757,1.10449
gen=14_member=426_pso,-7.32822,-6.78163,0.0425262,1.06803
gen=14_member=421_pso,-7.11546,-7.5009,0.0449528,1.13077
gen=14_member=418_pso,-8.07922,-2.03087,0.0460699,1.11604
gen=14_member=402_pso,-7.04476,-7.69044,0.0459106,1.14954
gen=13_member=397_pso,-6.57068,-8.41881,0.054211,1.27489
gen=13_member=379_pso,-8.27577,0.713827,0.0512269,1.43487
gen=11_member=331_pso,-8.19334,-0.483243,0.0470123,1.14766
gen=12_member=354_pso,-6.80236,-6.74069,0.0630207,1.66005
gen=12_member=352_pso,-7.79737,-4.36527,0.0426521,1.01743
gen=11_member=310_pso,-7.85469,-3.81598,0.0449309,1.15013
